,idDem,cantMujeres,porcentajeMujeres
1771,dem1772,0.0,0.0
1772,dem1773,0.0,0.0
1773,dem1774,0.0,0.0
1774,dem1775,0.0,0.0
1775,dem1776,0.0,0.0
1776,dem1777,0.0,0.0
1777,dem1778,0.0,0.0
1778,dem1779,0.0,0.0
1779,dem1780,0.0,0.0
1780,dem1781,0.0,0.0
1781,dem1782,0.0,0.0
1782,dem1783,0.0,0.0
1783,dem1784,0.0,0.0
1784,dem1785,0.0,0.0
1785,dem1786,0.0,0.0
1786,dem1787,0.0,0.0
1787,dem1788,0.0,0.0
1788,dem1789,0.0,0.0
1789,dem1790,0.0,0.0
1790,dem1791,0.0,0.0
1791,dem1792,0.0,0.0
1792,dem1793,0.0,0.0
1793,dem1794,0.0,0.0
1794,dem1795,0.0,0.0
1795,dem1796,0.0,0.0
1796,dem1797,0.0,0.0
1797,dem1798,0.0,0.0
1798,dem1799,0.0,0.0
1799,dem1800,0.0,0.0
1800,dem1801,0.0,0.0
1801,dem1802,0.0,0.0
1802,dem1803,0.0,0.0
1803,dem1804,0.0,0.0
1804,dem1805,0.0,0.0
1805,dem1806,0.0,0.0
1806,dem1807,0.0,0.0
1807,dem1808,0.0,0.0
1808,dem1809,0.0,0.0
1809,dem1810,0.0,0.0
1810,dem1811,0.0,0.0
1811,dem1812,0.0,0.0
1812,dem1813,0.0,0.0
1813,dem1814,0.0,0.0
1814,dem1815,0.0,0.0
1815,dem1816,0.0,0.0
1816,dem1817,0.0,0.0
1817,dem1818,0.0,0.0
1818,dem1819,0.0,0.0
1819,dem1820,0.0,0.0
1820,dem1821,0.0,0.0
1821,dem1822,0.0,0.0
1822,dem1823,0.0,0.0
1823,dem1824,0.0,0.0
1824,dem1825,0.0,0.0
1825,dem1826,0.0,0.0
1826,dem1827,0.0,0.0
1827,dem1828,0.0,0.0
1828,dem1829,0.0,0.0
1829,dem1830,0.0,0.0
1830,dem1831,0.0,0.0
1831,dem1832,0.0,0.0
1832,dem1833,0.0,0.0
1833,dem1834,0.0,0.0
1834,dem1835,0.0,0.0
1835,dem1836,0.0,0.0
1836,dem1837,0.0,0.0
1837,dem1838,0.0,0.0
1838,dem1839,0.0,0.0
1839,dem1840,0.0,0.0
1840,dem1841,0.0,0.0
1841,dem1842,0.0,0.0
1842,dem1843,0.0,0.0
1843,dem1844,0.0,0.0
1844,dem1845,0.0,0.0
1845,dem1846,0.0,0.0
1846,dem1847,0.0,0.0
1847,dem1848,0.0,0.0
1848,dem1849,0.0,0.0
1849,dem1850,0.0,0.0
1850,dem1851,0.0,0.0
1851,dem1852,0.0,0.0
1852,dem1853,0.0,0.0
1853,dem1854,0.0,0.0
1854,dem1855,0.0,0.0
1855,dem1856,0.0,0.0
1856,dem1857,0.0,0.0
1857,dem1858,0.0,0.0
1858,dem1859,0.0,0.0
1859,dem1860,0.0,0.0
1860,dem1861,0.0,0.0
1861,dem1862,0.0,0.0
1862,dem1863,0.0,0.0
1863,dem1864,0.0,0.0
1864,dem1865,0.0,0.0
1865,dem1866,0.0,0.0
1866,dem1867,0.0,0.0
1867,dem1868,0.0,0.0
1868,dem1869,0.0,0.0
1869,dem1870,0.0,0.0
1870,dem1871,0.0,0.0
1871,dem1872,0.0,0.0
1872,dem1873,0.0,0.0
1873,dem1874,0.0,0.0
1874,dem1875,0.0,0.0
1875,dem1876,0.0,0.0
1876,dem1877,0.0,0.0
1877,dem1878,0.0,0.0
1878,dem1879,0.0,0.0
1879,dem1880,0.0,0.0
1880,dem1881,0.0,0.0
1881,dem1882,0.0,0.0
1882,dem1883,0.0,0.0
1883,dem1884,0.0,0.0
1884,dem1885,0.0,0.0
1885,dem1886,0.0,0.0
1886,dem1887,0.0,0.0
1887,dem1888,0.0,0.0
1888,dem1889,0.0,0.0
1889,dem1890,0.0,0.0
1890,dem1891,0.0,0.0
1891,dem1892,0.0,0.0
1892,dem1893,0.0,0.0
1893,dem1894,0.0,0.0
1894,dem1895,0.0,0.0
1895,dem1896,0.0,0.0
1896,dem1897,0.0,0.0
1897,dem1898,0.0,0.0
1898,dem1899,0.0,0.0
1899,dem1900,0.0,0.0
1900,dem1901,0.0,0.0
1901,dem1902,0.0,0.0
1902,dem1903,0.0,0.0
1903,dem1904,0.0,0.0
1904,dem1905,0.0,0.0
1905,dem1906,0.0,0.0
1906,dem1907,0.0,0.0
1907,dem1908,0.0,0.0
1908,dem1909,0.0,0.0
1909,dem1910,0.0,0.0
1910,dem1911,0.0,0.0
1911,dem1912,0.0,0.0
1912,dem1913,0.0,0.0
1913,dem1914,0.0,0.0
1914,dem1915,0.0,0.0
1915,dem1916,0.0,0.0
1916,dem1917,0.0,0.0
1917,dem1918,0.0,0.0
1918,dem1919,0.0,0.0
1919,dem1920,0.0,0.0
1920,dem1921,0.0,0.0
1921,dem1922,0.0,0.0
1922,dem1923,0.0,0.0
1923,dem1924,0.0,0.0
1924,dem1925,0.0,0.0
1925,dem1926,0.0,0.0
1926,dem1927,0.0,0.0
1927,dem1928,0.0,0.0
1928,dem1929,0.0,0.0
1929,dem1930,0.0,0.0
1930,dem1931,0.0,0.0
1931,dem1932,0.0,0.0
1932,dem1933,0.0,0.0
1933,dem1934,0.0,0.0
1934,dem1935,0.0,0.0
1935,dem1936,0.0,0.0
1936,dem1937,0.0,0.0
1937,dem1938,0.0,0.0
1938,dem1939,0.0,0.0
1939,dem1940,0.0,0.0
1940,dem1941,0.0,0.0
1941,dem1942,0.0,0.0
1942,dem1943,0.0,0.0
1943,dem1944,0.0,0.0
1944,dem1945,0.0,0.0
1945,dem1946,0.0,0.0
1946,dem1947,0.0,0.0
1947,dem1948,0.0,0.0
1948,dem1949,0.0,0.0
1949,dem1950,0.0,0.0
1950,dem1951,0.0,0.0
1951,dem1952,0.0,0.0
1952,dem1953,0.0,0.0
1953,dem1954,0.0,0.0
1954,dem1955,0.0,0.0
1955,dem1956,0.0,0.0
1956,dem1957,0.0,0.0
1957,dem1958,0.0,0.0
1958,dem1959,0.0,0.0
1959,dem1960,0.0,0.0
1960,dem1961,0.0,0.0
1961,dem1962,0.0,0.0
1962,dem1963,0.0,0.0
1963,dem1964,0.0,0.0
1964,dem1965,0.0,0.0
1965,dem1966,0.0,0.0
1966,dem1967,0.0,0.0
1967,dem1968,0.0,0.0
1968,dem1969,0.0,0.0
1969,dem1970,0.0,0.0
1970,dem1971,0.0,0.0
1971,dem1972,0.0,0.0
1972,dem1973,0.0,0.0
1973,dem1974,0.0,0.0
1974,dem1975,0.0,0.0
1975,dem1976,0.0,0.0
1976,dem1977,0.0,0.0
1977,dem1978,0.0,0.0
1978,dem1979,0.0,0.0
1979,dem1980,0.0,0.0
1980,dem1981,0.0,0.0
1981,dem1982,0.0,0.0
1982,dem1983,0.0,0.0
1983,dem1984,0.0,0.0
1984,dem1985,0.0,0.0
1985,dem1986,0.0,0.0
1986,dem1987,0.0,0.0
1987,dem1988,0.0,0.0
1988,dem1989,0.0,0.0
1989,dem1990,0.0,0.0
1990,dem1991,0.0,0.0
1991,dem1992,0.0,0.0
1992,dem1993,0.0,0.0
1993,dem1994,0.0,0.0
1994,dem1995,0.0,0.0
1995,dem1996,0.0,0.0
1996,dem1997,0.0,0.0
1997,dem1998,0.0,0.0
1998,dem1999,0.0,0.0
1999,dem2000,0.0,0.0
2000,dem2001,0.0,0.0
2001,dem2002,0.0,0.0
2002,dem2003,0.0,0.0
2003,dem2004,0.0,0.0
2004,dem2005,0.0,0.0
2005,dem2006,0.0,0.0
2006,dem2007,0.0,0.0
2007,dem2008,0.0,0.0
2008,dem2009,0.0,0.0
2009,dem2010,0.0,0.0
2010,dem2011,0.0,0.0
2011,dem2012,0.0,0.0
2012,dem2013,0.0,0.0
2013,dem2014,0.0,0.0
2014,dem2015,0.0,0.0
2015,dem2016,0.0,0.0
2016,dem2017,0.0,0.0
2017,dem2018,0.0,0.0
2018,dem2019,0.0,0.0
2019,dem2020,0.0,0.0
2020,dem2021,0.0,0.0
2021,dem2022,0.0,0.0
2022,dem2023,0.0,0.0
2023,dem2024,0.0,0.0
2024,dem2025,0.0,0.0
2025,dem2026,0.0,0.0
2026,dem2027,0.0,0.0
2027,dem2028,0.0,0.0
2028,dem2029,0.0,0.0
2029,dem2030,0.0,0.0
2030,dem2031,0.0,0.0
2031,dem2032,0.0,0.0
2032,dem2033,0.0,0.0
2033,dem2034,0.0,0.0
2034,dem2035,0.0,0.0
2035,dem2036,0.0,0.0
2036,dem2037,0.0,0.0
2037,dem2038,0.0,0.0
2038,dem2039,0.0,0.0
2039,dem2040,0.0,0.0
2040,dem2041,0.0,0.0
2041,dem2042,0.0,0.0
2042,dem2043,0.0,0.0
2043,dem2044,0.0,0.0
2044,dem2045,0.0,0.0
2045,dem2046,0.0,0.0
2046,dem2047,0.0,0.0
2047,dem2048,0.0,0.0
2048,dem2049,0.0,0.0
2049,dem2050,0.0,0.0
2050,dem2051,0.0,0.0
2051,dem2052,0.0,0.0
2052,dem2053,0.0,0.0
2053,dem2054,0.0,0.0
2054,dem2055,0.0,0.0
2055,dem2056,0.0,0.0
2056,dem2057,0.0,0.0
2057,dem2058,0.0,0.0
2058,dem2059,0.0,0.0
2059,dem2060,0.0,0.0
2060,dem2061,0.0,0.0
2061,dem2062,0.0,0.0
2062,dem2063,0.0,0.0
2063,dem2064,0.0,0.0
2064,dem2065,0.0,0.0
2065,dem2066,0.0,0.0
2066,dem2067,0.0,0.0
2067,dem2068,0.0,0.0
2068,dem2069,0.0,0.0
2069,dem2070,0.0,0.0
2070,dem2071,0.0,0.0
2071,dem2072,0.0,0.0
2072,dem2073,0.0,0.0
2073,dem2074,0.0,0.0
2074,dem2075,0.0,0.0
2075,dem2076,0.0,0.0
2076,dem2077,0.0,0.0
2077,dem2078,0.0,0.0
2078,dem2079,0.0,0.0
2079,dem2080,0.0,0.0
2080,dem2081,0.0,0.0
2081,dem2082,0.0,0.0
2082,dem2083,0.0,0.0
2083,dem2084,0.0,0.0
2084,dem2085,0.0,0.0
2085,dem2086,0.0,0.0
2086,dem2087,0.0,0.0
2087,dem2088,0.0,0.0
2088,dem2089,0.0,0.0
2089,dem2090,0.0,0.0
2090,dem2091,0.0,0.0
2091,dem2092,0.0,0.0
2092,dem2093,0.0,0.0
2093,dem2094,0.0,0.0
2094,dem2095,0.0,0.0
2095,dem2096,0.0,0.0
2096,dem2097,0.0,0.0
2097,dem2098,0.0,0.0
2098,dem2099,0.0,0.0
2099,dem2100,0.0,0.0
2100,dem2101,0.0,0.0
2101,dem2102,0.0,0.0
2102,dem2103,0.0,0.0
2103,dem2104,0.0,0.0
2104,dem2105,0.0,0.0
2105,dem2106,0.0,0.0
2106,dem2107,0.0,0.0
2107,dem2108,0.0,0.0
2108,dem2109,0.0,0.0
2109,dem2110,0.0,0.0
2110,dem2111,0.0,0.0
2111,dem2112,0.0,0.0
2112,dem2113,0.0,0.0
2113,dem2114,0.0,0.0
2114,dem2115,0.0,0.0
2115,dem2116,0.0,0.0
2116,dem2117,0.0,0.0
2117,dem2118,0.0,0.0
2118,dem2119,0.0,0.0
2119,dem2120,0.0,0.0
2120,dem2121,0.0,0.0
2121,dem2122,0.0,0.0
2122,dem2123,0.0,0.0
2123,dem2124,0.0,0.0
2124,dem2125,0.0,0.0
2125,dem2126,0.0,0.0
2126,dem2127,0.0,0.0
2127,dem2128,0.0,0.0
2128,dem2129,0.0,0.0
2129,dem2130,0.0,0.0
2130,dem2131,0.0,0.0
2131,dem2132,0.0,0.0
2132,dem2133,0.0,0.0
2133,dem2134,0.0,0.0
2134,dem2135,0.0,0.0
2135,dem2136,0.0,0.0
2136,dem2137,0.0,0.0
2137,dem2138,0.0,0.0
2138,dem2139,0.0,0.0
2139,dem2140,0.0,0.0
2140,dem2141,0.0,0.0
2141,dem2142,0.0,0.0
2142,dem2143,0.0,0.0
2143,dem2144,0.0,0.0
2144,dem2145,0.0,0.0
2145,dem2146,0.0,0.0
2146,dem2147,0.0,0.0
2147,dem2148,0.0,0.0
2148,dem2149,0.0,0.0
2149,dem2150,0.0,0.0
2150,dem2151,0.0,0.0
2151,dem2152,0.0,0.0
2152,dem2153,0.0,0.0
2153,dem2154,0.0,0.0
2154,dem2155,0.0,0.0
2155,dem2156,0.0,0.0
2156,dem2157,0.0,0.0
2157,dem2158,0.0,0.0
2158,dem2159,0.0,0.0
2159,dem2160,0.0,0.0
2160,dem2161,0.0,0.0
2161,dem2162,0.0,0.0
2162,dem2163,0.0,0.0
2163,dem2164,0.0,0.0
2164,dem2165,0.0,0.0
2165,dem2166,0.0,0.0
2166,dem2167,0.0,0.0
2167,dem2168,0.0,0.0
2168,dem2169,0.0,0.0
2169,dem2170,0.0,0.0
2170,dem2171,0.0,0.0
2171,dem2172,0.0,0.0
2172,dem2173,0.0,0.0
2173,dem2174,0.0,0.0
2174,dem2175,0.0,0.0
2175,dem2176,0.0,0.0
2176,dem2177,0.0,0.0
2177,dem2178,0.0,0.0
2178,dem2179,0.0,0.0
2179,dem2180,0.0,0.0
2180,dem2181,0.0,0.0
2181,dem2182,0.0,0.0
2182,dem2183,0.0,0.0
2183,dem2184,0.0,0.0
2184,dem2185,0.0,0.0
2185,dem2186,0.0,0.0
2186,dem2187,0.0,0.0
2187,dem2188,0.0,0.0
2188,dem2189,0.0,0.0
2189,dem2190,0.0,0.0
2190,dem2191,0.0,0.0
2191,dem2192,0.0,0.0
2192,dem2193,0.0,0.0
2193,dem2194,0.0,0.0
2194,dem2195,0.0,0.0
2195,dem2196,0.0,0.0
2196,dem2197,0.0,0.0
2197,dem2198,0.0,0.0
2198,dem2199,0.0,0.0
2199,dem2200,0.0,0.0
2200,dem2201,0.0,0.0
2201,dem2202,0.0,0.0
2202,dem2203,0.0,0.0
2203,dem2204,0.0,0.0
2204,dem2205,0.0,0.0
2205,dem2206,0.0,0.0
2206,dem2207,0.0,0.0
2207,dem2208,0.0,0.0
2208,dem2209,0.0,0.0
2209,dem2210,0.0,0.0
2210,dem2211,0.0,0.0
2211,dem2212,0.0,0.0
2212,dem2213,0.0,0.0
2213,dem2214,0.0,0.0
2214,dem2215,0.0,0.0
2215,dem2216,0.0,0.0
2216,dem2217,0.0,0.0
2217,dem2218,0.0,0.0
2218,dem2219,0.0,0.0
2219,dem2220,0.0,0.0
2220,dem2221,0.0,0.0
2221,dem2222,0.0,0.0
2222,dem2223,0.0,0.0
2223,dem2224,0.0,0.0
2224,dem2225,0.0,0.0
2225,dem2226,0.0,0.0
2226,dem2227,0.0,0.0
2227,dem2228,0.0,0.0
2228,dem2229,0.0,0.0
2229,dem2230,0.0,0.0
2230,dem2231,0.0,0.0
2231,dem2232,0.0,0.0
2232,dem2233,0.0,0.0
2233,dem2234,0.0,0.0
2234,dem2235,0.0,0.0
2235,dem2236,0.0,0.0
2236,dem2237,0.0,0.0
2237,dem2238,0.0,0.0
2238,dem2239,0.0,0.0
2239,dem2240,0.0,0.0
2240,dem2241,0.0,0.0
2241,dem2242,0.0,0.0
2242,dem2243,0.0,0.0
2243,dem2244,0.0,0.0
2244,dem2245,0.0,0.0
2245,dem2246,0.0,0.0
2246,dem2247,0.0,0.0
2247,dem2248,0.0,0.0
2248,dem2249,0.0,0.0
2249,dem2250,0.0,0.0
2250,dem2251,0.0,0.0
2251,dem2252,0.0,0.0
2252,dem2253,0.0,0.0
2253,dem2254,0.0,0.0
2254,dem2255,0.0,0.0
2255,dem2256,0.0,0.0
2256,dem2257,0.0,0.0
2257,dem2258,0.0,0.0
2258,dem2259,0.0,0.0
2259,dem2260,0.0,0.0
2260,dem2261,0.0,0.0
2261,dem2262,0.0,0.0
2262,dem2263,0.0,0.0
2263,dem2264,0.0,0.0
2264,dem2265,0.0,0.0
2265,dem2266,0.0,0.0
2266,dem2267,0.0,0.0
2267,dem2268,0.0,0.0
2268,dem2269,0.0,0.0
2269,dem2270,0.0,0.0
2270,dem2271,0.0,0.0
2271,dem2272,0.0,0.0
2272,dem2273,0.0,0.0
2273,dem2274,0.0,0.0
2274,dem2275,0.0,0.0
2275,dem2276,0.0,0.0
2276,dem2277,0.0,0.0
2277,dem2278,0.0,0.0
2278,dem2279,0.0,0.0
2279,dem2280,0.0,0.0
2280,dem2281,0.0,0.0
2281,dem2282,0.0,0.0
2282,dem2283,0.0,0.0
2283,dem2284,0.0,0.0
2284,dem2285,0.0,0.0
2285,dem2286,0.0,0.0
2286,dem2287,0.0,0.0
2287,dem2288,0.0,0.0
2288,dem2289,0.0,0.0
2289,dem2290,0.0,0.0
2290,dem2291,0.0,0.0
2291,dem2292,0.0,0.0
2292,dem2293,0.0,0.0
2293,dem2294,0.0,0.0
2294,dem2295,0.0,0.0
2295,dem2296,0.0,0.0
2296,dem2297,0.0,0.0
2297,dem2298,0.0,0.0
2298,dem2299,0.0,0.0
2299,dem2300,0.0,0.0
2300,dem2301,0.0,0.0
2301,dem2302,0.0,0.0
2302,dem2303,0.0,0.0
2303,dem2304,0.0,0.0
2304,dem2305,0.0,0.0
2305,dem2306,0.0,0.0
2306,dem2307,0.0,0.0
2307,dem2308,0.0,0.0
2308,dem2309,0.0,0.0
2309,dem2310,0.0,0.0
2310,dem2311,0.0,0.0
2311,dem2312,0.0,0.0
2312,dem2313,0.0,0.0
2313,dem2314,0.0,0.0
2314,dem2315,0.0,0.0
2315,dem2316,0.0,0.0
2316,dem2317,0.0,0.0
2317,dem2318,0.0,0.0
2318,dem2319,0.0,0.0
2319,dem2320,0.0,0.0
2320,dem2321,0.0,0.0
2321,dem2322,0.0,0.0
2322,dem2323,0.0,0.0
2323,dem2324,0.0,0.0
2324,dem2325,0.0,0.0
2325,dem2326,0.0,0.0
2326,dem2327,0.0,0.0
2327,dem2328,0.0,0.0
2328,dem2329,0.0,0.0
2329,dem2330,0.0,0.0
2330,dem2331,0.0,0.0
2331,dem2332,0.0,0.0
2332,dem2333,0.0,0.0
2333,dem2334,0.0,0.0
2334,dem2335,0.0,0.0
2335,dem2336,0.0,0.0
2336,dem2337,0.0,0.0
2337,dem2338,0.0,0.0
2338,dem2339,0.0,0.0
2339,dem2340,0.0,0.0
2340,dem2341,0.0,0.0
2341,dem2342,0.0,0.0
2342,dem2343,0.0,0.0
2343,dem2344,0.0,0.0
2344,dem2345,0.0,0.0
2345,dem2346,0.0,0.0
2346,dem2347,0.0,0.0
2347,dem2348,0.0,0.0
2348,dem2349,0.0,0.0
2349,dem2350,0.0,0.0
2350,dem2351,0.0,0.0
2351,dem2352,0.0,0.0
2352,dem2353,0.0,0.0
2353,dem2354,0.0,0.0
2354,dem2355,0.0,0.0
2355,dem2356,0.0,0.0
2356,dem2357,0.0,0.0
2357,dem2358,0.0,0.0
2358,dem2359,0.0,0.0
2359,dem2360,0.0,0.0
2360,dem2361,0.0,0.0
2361,dem2362,0.0,0.0
2362,dem2363,0.0,0.0
2363,dem2364,0.0,0.0
2364,dem2365,0.0,0.0
2365,dem2366,0.0,0.0
2366,dem2367,0.0,0.0
2367,dem2368,0.0,0.0
2368,dem2369,0.0,0.0
2369,dem2370,0.0,0.0
2370,dem2371,0.0,0.0
2371,dem2372,0.0,0.0
2372,dem2373,0.0,0.0
2373,dem2374,0.0,0.0
2374,dem2375,0.0,0.0
2375,dem2376,0.0,0.0
2376,dem2377,0.0,0.0
2377,dem2378,0.0,0.0
2378,dem2379,0.0,0.0
2379,dem2380,0.0,0.0
2380,dem2381,0.0,0.0
2381,dem2382,0.0,0.0
2382,dem2383,0.0,0.0
2383,dem2384,0.0,0.0
2384,dem2385,0.0,0.0
2385,dem2386,0.0,0.0
2386,dem2387,0.0,0.0
2387,dem2388,0.0,0.0
2388,dem2389,0.0,0.0
2389,dem2390,0.0,0.0
2390,dem2391,0.0,0.0
2391,dem2392,0.0,0.0
2392,dem2393,0.0,0.0
2393,dem2394,0.0,0.0
2394,dem2395,0.0,0.0
2395,dem2396,0.0,0.0
2396,dem2397,0.0,0.0
2397,dem2398,0.0,0.0
2398,dem2399,0.0,0.0
2399,dem2400,0.0,0.0
2400,dem2401,0.0,0.0
2401,dem2402,0.0,0.0
2402,dem2403,0.0,0.0
2403,dem2404,0.0,0.0
2404,dem2405,0.0,0.0
2405,dem2406,0.0,0.0
2406,dem2407,0.0,0.0
2407,dem2408,0.0,0.0
2408,dem2409,0.0,0.0
2409,dem2410,0.0,0.0
2410,dem2411,0.0,0.0
2411,dem2412,0.0,0.0
2412,dem2413,0.0,0.0
2413,dem2414,0.0,0.0
2414,dem2415,0.0,0.0
2415,dem2416,0.0,0.0
2416,dem2417,0.0,0.0
2417,dem2418,0.0,0.0
2418,dem2419,0.0,0.0
2419,dem2420,0.0,0.0
2420,dem2421,0.0,0.0
2421,dem2422,0.0,0.0
2422,dem2423,0.0,0.0
2423,dem2424,0.0,0.0
2424,dem2425,0.0,0.0
2425,dem2426,0.0,0.0
2426,dem2427,0.0,0.0
2427,dem2428,0.0,0.0
2428,dem2429,0.0,0.0
2429,dem2430,0.0,0.0
2430,dem2431,0.0,0.0
2431,dem2432,0.0,0.0
2432,dem2433,0.0,0.0
2433,dem2434,0.0,0.0
2434,dem2435,0.0,0.0
2435,dem2436,0.0,0.0
2436,dem2437,0.0,0.0
2437,dem2438,0.0,0.0
2438,dem2439,0.0,0.0
2439,dem2440,0.0,0.0
2440,dem2441,0.0,0.0
2441,dem2442,0.0,0.0
2442,dem2443,0.0,0.0
2443,dem2444,0.0,0.0
2444,dem2445,0.0,0.0
2445,dem2446,0.0,0.0
2446,dem2447,0.0,0.0
2447,dem2448,0.0,0.0
2448,dem2449,0.0,0.0
2449,dem2450,0.0,0.0
2450,dem2451,0.0,0.0
2451,dem2452,0.0,0.0
2452,dem2453,0.0,0.0
2453,dem2454,0.0,0.0
2454,dem2455,0.0,0.0
2455,dem2456,0.0,0.0
2456,dem2457,0.0,0.0
2457,dem2458,0.0,0.0
2458,dem2459,0.0,0.0
2459,dem2460,0.0,0.0
2460,dem2461,0.0,0.0
2461,dem2462,0.0,0.0
2462,dem2463,0.0,0.0
2463,dem2464,0.0,0.0
2464,dem2465,0.0,0.0
2465,dem2466,0.0,0.0
2466,dem2467,0.0,0.0
2467,dem2468,0.0,0.0
2468,dem2469,0.0,0.0
2469,dem2470,0.0,0.0
2470,dem2471,0.0,0.0
2471,dem2472,0.0,0.0
2472,dem2473,0.0,0.0
2473,dem2474,0.0,0.0
2474,dem2475,0.0,0.0
2475,dem2476,0.0,0.0
2476,dem2477,0.0,0.0
2477,dem2478,0.0,0.0
2478,dem2479,0.0,0.0
2479,dem2480,0.0,0.0
2480,dem2481,0.0,0.0
2481,dem2482,0.0,0.0
2482,dem2483,0.0,0.0
2483,dem2484,0.0,0.0
2484,dem2485,0.0,0.0
2485,dem2486,0.0,0.0
2486,dem2487,0.0,0.0
2487,dem2488,0.0,0.0
2488,dem2489,0.0,0.0
2489,dem2490,0.0,0.0
2490,dem2491,0.0,0.0
2491,dem2492,0.0,0.0
2492,dem2493,0.0,0.0
2493,dem2494,0.0,0.0
2494,dem2495,0.0,0.0
2495,dem2496,0.0,0.0
2496,dem2497,0.0,0.0
2497,dem2498,0.0,0.0
2498,dem2499,0.0,0.0
2499,dem2500,0.0,0.0
2500,dem2501,0.0,0.0
2501,dem2502,0.0,0.0
2502,dem2503,0.0,0.0
2503,dem2504,0.0,0.0
2504,dem2505,0.0,0.0
2505,dem2506,0.0,0.0
2506,dem2507,0.0,0.0
2507,dem2508,0.0,0.0
2508,dem2509,0.0,0.0
2509,dem2510,0.0,0.0
2510,dem2511,0.0,0.0
2511,dem2512,0.0,0.0
2512,dem2513,0.0,0.0
2513,dem2514,0.0,0.0
2514,dem2515,0.0,0.0
2515,dem2516,0.0,0.0
2516,dem2517,0.0,0.0
2517,dem2518,0.0,0.0
2518,dem2519,0.0,0.0
2519,dem2520,0.0,0.0
2520,dem2521,0.0,0.0
2521,dem2522,0.0,0.0
2522,dem2523,0.0,0.0
2523,dem2524,0.0,0.0
2524,dem2525,0.0,0.0
2525,dem2526,0.0,0.0
2526,dem2527,0.0,0.0
2527,dem2528,0.0,0.0
2528,dem2529,0.0,0.0
2529,dem2530,0.0,0.0
2530,dem2531,0.0,0.0
2531,dem2532,0.0,0.0
2532,dem2533,0.0,0.0
2533,dem2534,0.0,0.0
2534,dem2535,0.0,0.0
2535,dem2536,0.0,0.0
2536,dem2537,0.0,0.0
2537,dem2538,0.0,0.0
2538,dem2539,0.0,0.0
2539,dem2540,0.0,0.0
2540,dem2541,0.0,0.0
2541,dem2542,0.0,0.0
2542,dem2543,0.0,0.0
2543,dem2544,0.0,0.0
2544,dem2545,0.0,0.0
2545,dem2546,0.0,0.0
2546,dem2547,0.0,0.0
2547,dem2548,0.0,0.0
2548,dem2549,0.0,0.0
2549,dem2550,0.0,0.0
2550,dem2551,0.0,0.0
2551,dem2552,0.0,0.0
2552,dem2553,0.0,0.0
2553,dem2554,0.0,0.0
2554,dem2555,0.0,0.0
2555,dem2556,0.0,0.0
2556,dem2557,0.0,0.0
2557,dem2558,0.0,0.0
2558,dem2559,0.0,0.0
2559,dem2560,0.0,0.0
2560,dem2561,0.0,0.0
2561,dem2562,0.0,0.0
2562,dem2563,0.0,0.0
2563,dem2564,0.0,0.0
2564,dem2565,0.0,0.0
2565,dem2566,0.0,0.0
2566,dem2567,0.0,0.0
2567,dem2568,0.0,0.0
2568,dem2569,0.0,0.0
2569,dem2570,0.0,0.0
2570,dem2571,0.0,0.0
2571,dem2572,0.0,0.0
2572,dem2573,0.0,0.0
2573,dem2574,0.0,0.0
2574,dem2575,0.0,0.0
2575,dem2576,0.0,0.0
2576,dem2577,0.0,0.0
2577,dem2578,0.0,0.0
2578,dem2579,0.0,0.0
2579,dem2580,0.0,0.0
2580,dem2581,0.0,0.0
2581,dem2582,0.0,0.0
2582,dem2583,0.0,0.0
2583,dem2584,0.0,0.0
2584,dem2585,0.0,0.0
2585,dem2586,0.0,0.0
2586,dem2587,0.0,0.0
2587,dem2588,0.0,0.0
2588,dem2589,0.0,0.0
2589,dem2590,0.0,0.0
2590,dem2591,0.0,0.0
2591,dem2592,0.0,0.0
2592,dem2593,0.0,0.0
2593,dem2594,0.0,0.0
2594,dem2595,0.0,0.0
2595,dem2596,0.0,0.0
2596,dem2597,0.0,0.0
2597,dem2598,0.0,0.0
2598,dem2599,0.0,0.0
2599,dem2600,0.0,0.0
2600,dem2601,0.0,0.0
2601,dem2602,0.0,0.0
2602,dem2603,0.0,0.0
2603,dem2604,0.0,0.0
2604,dem2605,0.0,0.0
2605,dem2606,0.0,0.0
2606,dem2607,0.0,0.0
2607,dem2608,0.0,0.0
2608,dem2609,0.0,0.0
2609,dem2610,0.0,0.0
2610,dem2611,0.0,0.0
2611,dem2612,0.0,0.0
2612,dem2613,0.0,0.0
2613,dem2614,0.0,0.0
2614,dem2615,0.0,0.0
2615,dem2616,0.0,0.0
2616,dem2617,0.0,0.0
2617,dem2618,0.0,0.0
2618,dem2619,0.0,0.0
2619,dem2620,0.0,0.0
2620,dem2621,0.0,0.0
2621,dem2622,0.0,0.0
2622,dem2623,0.0,0.0
2623,dem2624,0.0,0.0
2624,dem2625,0.0,0.0
2625,dem2626,0.0,0.0
2626,dem2627,0.0,0.0
2627,dem2628,0.0,0.0
2628,dem2629,0.0,0.0
2629,dem2630,0.0,0.0
2630,dem2631,0.0,0.0
2631,dem2632,0.0,0.0
2632,dem2633,0.0,0.0
2633,dem2634,0.0,0.0
2634,dem2635,0.0,0.0
2635,dem2636,0.0,0.0
2636,dem2637,0.0,0.0
2637,dem2638,0.0,0.0
2638,dem2639,0.0,0.0
2639,dem2640,0.0,0.0
2640,dem2641,0.0,0.0
2641,dem2642,0.0,0.0
2642,dem2643,0.0,0.0
2643,dem2644,0.0,0.0
