,idDem,cantMujeres,porcentajeMujeres
926,dem927,7148.0,50.3
927,dem928,16081.0,49.44
928,dem929,18321.0,50.49
929,dem930,13168.0,49.49
930,dem931,12796.0,49.96
931,dem932,11442.0,53.65
932,dem933,273520.0,51.32
933,dem934,60957.0,51.37
934,dem935,32217.0,49.81
935,dem936,11476.0,49.24
936,dem937,21551.0,49.74
937,dem938,14926.0,50.37
938,dem939,19965.0,50.33
939,dem940,15800.0,49.92
940,dem941,20550.0,50.3
941,dem942,25598.0,50.25
942,dem943,5348.0,49.36
943,dem944,10039.0,50.95
944,dem945,14778.0,49.92
945,dem946,14286.0,50.21
946,dem947,10194.0,49.8
947,dem948,14146.0,49.17
948,dem949,235906.0,52.87
949,dem950,11562.0,50.16
950,dem951,18352.0,50.02
951,dem952,5248.0,49.28
952,dem953,27206.0,52.05
953,dem954,38132.0,51.53
954,dem955,2893.0,49.18
955,dem956,4501.0,49.1
956,dem957,10539.0,49.91
957,dem958,7758.0,49.47
958,dem959,26277.0,50.58
959,dem960,9653.0,49.78
960,dem961,9801.0,49.09
961,dem962,2390.0,48.62
962,dem963,14997.0,51.07
963,dem964,5235.0,50.57
964,dem965,34966.0,51.86
965,dem966,6757.0,52.57
966,dem967,207448.0,52.84
967,dem968,27834.0,49.24
968,dem969,6983.0,50.83
969,dem970,4696.0,51.05
970,dem971,11181.0,49.58
971,dem972,3577.0,50.13
972,dem973,3928.0,51.47
973,dem974,60210.0,51.98
974,dem975,3298.0,50.97
975,dem976,4611.0,49.75
976,dem977,12555.0,49.15
977,dem978,8790.0,51.05
978,dem979,14062.0,50.69
979,dem980,7661.0,51.79
980,dem981,6558.0,49.52
981,dem982,3636.0,50.28
982,dem983,130628.0,50.82
983,dem984,400353.0,51.52
984,dem985,16890.0,49.78
985,dem986,4657.0,46.31
986,dem987,4243.0,47.97
987,dem988,3110.0,47.02
988,dem989,9652.0,51.18
989,dem990,2329.0,48.4
990,dem991,14429.0,49.09
991,dem992,3635.0,49.62
992,dem993,3180.0,48.37
993,dem994,5957.0,48.15
994,dem995,50701.0,52.15
995,dem996,67234.0,52.0
996,dem997,28057.0,52.05
997,dem998,2763.0,47.7
998,dem999,5113.0,47.66
999,dem1000,3856.0,49.5
1000,dem1001,1789.0,48.79
1001,dem1002,12782.0,47.69
1002,dem1003,27858.0,47.44
1003,dem1004,7894.0,48.36
1004,dem1005,57357.0,51.56
1005,dem1006,252928.0,53.02
1006,dem1007,2971.0,47.18
1007,dem1008,12226.0,49.48
1008,dem1009,14829.0,53.0
1009,dem1010,13426.0,49.23
1010,dem1011,6074.0,48.85
1011,dem1012,40499.0,51.02
1012,dem1013,189723.0,52.06
1013,dem1014,8340.0,50.4
1014,dem1015,15773.0,50.3
1015,dem1016,4592.0,49.14
1016,dem1017,30751.0,49.3
1017,dem1018,3203.0,48.73
1018,dem1019,3295.0,49.02
1019,dem1020,13203.0,49.12
1020,dem1021,64698.0,50.3
1021,dem1022,11691.0,46.52
1022,dem1023,16554.0,49.08
1023,dem1024,5019.0,47.97
1024,dem1025,8678.0,48.95
1025,dem1026,5360.0,49.07
1026,dem1027,5571.0,47.21
1027,dem1028,3895.0,48.12
1028,dem1029,3858.0,49.31
1029,dem1030,103789.0,51.42
1030,dem1031,16109.0,49.93
1031,dem1032,19314.0,50.37
1032,dem1033,20527.0,48.8
1033,dem1034,3958.0,50.23
1034,dem1035,11085.0,50.31
1035,dem1036,25233.0,50.89
1036,dem1037,98026.0,51.57
1037,dem1038,277454.0,51.51
1038,dem1039,8102.0,48.27
1039,dem1040,20486.0,49.37
1040,dem1041,15491.0,48.72
1041,dem1042,62615.0,50.36
1042,dem1043,34522.0,49.53
1043,dem1044,12570.0,48.21
1044,dem1045,276025.0,50.62
1045,dem1046,44081.0,48.0
1046,dem1047,2784.0,44.96
1047,dem1048,7727.0,48.58
1048,dem1049,11689.0,50.39
1049,dem1050,1961.0,49.38
1050,dem1051,6091.0,49.17
1051,dem1052,36478.0,51.69
1052,dem1053,7268.0,50.26
1053,dem1054,20341.0,46.65
1054,dem1055,14917.0,49.21
1055,dem1056,9291.0,49.8
1056,dem1057,6135.0,47.65
1057,dem1058,13376.0,50.48
1058,dem1059,1201747.0,53.35
1059,dem1060,8579.0,49.54
1060,dem1061,7829.0,49.82
1061,dem1062,163714.0,52.5
1062,dem1063,12410.0,50.73
1063,dem1064,14382.0,50.43
1064,dem1065,9169.0,50.2
1065,dem1066,48581.0,51.57
1066,dem1067,73326.0,53.4
1067,dem1068,4080.0,47.65
1068,dem1069,29816.0,51.44
1069,dem1070,86121.0,51.52
1070,dem1071,6251.0,52.68
1071,dem1072,185036.0,52.23
1072,dem1073,7724.0,50.47
1073,dem1074,7771.0,50.26
1074,dem1075,19353.0,52.61
1075,dem1076,20790.0,50.52
1076,dem1077,9459.0,49.83
1077,dem1078,115123.0,52.61
1078,dem1079,6349.0,49.28
1079,dem1080,8091.0,49.95
1080,dem1081,56837.0,51.64
1081,dem1082,22332.0,52.66
1082,dem1083,26937.0,47.92
1083,dem1084,24347.0,49.72
1084,dem1085,32141.0,51.01
1085,dem1086,89823.0,50.55
1086,dem1087,18985.0,49.95
1087,dem1088,5790.0,47.82
1088,dem1089,8333.0,47.72
1089,dem1090,9066.0,50.34
1090,dem1091,4027.0,46.22
1091,dem1092,6153.0,48.63
1092,dem1093,18395.0,49.25
1093,dem1094,5879.0,48.75
1094,dem1095,12412.0,49.31
1095,dem1096,17891.0,49.44
1096,dem1097,30127.0,51.12
1097,dem1098,19467.0,50.25
1098,dem1099,33473.0,49.8
1099,dem1100,17366.0,47.36
1100,dem1101,2860.0,51.37
1101,dem1102,9586.0,49.33
1102,dem1103,12060.0,50.05
1103,dem1104,17286.0,49.87
1104,dem1105,27300.0,48.91
1105,dem1106,9774.0,48.16
1106,dem1107,6372.0,51.7
1107,dem1108,8100.0,50.42
1108,dem1109,901.0,47.8
1109,dem1110,5534.0,49.89
1110,dem1111,48361.0,52.02
1111,dem1112,8836.0,49.21
1112,dem1113,3809.0,47.97
1113,dem1114,77426.0,51.77
1114,dem1115,11111.0,49.87
1115,dem1116,12386.0,50.69
1116,dem1117,18830.0,50.9
1117,dem1118,4083.0,49.45
1118,dem1119,12292.0,49.63
1119,dem1120,2954.0,48.92
1120,dem1121,2092.0,47.49
1121,dem1122,4303.0,50.39
1122,dem1123,56387.0,51.36
1123,dem1124,7002.0,49.17
1124,dem1125,14908.0,44.89
1125,dem1126,8468.0,50.01
1126,dem1127,1335.0,48.16
1127,dem1128,3385.0,49.7
1128,dem1129,3254.0,48.25
1129,dem1130,1066.0,46.05
1130,dem1131,16714.0,50.78
1131,dem1132,5221.0,48.37
1132,dem1133,64586.0,50.8
1133,dem1134,3910.0,47.62
1134,dem1135,76972.0,51.09
1135,dem1136,1178.0,47.81
1136,dem1137,7329.0,50.43
1137,dem1138,3980.0,33.09
1138,dem1139,13123.0,50.86
1139,dem1140,4470.0,48.49
1140,dem1141,2583.0,48.6
1141,dem1142,7102.0,49.43
1142,dem1143,6006.0,50.71
1143,dem1144,4179.0,48.95
1144,dem1145,6301.0,49.83
1145,dem1146,18542.0,50.58
1146,dem1147,7250.0,51.56
1147,dem1148,387820.0,51.47
1148,dem1149,9432.0,50.33
1149,dem1150,3187.0,49.48
1150,dem1151,12394.0,51.2
1151,dem1152,4139.0,47.83
1152,dem1153,2221.0,47.88
1153,dem1154,8271.0,49.79
1154,dem1155,22973.0,50.25
1155,dem1156,3636.0,46.68
1156,dem1157,24053.0,51.27
1157,dem1158,3502.0,47.51
1158,dem1159,9148.0,49.63
1159,dem1160,14562.0,49.99
1160,dem1161,75326.0,51.47
1161,dem1162,1339633.0,52.88
1162,dem1163,9729.0,47.96
1163,dem1164,1253.0,45.81
1164,dem1165,15901.0,50.83
1165,dem1166,13498.0,49.86
1166,dem1167,21295.0,48.18
1167,dem1168,2905.0,49.73
1168,dem1169,9112.0,47.7
1169,dem1170,13598.0,50.36
1170,dem1171,3470.0,48.4
1171,dem1172,27350.0,50.32
1172,dem1173,3029.0,49.53
1173,dem1174,285941.0,51.79
1174,dem1175,3876.0,47.73
1175,dem1176,4619.0,47.94
1176,dem1177,14547.0,47.92
1177,dem1178,43553.0,52.21
1178,dem1179,2246.0,49.56
1179,dem1180,25693.0,50.24
1180,dem1181,49066.0,51.42
1181,dem1182,2300.0,48.34
1182,dem1183,42105.0,51.46
1183,dem1184,11597.0,49.33
1184,dem1185,10506.0,53.31
1185,dem1186,27167.0,50.45
1186,dem1187,10347.0,49.99
1187,dem1188,27752.0,50.98
1188,dem1189,4977.0,50.17
1189,dem1190,4200.0,49.65
1190,dem1191,4145.0,50.25
1191,dem1192,3270.0,49.24
1192,dem1193,7103.0,49.36
1193,dem1194,13256.0,48.46
1194,dem1195,1573.0,49.54
1195,dem1196,20328.0,49.93
1196,dem1197,7227.0,50.05
1197,dem1198,8568.0,45.17
1198,dem1199,14818.0,50.01
1199,dem1200,4421.0,47.65
1200,dem1201,7758.0,49.07
1201,dem1202,6669.0,50.82
1202,dem1203,10674.0,49.42
1203,dem1204,10798.0,48.06
1204,dem1205,19043.0,50.29
1205,dem1206,5942.0,48.21
1206,dem1207,19722.0,50.08
1207,dem1208,18202.0,49.7
1208,dem1209,14148.0,50.54
1209,dem1210,3121.0,50.09
1210,dem1211,5449.0,50.84
1211,dem1212,2374.0,47.08
1212,dem1213,15499.0,50.2
1213,dem1214,6077.0,50.48
1214,dem1215,3712.0,48.33
1215,dem1216,21918.0,51.36
1216,dem1217,11515.0,49.0
1217,dem1218,12891.0,50.15
1218,dem1219,2643.0,49.17
1219,dem1220,1826.0,48.27
1220,dem1221,2671.0,46.95
1221,dem1222,6608.0,48.99
1222,dem1223,7386.0,50.89
1223,dem1224,10477.0,48.61
1224,dem1225,18718.0,49.53
1225,dem1226,18430.0,50.73
1226,dem1227,5727.0,48.02
1227,dem1228,12559.0,51.03
1228,dem1229,16575.0,50.44
1229,dem1230,14585.0,50.82
1230,dem1231,11053.0,49.01
1231,dem1232,4130.0,49.49
1232,dem1233,24901.0,48.93
1233,dem1234,5242.0,50.02
1234,dem1235,9107.0,47.5
1235,dem1236,4802.0,47.86
1236,dem1237,3232.0,49.13
1237,dem1238,4278.0,48.95
1238,dem1239,283927.0,52.32
1239,dem1240,17602.0,50.89
1240,dem1241,11153.0,49.36
1241,dem1242,25503.0,49.22
1242,dem1243,36521.0,50.83
1243,dem1244,154027.0,51.68
1244,dem1245,4964.0,51.32
1245,dem1246,4104.0,50.86
1246,dem1247,1082.0,49.36
1247,dem1248,1957.0,48.55
1248,dem1249,16259.0,47.87
1249,dem1250,1164.0,46.47
1250,dem1251,31370.0,51.99
1251,dem1252,17242.0,49.34
1252,dem1253,2642.0,48.52
1253,dem1254,95193.0,51.45
1254,dem1255,5647.0,49.98
1255,dem1256,5353.0,49.73
1256,dem1257,2418.0,47.5
1257,dem1258,11378.0,51.93
1258,dem1259,7238.0,48.4
1259,dem1260,2360.0,47.48
1260,dem1261,5215.0,48.72
1261,dem1262,88606.0,50.97
1262,dem1263,1703.0,48.89
1263,dem1264,10693.0,48.47
1264,dem1265,6740.0,50.18
1265,dem1266,1918.0,51.28
1266,dem1267,6291.0,50.7
1267,dem1268,2758.0,49.78
1268,dem1269,2877.0,46.95
1269,dem1270,109349.0,51.32
1270,dem1271,4208.0,49.04
1271,dem1272,322194.0,52.45
1272,dem1273,14449.0,49.2
1273,dem1274,10428.0,49.91
1274,dem1275,14590.0,50.22
1275,dem1276,10272.0,51.07
1276,dem1277,5465.0,49.41
1277,dem1278,26190.0,50.35
1278,dem1279,21016.0,50.38
1279,dem1280,16147.0,49.98
1280,dem1281,22019.0,49.78
1281,dem1282,11746.0,49.37
1282,dem1283,32933.0,49.88
1283,dem1284,279114.0,51.3
1284,dem1285,11548.0,53.71
1285,dem1286,13285.0,49.53
1286,dem1287,18476.0,50.5
1287,dem1288,16231.0,49.5
1288,dem1289,7212.0,50.34
1289,dem1290,58413.0,51.27
1290,dem1291,22613.0,53.68
1291,dem1292,4528.0,48.51
1292,dem1293,16554.0,51.18
1293,dem1294,5261.0,48.99
1294,dem1295,14077.0,50.42
1295,dem1296,10817.0,53.6
1296,dem1297,26455.0,48.81
1297,dem1298,12768.0,49.79
1298,dem1299,15313.0,50.28
1299,dem1300,21130.0,48.93
1300,dem1301,16253.0,50.3
1301,dem1302,170567.0,51.98
1302,dem1303,6820.0,52.61
1303,dem1304,35272.0,51.86
1304,dem1305,5291.0,50.68
1305,dem1306,15103.0,50.99
1306,dem1307,26460.0,50.49
1307,dem1308,7832.0,49.52
1308,dem1309,10641.0,49.97
1309,dem1310,4543.0,49.13
1310,dem1311,2921.0,49.24
1311,dem1312,38516.0,51.59
1312,dem1313,5728.0,49.82
1313,dem1314,27473.0,52.12
1314,dem1315,5298.0,49.33
1315,dem1316,18494.0,49.98
1316,dem1317,11675.0,50.23
1317,dem1318,238107.0,52.9
1318,dem1319,40863.0,51.08
1319,dem1320,6135.0,48.96
1320,dem1321,13535.0,49.25
1321,dem1322,14969.0,53.09
1322,dem1323,2995.0,47.2
1323,dem1324,255259.0,53.09
1324,dem1325,58145.0,51.55
1325,dem1326,8008.0,48.39
1326,dem1327,28281.0,47.5
1327,dem1328,12983.0,47.78
1328,dem1329,1821.0,48.98
1329,dem1330,3914.0,49.56
1330,dem1331,5193.0,47.75
1331,dem1332,2800.0,47.68
1332,dem1333,68219.0,52.03
1333,dem1334,51381.0,52.13
1334,dem1335,6061.0,48.31
1335,dem1336,3229.0,48.45
1336,dem1337,3693.0,49.73
1337,dem1338,14643.0,49.14
1338,dem1339,2371.0,48.61
1339,dem1340,6031.0,48.0
1340,dem1341,9804.0,51.28
1341,dem1342,3155.0,47.06
1342,dem1343,4302.0,47.97
1343,dem1344,4723.0,46.33
1344,dem1345,17131.0,49.81
1345,dem1346,405595.0,51.48
1346,dem1347,130733.0,50.86
1347,dem1348,3634.0,50.26
1348,dem1349,6570.0,49.63
1349,dem1350,7665.0,51.83
1350,dem1351,14073.0,50.74
1351,dem1352,6329.0,49.86
1352,dem1353,8790.0,51.06
1353,dem1354,5130.0,51.01
1354,dem1355,4613.0,49.78
1355,dem1356,60307.0,52.07
1356,dem1357,3931.0,51.52
1357,dem1358,3585.0,50.26
1358,dem1359,6987.0,50.87
1359,dem1360,27851.0,49.27
1360,dem1361,207862.0,52.95
1361,dem1362,13500.0,50.53
1362,dem1363,6211.0,47.84
1363,dem1364,9377.0,49.85
1364,dem1365,15075.0,49.32
1365,dem1366,7337.0,50.31
1366,dem1367,6165.0,49.36
1367,dem1368,1987.0,49.63
1368,dem1369,11804.0,50.47
1369,dem1370,7818.0,48.74
1370,dem1371,44551.0,48.11
1371,dem1372,278429.0,50.63
1372,dem1373,12768.0,48.23
1373,dem1374,35073.0,49.55
1374,dem1375,63559.0,50.35
1375,dem1376,20803.0,49.38
1376,dem1377,281698.0,51.5
1377,dem1378,100263.0,51.56
1378,dem1379,25816.0,50.91
1379,dem1380,11343.0,50.33
1380,dem1381,4046.0,50.2
1381,dem1382,20988.0,48.78
1382,dem1383,19761.0,50.38
1383,dem1384,16506.0,50.01
1384,dem1385,106290.0,51.49
1385,dem1386,3891.0,49.33
1386,dem1387,3929.0,48.15
1387,dem1388,5615.0,47.2
1388,dem1389,5406.0,49.08
1389,dem1390,8762.0,49.02
1390,dem1391,11784.0,46.5
1391,dem1392,65233.0,50.29
1392,dem1393,13320.0,49.14
1393,dem1394,3325.0,49.06
1394,dem1395,31021.0,49.31
1395,dem1396,4637.0,49.21
1396,dem1397,37533.0,50.21
1397,dem1398,15899.0,50.29
1398,dem1399,8416.0,50.44
1399,dem1400,191203.0,52.04
1400,dem1401,28015.0,49.15
1401,dem1402,8221.0,52.41
1402,dem1403,7782.0,47.96
1403,dem1404,19803.0,50.42
1404,dem1405,18056.0,49.45
1405,dem1406,12574.0,49.48
1406,dem1407,5938.0,48.79
1407,dem1408,18576.0,49.29
1408,dem1409,6218.0,48.7
1409,dem1410,4065.0,46.23
1410,dem1411,9160.0,50.4
1411,dem1412,19179.0,50.0
1412,dem1413,90763.0,50.61
1413,dem1414,33046.0,51.22
1414,dem1415,24995.0,49.85
1415,dem1416,57354.0,51.82
1416,dem1417,8152.0,50.06
1417,dem1418,6397.0,49.39
1418,dem1419,9530.0,49.94
1419,dem1420,20957.0,50.65
1420,dem1421,19509.0,52.75
1421,dem1422,7785.0,50.6
1422,dem1423,186545.0,52.36
1423,dem1424,6303.0,52.83
1424,dem1425,86785.0,51.63
1425,dem1426,30052.0,51.57
1426,dem1427,73979.0,53.59
1427,dem1428,48878.0,51.59
1428,dem1429,9246.0,50.35
1429,dem1430,14507.0,50.59
1430,dem1431,12501.0,50.82
1431,dem1432,165064.0,52.65
1432,dem1433,8659.0,49.74
1433,dem1434,1212663.0,53.55
1434,dem1435,78319.0,51.46
1435,dem1436,15148.0,50.02
1436,dem1437,3634.0,47.42
1437,dem1438,24981.0,51.22
1438,dem1439,3752.0,46.33
1439,dem1440,23851.0,50.17
1440,dem1441,8603.0,49.81
1441,dem1442,4312.0,47.92
1442,dem1443,12902.0,51.26
1443,dem1444,3318.0,49.54
1444,dem1445,403443.0,51.48
1445,dem1446,7532.0,51.52
1446,dem1447,19269.0,50.56
1447,dem1448,6550.0,49.82
1448,dem1449,4343.0,48.93
1449,dem1450,6252.0,50.77
1450,dem1451,7372.0,49.34
1451,dem1452,4427.0,48.68
1452,dem1453,4644.0,48.46
1453,dem1454,13677.0,50.98
1454,dem1455,4194.0,33.53
1455,dem1456,7628.0,50.49
1456,dem1457,1223.0,47.74
1457,dem1458,80052.0,51.09
1458,dem1459,4071.0,47.69
1459,dem1460,5424.0,48.33
1460,dem1461,17358.0,50.72
1461,dem1462,1108.0,46.03
1462,dem1463,3527.0,49.8
1463,dem1464,1387.0,48.13
1464,dem1465,8806.0,50.01
1465,dem1466,15552.0,45.04
1466,dem1467,7267.0,49.08
1467,dem1468,58520.0,51.27
1468,dem1469,2172.0,47.42
1469,dem1470,3073.0,48.95
1470,dem1471,12779.0,49.61
1471,dem1472,4254.0,49.55
1472,dem1473,12868.0,50.65
1473,dem1474,6034.0,50.34
1474,dem1475,80344.0,51.65
1475,dem1476,3955.0,47.91
1476,dem1477,9183.0,49.19
1477,dem1478,5758.0,49.92
1478,dem1479,5617.0,49.3
1479,dem1480,6631.0,51.75
1480,dem1481,13121.0,50.26
1481,dem1482,11711.0,49.06
1482,dem1483,3774.0,48.38
1483,dem1484,4845.0,50.63
1484,dem1485,6167.0,50.44
1485,dem1486,7182.0,50.15
1486,dem1487,15735.0,50.18
1487,dem1488,14366.0,50.53
1488,dem1489,18472.0,49.67
1489,dem1490,20051.0,50.14
1490,dem1491,6021.0,48.11
1491,dem1492,19348.0,50.3
1492,dem1493,10843.0,49.44
1493,dem1494,6784.0,50.9
1494,dem1495,15062.0,50.05
1495,dem1496,7352.0,50.14
1496,dem1497,20628.0,49.89
1497,dem1498,13436.0,48.36
1498,dem1499,7206.0,49.32
1499,dem1500,4216.0,50.33
1500,dem1501,4257.0,49.54
1501,dem1502,5070.0,50.32
1502,dem1503,28175.0,50.95
1503,dem1504,10520.0,50.05
1504,dem1505,27668.0,50.6
1505,dem1506,10676.0,53.33
1506,dem1507,11775.0,49.32
1507,dem1508,2331.0,48.24
1508,dem1509,5287.0,52.4
1509,dem1510,49755.0,51.33
1510,dem1511,2284.0,49.63
1511,dem1512,14749.0,47.84
1512,dem1513,4687.0,47.91
1513,dem1514,3934.0,47.71
1514,dem1515,290264.0,51.76
1515,dem1516,27771.0,50.31
1516,dem1517,3516.0,48.3
1517,dem1518,13820.0,50.4
1518,dem1519,9222.0,47.53
1519,dem1520,2945.0,49.65
1520,dem1521,21592.0,48.11
1521,dem1522,13724.0,49.91
1522,dem1523,1270.0,45.73
1523,dem1524,1359799.0,52.84
1524,dem1525,0.0,0.0
1525,dem1526,0.0,0.0
1526,dem1527,0.0,0.0
1527,dem1528,0.0,0.0
1528,dem1529,0.0,0.0
1529,dem1530,0.0,0.0
1530,dem1531,0.0,0.0
1531,dem1532,0.0,0.0
1532,dem1533,0.0,0.0
1533,dem1534,0.0,0.0
1534,dem1535,0.0,0.0
1535,dem1536,0.0,0.0
1536,dem1537,0.0,0.0
1537,dem1538,0.0,0.0
1538,dem1539,0.0,0.0
1539,dem1540,0.0,0.0
1540,dem1541,0.0,0.0
1541,dem1542,0.0,0.0
1542,dem1543,0.0,0.0
1543,dem1544,0.0,0.0
1544,dem1545,0.0,0.0
1545,dem1546,0.0,0.0
1546,dem1547,0.0,0.0
1547,dem1548,0.0,0.0
1548,dem1549,0.0,0.0
1549,dem1550,0.0,0.0
1550,dem1551,0.0,0.0
1551,dem1552,0.0,0.0
1552,dem1553,0.0,0.0
1553,dem1554,0.0,0.0
1554,dem1555,0.0,0.0
1555,dem1556,0.0,0.0
1556,dem1557,0.0,0.0
1557,dem1558,0.0,0.0
1558,dem1559,0.0,0.0
1559,dem1560,0.0,0.0
1560,dem1561,0.0,0.0
1561,dem1562,0.0,0.0
1562,dem1563,0.0,0.0
1563,dem1564,0.0,0.0
1564,dem1565,0.0,0.0
1565,dem1566,0.0,0.0
1566,dem1567,0.0,0.0
1567,dem1568,0.0,0.0
1568,dem1569,0.0,0.0
1569,dem1570,0.0,0.0
1570,dem1571,0.0,0.0
1571,dem1572,0.0,0.0
1572,dem1573,0.0,0.0
1573,dem1574,0.0,0.0
1574,dem1575,0.0,0.0
1575,dem1576,0.0,0.0
1576,dem1577,0.0,0.0
1577,dem1578,0.0,0.0
1578,dem1579,0.0,0.0
1579,dem1580,0.0,0.0
1580,dem1581,0.0,0.0
1581,dem1582,0.0,0.0
1582,dem1583,0.0,0.0
1583,dem1584,0.0,0.0
1584,dem1585,0.0,0.0
1585,dem1586,0.0,0.0
1586,dem1587,0.0,0.0
1587,dem1588,0.0,0.0
1588,dem1589,0.0,0.0
1589,dem1590,0.0,0.0
1590,dem1591,0.0,0.0
1591,dem1592,0.0,0.0
1592,dem1593,0.0,0.0
1593,dem1594,0.0,0.0
1594,dem1595,0.0,0.0
1595,dem1596,0.0,0.0
1596,dem1597,0.0,0.0
1597,dem1598,0.0,0.0
1598,dem1599,0.0,0.0
1599,dem1600,0.0,0.0
1600,dem1601,0.0,0.0
1601,dem1602,0.0,0.0
1602,dem1603,0.0,0.0
1603,dem1604,0.0,0.0
1604,dem1605,0.0,0.0
1605,dem1606,0.0,0.0
1606,dem1607,0.0,0.0
1607,dem1608,0.0,0.0
1608,dem1609,0.0,0.0
1609,dem1610,0.0,0.0
1610,dem1611,0.0,0.0
1611,dem1612,0.0,0.0
1612,dem1613,0.0,0.0
1613,dem1614,0.0,0.0
1614,dem1615,0.0,0.0
1615,dem1616,0.0,0.0
1616,dem1617,0.0,0.0
1617,dem1618,0.0,0.0
1618,dem1619,0.0,0.0
1619,dem1620,0.0,0.0
1620,dem1621,0.0,0.0
1621,dem1622,0.0,0.0
1622,dem1623,0.0,0.0
1623,dem1624,0.0,0.0
1624,dem1625,0.0,0.0
1625,dem1626,0.0,0.0
1626,dem1627,0.0,0.0
1627,dem1628,0.0,0.0
1628,dem1629,0.0,0.0
1629,dem1630,0.0,0.0
1630,dem1631,0.0,0.0
1631,dem1632,0.0,0.0
1632,dem1633,0.0,0.0
1633,dem1634,0.0,0.0
1634,dem1635,0.0,0.0
1635,dem1636,0.0,0.0
1636,dem1637,0.0,0.0
1637,dem1638,0.0,0.0
1638,dem1639,0.0,0.0
1639,dem1640,0.0,0.0
1640,dem1641,0.0,0.0
1641,dem1642,0.0,0.0
1642,dem1643,0.0,0.0
1643,dem1644,0.0,0.0
1644,dem1645,0.0,0.0
1645,dem1646,0.0,0.0
1646,dem1647,0.0,0.0
1647,dem1648,0.0,0.0
1648,dem1649,0.0,0.0
1649,dem1650,0.0,0.0
1650,dem1651,0.0,0.0
1651,dem1652,0.0,0.0
1652,dem1653,0.0,0.0
1653,dem1654,0.0,0.0
1654,dem1655,0.0,0.0
1655,dem1656,0.0,0.0
1656,dem1657,0.0,0.0
1657,dem1658,0.0,0.0
1658,dem1659,0.0,0.0
1659,dem1660,0.0,0.0
1660,dem1661,0.0,0.0
1661,dem1662,0.0,0.0
1662,dem1663,0.0,0.0
1663,dem1664,0.0,0.0
1664,dem1665,0.0,0.0
1665,dem1666,0.0,0.0
1666,dem1667,0.0,0.0
1667,dem1668,0.0,0.0
1668,dem1669,0.0,0.0
1669,dem1670,0.0,0.0
1670,dem1671,0.0,0.0
1671,dem1672,0.0,0.0
1672,dem1673,0.0,0.0
1673,dem1674,0.0,0.0
1674,dem1675,0.0,0.0
1675,dem1676,0.0,0.0
1676,dem1677,0.0,0.0
1677,dem1678,0.0,0.0
1678,dem1679,0.0,0.0
1679,dem1680,0.0,0.0
1680,dem1681,0.0,0.0
1681,dem1682,0.0,0.0
1682,dem1683,0.0,0.0
1683,dem1684,0.0,0.0
1684,dem1685,0.0,0.0
1685,dem1686,0.0,0.0
1686,dem1687,0.0,0.0
1687,dem1688,0.0,0.0
1688,dem1689,0.0,0.0
1689,dem1690,0.0,0.0
1690,dem1691,0.0,0.0
1691,dem1692,0.0,0.0
1692,dem1693,0.0,0.0
1693,dem1694,0.0,0.0
1694,dem1695,0.0,0.0
1695,dem1696,0.0,0.0
1696,dem1697,0.0,0.0
1697,dem1698,0.0,0.0
1698,dem1699,0.0,0.0
1699,dem1700,0.0,0.0
1700,dem1701,0.0,0.0
1701,dem1702,0.0,0.0
1702,dem1703,0.0,0.0
1703,dem1704,0.0,0.0
1704,dem1705,0.0,0.0
1705,dem1706,0.0,0.0
1706,dem1707,0.0,0.0
1707,dem1708,0.0,0.0
1708,dem1709,0.0,0.0
1709,dem1710,0.0,0.0
1710,dem1711,0.0,0.0
1711,dem1712,0.0,0.0
1712,dem1713,0.0,0.0
1713,dem1714,0.0,0.0
1714,dem1715,0.0,0.0
1715,dem1716,0.0,0.0
1716,dem1717,0.0,0.0
1717,dem1718,0.0,0.0
1718,dem1719,0.0,0.0
1719,dem1720,0.0,0.0
1720,dem1721,0.0,0.0
1721,dem1722,0.0,0.0
1722,dem1723,0.0,0.0
1723,dem1724,0.0,0.0
1724,dem1725,0.0,0.0
1725,dem1726,0.0,0.0
1726,dem1727,0.0,0.0
1727,dem1728,0.0,0.0
1728,dem1729,0.0,0.0
1729,dem1730,0.0,0.0
1730,dem1731,0.0,0.0
1731,dem1732,0.0,0.0
1732,dem1733,0.0,0.0
1733,dem1734,0.0,0.0
1734,dem1735,0.0,0.0
1735,dem1736,0.0,0.0
1736,dem1737,0.0,0.0
1737,dem1738,0.0,0.0
1738,dem1739,0.0,0.0
1739,dem1740,0.0,0.0
1740,dem1741,0.0,0.0
1741,dem1742,0.0,0.0
1742,dem1743,0.0,0.0
1743,dem1744,0.0,0.0
1744,dem1745,0.0,0.0
1745,dem1746,0.0,0.0
1746,dem1747,0.0,0.0
1747,dem1748,0.0,0.0
1748,dem1749,0.0,0.0
1749,dem1750,0.0,0.0
1750,dem1751,0.0,0.0
1751,dem1752,0.0,0.0
1752,dem1753,0.0,0.0
1753,dem1754,0.0,0.0
1754,dem1755,0.0,0.0
1755,dem1756,0.0,0.0
1756,dem1757,0.0,0.0
1757,dem1758,0.0,0.0
1758,dem1759,0.0,0.0
1759,dem1760,0.0,0.0
1760,dem1761,0.0,0.0
1761,dem1762,0.0,0.0
1762,dem1763,0.0,0.0
1763,dem1764,0.0,0.0
1764,dem1765,0.0,0.0
1765,dem1766,0.0,0.0
1766,dem1767,0.0,0.0
1767,dem1768,0.0,0.0
1768,dem1769,0.0,0.0
1769,dem1770,0.0,0.0
1770,dem1771,0.0,0.0
