,idEdu,coberturaNeta
2492,edu2493,0.0
2493,edu2494,0.0
2494,edu2495,0.0
2495,edu2496,0.0
2496,edu2497,0.0
2497,edu2498,0.0
2498,edu2499,0.0
2499,edu2500,0.0
2500,edu2501,0.0
2501,edu2502,0.0
2502,edu2503,0.0
2503,edu2504,0.0
2504,edu2505,0.0
2505,edu2506,0.0
2506,edu2507,0.0
2507,edu2508,0.0
2508,edu2509,0.0
2509,edu2510,0.0
2510,edu2511,0.0
2511,edu2512,0.0
2512,edu2513,0.0
2513,edu2514,0.0
2514,edu2515,0.0
2515,edu2516,0.0
2516,edu2517,0.0
2517,edu2518,0.0
2518,edu2519,0.0
2519,edu2520,0.0
2520,edu2521,0.0
2521,edu2522,0.0
2522,edu2523,0.0
2523,edu2524,0.0
2524,edu2525,0.0
2525,edu2526,0.0
2526,edu2527,0.0
2527,edu2528,0.0
2528,edu2529,0.0
2529,edu2530,0.0
2530,edu2531,0.0
2531,edu2532,0.0
2532,edu2533,0.0
2533,edu2534,0.0
2534,edu2535,0.0
2535,edu2536,0.0
2536,edu2537,0.0
2537,edu2538,0.0
2538,edu2539,0.0
2539,edu2540,0.0
2540,edu2541,0.0
2541,edu2542,0.0
2542,edu2543,0.0
2543,edu2544,0.0
2544,edu2545,0.0
2545,edu2546,0.0
2546,edu2547,0.0
2547,edu2548,0.0
2548,edu2549,0.0
2549,edu2550,0.0
2550,edu2551,0.0
2551,edu2552,0.0
2552,edu2553,0.0
2553,edu2554,0.0
2554,edu2555,0.0
2555,edu2556,0.0
2556,edu2557,0.0
2557,edu2558,0.0
2558,edu2559,0.0
2559,edu2560,0.0
2560,edu2561,0.0
2561,edu2562,0.0
2562,edu2563,0.0
2563,edu2564,0.0
2564,edu2565,0.0
2565,edu2566,0.0
2566,edu2567,0.0
2567,edu2568,0.0
2568,edu2569,0.0
2569,edu2570,84.68
2570,edu2571,89.06
2571,edu2572,88.21
2572,edu2573,86.15
2573,edu2574,101.48
2574,edu2575,88.72
2575,edu2576,0.0
2576,edu2577,85.84
2577,edu2578,86.08
2578,edu2579,84.36
2579,edu2580,98.59
2580,edu2581,101.73
2581,edu2582,104.15
2582,edu2583,100.35
2583,edu2584,103.28
2584,edu2585,96.57
2585,edu2586,94.66
2586,edu2587,91.82
2587,edu2588,66.78
2588,edu2589,72.71
2589,edu2590,70.12
2590,edu2591,66.43
2591,edu2592,0.0
2592,edu2593,94.25
2593,edu2594,98.24
2594,edu2595,81.82
2595,edu2596,70.25
2596,edu2597,67.91
2597,edu2598,64.48
2598,edu2599,61.52
2599,edu2600,91.21
2600,edu2601,89.12
2601,edu2602,64.94
2602,edu2603,0.0
2603,edu2604,70.44
2604,edu2605,63.74
2605,edu2606,87.02
2606,edu2607,93.95
2607,edu2608,96.85
2608,edu2609,102.42
2609,edu2610,97.3
2610,edu2611,103.22
2611,edu2612,105.33
2612,edu2613,85.74
2613,edu2614,101.33
2614,edu2615,64.1
2615,edu2616,59.57
2616,edu2617,69.89
2617,edu2618,68.56
2618,edu2619,69.64
2619,edu2620,62.39
2620,edu2621,64.15
2621,edu2622,99.49
2622,edu2623,101.7
2623,edu2624,97.41
2624,edu2625,92.26
2625,edu2626,90.28
2626,edu2627,88.19
2627,edu2628,94.58
2628,edu2629,92.77
2629,edu2630,0.0
2630,edu2631,93.99
2631,edu2632,69.58
2632,edu2633,72.86
2633,edu2634,84.32
2634,edu2635,78.76
2635,edu2636,0.0
2636,edu2637,71.26
2637,edu2638,80.06
2638,edu2639,79.61
2639,edu2640,76.91
2640,edu2641,74.04
2641,edu2642,64.86
2642,edu2643,57.87
2643,edu2644,102.22
2644,edu2645,101.97
2645,edu2646,112.32
2646,edu2647,108.68
2647,edu2648,0.0
2648,edu2649,101.93
2649,edu2650,95.22
2650,edu2651,92.73
2651,edu2652,100.65
2652,edu2653,95.74
2653,edu2654,84.42
2654,edu2655,84.32
2655,edu2656,90.83
2656,edu2657,86.82
2657,edu2658,83.27
2658,edu2659,82.9
2659,edu2660,90.53
2660,edu2661,103.0
2661,edu2662,107.44
2662,edu2663,97.08
2663,edu2664,95.89
2664,edu2665,102.01
2665,edu2666,0.0
2666,edu2667,97.77
2667,edu2668,92.83
2668,edu2669,88.35
2669,edu2670,82.43
2670,edu2671,70.54
2671,edu2672,87.85
2672,edu2673,90.24
2673,edu2674,77.01
2674,edu2675,78.4
2675,edu2676,91.14
2676,edu2677,83.32
2677,edu2678,82.09
2678,edu2679,80.33
2679,edu2680,79.65
2680,edu2681,77.96
2681,edu2682,90.27
2682,edu2683,0.0
2683,edu2684,237.16
2684,edu2685,191.5
2685,edu2686,73.28
2686,edu2687,75.18
2687,edu2688,87.18
2688,edu2689,83.77
2689,edu2690,79.75
2690,edu2691,78.68
2691,edu2692,77.24
2692,edu2693,74.31
2693,edu2694,82.97
2694,edu2695,0.0
2695,edu2696,100.56
2696,edu2697,100.07
2697,edu2698,98.64
2698,edu2699,97.69
2699,edu2700,98.53
2700,edu2701,98.03
2701,edu2702,78.82
2702,edu2703,84.27
2703,edu2704,85.45
2704,edu2705,80.89
2705,edu2706,102.61
2706,edu2707,95.63
2707,edu2708,101.79
2708,edu2709,101.22
2709,edu2710,101.18
2710,edu2711,100.63
2711,edu2712,102.87
2712,edu2713,97.87
2713,edu2714,0.0
2714,edu2715,93.91
2715,edu2716,92.45
2716,edu2717,89.42
2717,edu2718,67.12
2718,edu2719,69.08
2719,edu2720,0.0
2720,edu2721,93.2
2721,edu2722,98.34
2722,edu2723,92.85
2723,edu2724,92.74
2724,edu2725,93.72
2725,edu2726,97.32
2726,edu2727,96.04
2727,edu2728,96.92
2728,edu2729,97.38
2729,edu2730,96.86
2730,edu2731,56.21
2731,edu2732,54.65
2732,edu2733,53.78
2733,edu2734,58.72
2734,edu2735,0.0
2735,edu2736,66.1
2736,edu2737,64.86
2737,edu2738,63.33
2738,edu2739,69.1
2739,edu2740,66.42
2740,edu2741,68.65
2741,edu2742,66.73
2742,edu2743,104.12
2743,edu2744,102.08
2744,edu2745,72.75
2745,edu2746,83.19
2746,edu2747,79.15
2747,edu2748,77.15
2748,edu2749,83.63
2749,edu2750,91.66
2750,edu2751,88.8
2751,edu2752,95.29
2752,edu2753,89.2
2753,edu2754,91.9
2754,edu2755,100.92
2755,edu2756,103.09
2756,edu2757,93.5
2757,edu2758,88.34
2758,edu2759,0.0
2759,edu2760,76.99
2760,edu2761,92.01
2761,edu2762,115.72
2762,edu2763,112.02
2763,edu2764,108.26
2764,edu2765,106.01
2765,edu2766,108.57
2766,edu2767,113.04
2767,edu2768,117.45
2768,edu2769,87.47
2769,edu2770,0.0
2770,edu2771,53.14
2771,edu2772,53.41
2772,edu2773,97.92
2773,edu2774,93.76
2774,edu2775,0.0
2775,edu2776,56.04
2776,edu2777,65.18
2777,edu2778,63.79
2778,edu2779,61.83
2779,edu2780,58.87
2780,edu2781,99.2
2781,edu2782,98.23
2782,edu2783,97.65
2783,edu2784,92.74
2784,edu2785,90.53
2785,edu2786,88.0
2786,edu2787,85.09
2787,edu2788,97.37
2788,edu2789,0.0
2789,edu2790,94.62
2790,edu2791,69.97
2791,edu2792,65.77
2792,edu2793,90.61
2793,edu2794,88.79
2794,edu2795,0.0
2795,edu2796,80.46
2796,edu2797,76.2
2797,edu2798,71.36
2798,edu2799,71.38
2799,edu2800,75.39
2800,edu2801,74.49
2801,edu2802,73.49
2802,edu2803,72.14
2803,edu2804,72.49
2804,edu2805,75.72
2805,edu2806,87.27
2806,edu2807,83.92
2807,edu2808,73.62
2808,edu2809,0.0
2809,edu2810,89.81
2810,edu2811,93.25
2811,edu2812,92.45
2812,edu2813,87.4
2813,edu2814,92.46
2814,edu2815,140.44
2815,edu2816,78.49
2816,edu2817,84.22
2817,edu2818,144.9
2818,edu2819,144.86
2819,edu2820,141.52
2820,edu2821,139.37
2821,edu2822,142.46
2822,edu2823,137.59
2823,edu2824,74.07
2824,edu2825,74.83
2825,edu2826,70.39
2826,edu2827,70.74
2827,edu2828,68.14
2828,edu2829,62.33
2829,edu2830,104.56
2830,edu2831,66.67
2831,edu2832,62.29
2832,edu2833,105.05
2833,edu2834,63.48
2834,edu2835,0.0
2835,edu2836,57.24
2836,edu2837,53.09
2837,edu2838,59.09
2838,edu2839,67.24
2839,edu2840,62.8
2840,edu2841,130.38
2841,edu2842,129.64
2842,edu2843,132.75
2843,edu2844,131.86
2844,edu2845,130.3
2845,edu2846,134.97
2846,edu2847,159.15
2847,edu2848,155.14
2848,edu2849,0.0
2849,edu2850,125.32
2850,edu2851,104.28
2851,edu2852,108.21
2852,edu2853,103.83
2853,edu2854,82.79
2854,edu2855,86.27
2855,edu2856,89.39
2856,edu2857,82.24
2857,edu2858,85.06
2858,edu2859,81.05
2859,edu2860,79.12
2860,edu2861,80.24
2861,edu2862,85.75
2862,edu2863,0.0
2863,edu2864,86.41
2864,edu2865,99.9
2865,edu2866,86.77
2866,edu2867,87.13
2867,edu2868,90.17
2868,edu2869,100.07
2869,edu2870,90.83
2870,edu2871,92.23
2871,edu2872,89.77
2872,edu2873,93.86
2873,edu2874,101.83
2874,edu2875,86.99
2875,edu2876,86.16
2876,edu2877,98.13
2877,edu2878,105.25
2878,edu2879,88.28
2879,edu2880,89.55
2880,edu2881,60.13
2881,edu2882,55.61
2882,edu2883,59.44
2883,edu2884,57.91
2884,edu2885,51.05
2885,edu2886,50.29
2886,edu2887,70.75
2887,edu2888,71.78
2888,edu2889,72.84
2889,edu2890,74.76
2890,edu2891,76.19
2891,edu2892,95.1
2892,edu2893,0.0
2893,edu2894,89.33
2894,edu2895,68.62
2895,edu2896,131.75
2896,edu2897,119.44
2897,edu2898,127.2
2898,edu2899,112.01
2899,edu2900,117.71
2900,edu2901,131.3
2901,edu2902,96.03
2902,edu2903,0.0
2903,edu2904,131.33
2904,edu2905,92.93
2905,edu2906,74.14
2906,edu2907,86.09
2907,edu2908,82.12
2908,edu2909,0.0
2909,edu2910,78.51
2910,edu2911,91.11
2911,edu2912,71.99
2912,edu2913,80.96
2913,edu2914,86.48
2914,edu2915,90.78
2915,edu2916,89.58
2916,edu2917,87.01
2917,edu2918,86.91
2918,edu2919,89.59
2919,edu2920,86.71
2920,edu2921,97.21
2921,edu2922,83.8
2922,edu2923,94.48
2923,edu2924,0.0
2924,edu2925,45.11
2925,edu2926,43.5
2926,edu2927,112.38
2927,edu2928,101.79
2928,edu2929,0.0
2929,edu2930,47.75
2930,edu2931,49.0
2931,edu2932,47.14
2932,edu2933,48.26
2933,edu2934,42.82
2934,edu2935,104.45
2935,edu2936,101.91
2936,edu2937,100.85
2937,edu2938,73.98
2938,edu2939,78.38
2939,edu2940,0.0
2940,edu2941,101.01
2941,edu2942,106.0
2942,edu2943,102.24
2943,edu2944,104.75
2944,edu2945,78.2
2945,edu2946,102.92
2946,edu2947,81.54
2947,edu2948,103.19
2948,edu2949,103.3
2949,edu2950,0.0
2950,edu2951,97.13
2951,edu2952,89.28
2952,edu2953,88.03
2953,edu2954,85.65
2954,edu2955,82.66
2955,edu2956,78.7
2956,edu2957,79.37
2957,edu2958,98.49
2958,edu2959,93.31
2959,edu2960,80.6
2960,edu2961,0.0
2961,edu2962,95.32
2962,edu2963,71.55
2963,edu2964,64.35
2964,edu2965,86.5
2965,edu2966,67.17
2966,edu2967,66.14
2967,edu2968,68.06
2968,edu2969,96.08
2969,edu2970,0.0
2970,edu2971,115.84
2971,edu2972,116.91
2972,edu2973,103.94
2973,edu2974,113.04
2974,edu2975,108.78
2975,edu2976,108.64
2976,edu2977,114.53
2977,edu2978,104.9
2978,edu2979,84.98
2979,edu2980,72.67
2980,edu2981,75.43
2981,edu2982,87.56
2982,edu2983,76.76
2983,edu2984,80.02
2984,edu2985,80.08
2985,edu2986,75.22
2986,edu2987,81.47
2987,edu2988,92.17
2988,edu2989,119.47
2989,edu2990,94.12
2990,edu2991,91.61
2991,edu2992,114.02
2992,edu2993,94.44
2993,edu2994,95.06
2994,edu2995,94.68
2995,edu2996,80.98
2996,edu2997,77.33
2997,edu2998,0.0
2998,edu2999,77.85
2999,edu3000,74.51
3000,edu3001,72.74
3001,edu3002,89.11
3002,edu3003,68.77
3003,edu3004,85.65
3004,edu3005,87.89
3005,edu3006,88.36
3006,edu3007,91.06
3007,edu3008,89.07
3008,edu3009,87.2
3009,edu3010,66.92
3010,edu3011,96.37
3011,edu3012,0.0
3012,edu3013,80.96
3013,edu3014,78.19
3014,edu3015,92.43
3015,edu3016,74.44
3016,edu3017,73.68
3017,edu3018,77.64
3018,edu3019,76.72
3019,edu3020,78.98
3020,edu3021,76.74
3021,edu3022,75.63
3022,edu3023,83.92
3023,edu3024,80.17
3024,edu3025,0.0
3025,edu3026,75.91
3026,edu3027,79.14
3027,edu3028,77.71
3028,edu3029,98.66
3029,edu3030,95.81
3030,edu3031,0.0
3031,edu3032,79.62
3032,edu3033,82.11
3033,edu3034,82.16
3034,edu3035,83.02
3035,edu3036,104.09
3036,edu3037,94.68
3037,edu3038,78.19
3038,edu3039,74.75
3039,edu3040,73.39
3040,edu3041,72.21
3041,edu3042,69.84
3042,edu3043,65.6
3043,edu3044,65.7
3044,edu3045,96.82
3045,edu3046,92.79
3046,edu3047,0.0
3047,edu3048,76.35
3048,edu3049,78.43
3049,edu3050,82.57
3050,edu3051,79.84
3051,edu3052,99.92
3052,edu3053,98.8
3053,edu3054,0.0
3054,edu3055,79.47
3055,edu3056,81.41
3056,edu3057,80.45
3057,edu3058,80.4
3058,edu3059,81.37
3059,edu3060,84.52
3060,edu3061,79.67
3061,edu3062,81.2
3062,edu3063,85.07
3063,edu3064,87.29
3064,edu3065,77.64
3065,edu3066,84.36
3066,edu3067,86.44
3067,edu3068,0.0
3068,edu3069,83.77
3069,edu3070,76.8
3070,edu3071,77.78
3071,edu3072,85.7
3072,edu3073,83.32
3073,edu3074,80.46
3074,edu3075,96.11
3075,edu3076,91.23
3076,edu3077,86.67
3077,edu3078,86.03
3078,edu3079,88.85
3079,edu3080,100.37
3080,edu3081,88.15
3081,edu3082,85.46
3082,edu3083,86.49
3083,edu3084,0.0
3084,edu3085,83.5
3085,edu3086,131.36
3086,edu3087,124.76
3087,edu3088,128.96
3088,edu3089,127.08
3089,edu3090,116.16
3090,edu3091,125.0
3091,edu3092,118.25
3092,edu3093,74.78
3093,edu3094,72.23
3094,edu3095,69.09
3095,edu3096,66.98
3096,edu3097,64.58
3097,edu3098,61.24
3098,edu3099,60.09
3099,edu3100,79.8
3100,edu3101,76.84
3101,edu3102,31.47
3102,edu3103,38.67
3103,edu3104,36.38
3104,edu3105,32.45
3105,edu3106,39.75
3106,edu3107,41.54
3107,edu3108,90.71
3108,edu3109,94.3
3109,edu3110,87.59
3110,edu3111,107.33
3111,edu3112,100.77
3112,edu3113,94.9
3113,edu3114,90.56
3114,edu3115,90.52
3115,edu3116,83.42
3116,edu3117,0.0
3117,edu3118,66.32
3118,edu3119,63.88
3119,edu3120,66.01
3120,edu3121,64.07
3121,edu3122,65.47
3122,edu3123,67.03
3123,edu3124,96.54
3124,edu3125,96.29
3125,edu3126,0.0
3126,edu3127,80.81
3127,edu3128,78.63
3128,edu3129,88.53
3129,edu3130,89.98
3130,edu3131,87.5
3131,edu3132,84.39
3132,edu3133,83.96
3133,edu3134,96.32
3134,edu3135,95.86
3135,edu3136,0.0
3136,edu3137,78.15
3137,edu3138,74.29
3138,edu3139,73.78
3139,edu3140,99.03
3140,edu3141,89.03
3141,edu3142,74.21
3142,edu3143,92.41
3143,edu3144,75.4
3144,edu3145,66.05
3145,edu3146,64.29
3146,edu3147,66.21
3147,edu3148,62.77
3148,edu3149,68.69
3149,edu3150,61.94
3150,edu3151,58.55
3151,edu3152,86.9
3152,edu3153,72.03
3153,edu3154,69.95
3154,edu3155,67.77
3155,edu3156,63.84
3156,edu3157,79.45
3157,edu3158,82.65
3158,edu3159,0.0
3159,edu3160,63.08
3160,edu3161,62.88
3161,edu3162,74.12
3162,edu3163,96.05
3163,edu3164,99.84
3164,edu3165,98.6
3165,edu3166,98.57
3166,edu3167,96.46
3167,edu3168,93.52
3168,edu3169,0.0
3169,edu3170,98.72
3170,edu3171,93.52
3171,edu3172,97.97
3172,edu3173,76.98
3173,edu3174,75.42
3174,edu3175,74.59
3175,edu3176,0.0
3176,edu3177,77.82
3177,edu3178,73.81
3178,edu3179,71.88
3179,edu3180,71.55
3180,edu3181,69.84
3181,edu3182,112.82
3182,edu3183,106.16
3183,edu3184,97.63
3184,edu3185,94.97
3185,edu3186,97.32
3186,edu3187,99.56
3187,edu3188,101.81
3188,edu3189,102.38
3189,edu3190,99.88
3190,edu3191,95.87
3191,edu3192,0.0
3192,edu3193,100.36
3193,edu3194,101.84
3194,edu3195,62.54
3195,edu3196,60.02
3196,edu3197,83.16
3197,edu3198,80.77
3198,edu3199,0.0
3199,edu3200,65.71
3200,edu3201,71.29
3201,edu3202,69.25
3202,edu3203,73.62
3203,edu3204,77.02
3204,edu3205,59.14
3205,edu3206,63.19
3206,edu3207,86.92
3207,edu3208,93.31
3208,edu3209,92.89
3209,edu3210,90.23
3210,edu3211,85.7
3211,edu3212,100.71
3212,edu3213,94.18
3213,edu3214,88.26
3214,edu3215,84.23
3215,edu3216,104.05
3216,edu3217,86.84
3217,edu3218,98.17
3218,edu3219,104.03
3219,edu3220,0.0
3220,edu3221,98.9
3221,edu3222,102.29
3222,edu3223,101.85
3223,edu3224,99.06
3224,edu3225,101.15
3225,edu3226,99.54
3226,edu3227,99.12
3227,edu3228,73.15
3228,edu3229,88.64
3229,edu3230,87.37
3230,edu3231,87.09
3231,edu3232,87.03
3232,edu3233,87.47
3233,edu3234,87.0
3234,edu3235,87.18
3235,edu3236,93.14
3236,edu3237,90.97
3237,edu3238,0.0
3238,edu3239,0.0
3239,edu3240,0.0
3240,edu3241,0.0
3241,edu3242,0.0
3242,edu3243,0.0
3243,edu3244,0.0
3244,edu3245,0.0
3245,edu3246,0.0
3246,edu3247,0.0
3247,edu3248,0.0
3248,edu3249,0.0
3249,edu3250,0.0
3250,edu3251,0.0
3251,edu3252,0.0
3252,edu3253,0.0
3253,edu3254,0.0
3254,edu3255,0.0
3255,edu3256,0.0
3256,edu3257,0.0
3257,edu3258,0.0
3258,edu3259,0.0
3259,edu3260,0.0
3260,edu3261,0.0
3261,edu3262,0.0
3262,edu3263,0.0
3263,edu3264,0.0
3264,edu3265,0.0
3265,edu3266,0.0
3266,edu3267,0.0
3267,edu3268,0.0
3268,edu3269,0.0
3269,edu3270,0.0
3270,edu3271,0.0
3271,edu3272,0.0
3272,edu3273,0.0
3273,edu3274,0.0
3274,edu3275,0.0
3275,edu3276,0.0
3276,edu3277,0.0
3277,edu3278,0.0
3278,edu3279,0.0
3279,edu3280,0.0
3280,edu3281,0.0
3281,edu3282,0.0
3282,edu3283,0.0
3283,edu3284,0.0
3284,edu3285,0.0
3285,edu3286,0.0
3286,edu3287,0.0
3287,edu3288,0.0
3288,edu3289,0.0
3289,edu3290,0.0
3290,edu3291,0.0
3291,edu3292,0.0
3292,edu3293,0.0
3293,edu3294,0.0
3294,edu3295,0.0
3295,edu3296,0.0
3296,edu3297,0.0
3297,edu3298,0.0
3298,edu3299,0.0
3299,edu3300,0.0
3300,edu3301,0.0
3301,edu3302,0.0
3302,edu3303,0.0
3303,edu3304,0.0
3304,edu3305,0.0
3305,edu3306,0.0
3306,edu3307,0.0
3307,edu3308,0.0
3308,edu3309,0.0
3309,edu3310,0.0
3310,edu3311,0.0
3311,edu3312,0.0
3312,edu3313,0.0
3313,edu3314,0.0
3314,edu3315,0.0
3315,edu3316,0.0
3316,edu3317,0.0
3317,edu3318,0.0
3318,edu3319,0.0
3319,edu3320,0.0
3320,edu3321,0.0
3321,edu3322,0.0
3322,edu3323,0.0
3323,edu3324,0.0
3324,edu3325,0.0
3325,edu3326,0.0
3326,edu3327,0.0
3327,edu3328,0.0
3328,edu3329,0.0
3329,edu3330,0.0
3330,edu3331,0.0
3331,edu3332,0.0
3332,edu3333,0.0
3333,edu3334,0.0
3334,edu3335,0.0
3335,edu3336,0.0
3336,edu3337,0.0
3337,edu3338,0.0
3338,edu3339,0.0
3339,edu3340,0.0
3340,edu3341,0.0
3341,edu3342,0.0
3342,edu3343,0.0
3343,edu3344,0.0
3344,edu3345,0.0
3345,edu3346,0.0
3346,edu3347,0.0
3347,edu3348,0.0
3348,edu3349,0.0
3349,edu3350,0.0
3350,edu3351,0.0
3351,edu3352,0.0
3352,edu3353,0.0
3353,edu3354,0.0
3354,edu3355,0.0
3355,edu3356,0.0
3356,edu3357,0.0
3357,edu3358,0.0
3358,edu3359,0.0
3359,edu3360,0.0
3360,edu3361,0.0
3361,edu3362,0.0
3362,edu3363,0.0
3363,edu3364,0.0
3364,edu3365,0.0
3365,edu3366,0.0
3366,edu3367,0.0
3367,edu3368,0.0
3368,edu3369,0.0
3369,edu3370,0.0
3370,edu3371,0.0
3371,edu3372,0.0
3372,edu3373,0.0
3373,edu3374,0.0
3374,edu3375,0.0
3375,edu3376,0.0
3376,edu3377,0.0
3377,edu3378,0.0
3378,edu3379,0.0
3379,edu3380,0.0
3380,edu3381,0.0
3381,edu3382,0.0
3382,edu3383,0.0
3383,edu3384,0.0
3384,edu3385,0.0
3385,edu3386,0.0
3386,edu3387,0.0
3387,edu3388,0.0
3388,edu3389,0.0
3389,edu3390,0.0
3390,edu3391,0.0
3391,edu3392,0.0
3392,edu3393,0.0
3393,edu3394,0.0
3394,edu3395,0.0
3395,edu3396,0.0
3396,edu3397,0.0
3397,edu3398,0.0
3398,edu3399,0.0
3399,edu3400,0.0
3400,edu3401,0.0
3401,edu3402,0.0
3402,edu3403,0.0
3403,edu3404,0.0
3404,edu3405,0.0
3405,edu3406,0.0
3406,edu3407,0.0
3407,edu3408,0.0
3408,edu3409,0.0
3409,edu3410,0.0
3410,edu3411,0.0
3411,edu3412,0.0
3412,edu3413,0.0
3413,edu3414,0.0
3414,edu3415,0.0
3415,edu3416,0.0
3416,edu3417,0.0
3417,edu3418,0.0
3418,edu3419,0.0
3419,edu3420,0.0
3420,edu3421,0.0
3421,edu3422,0.0
3422,edu3423,0.0
3423,edu3424,0.0
3424,edu3425,0.0
3425,edu3426,0.0
3426,edu3427,0.0
3427,edu3428,0.0
3428,edu3429,0.0
3429,edu3430,0.0
3430,edu3431,0.0
3431,edu3432,0.0
3432,edu3433,0.0
3433,edu3434,98.26
3434,edu3435,97.21
3435,edu3436,98.78
3436,edu3437,101.05
3437,edu3438,100.36
3438,edu3439,101.17
3439,edu3440,102.66
3440,edu3441,95.63
3441,edu3442,96.29
3442,edu3443,0.0
3443,edu3444,87.99
3444,edu3445,88.66
3445,edu3446,87.9
3446,edu3447,87.38
3447,edu3448,49.37
3448,edu3449,50.02
3449,edu3450,56.27
3450,edu3451,65.24
3451,edu3452,59.48
3452,edu3453,52.53
3453,edu3454,87.18
3454,edu3455,84.92
3455,edu3456,0.0
3456,edu3457,46.68
3457,edu3458,70.7
3458,edu3459,63.61
3459,edu3460,65.36
3460,edu3461,64.21
3461,edu3462,62.33
3462,edu3463,77.42
3463,edu3464,84.34
3464,edu3465,84.8
3465,edu3466,84.47
3466,edu3467,82.69
3467,edu3468,80.69
3468,edu3469,78.31
3469,edu3470,0.0
3470,edu3471,90.38
3471,edu3472,89.55
3472,edu3473,81.47
3473,edu3474,93.41
3474,edu3475,67.21
3475,edu3476,74.76
3476,edu3477,71.47
3477,edu3478,68.56
3478,edu3479,0.0
3479,edu3480,73.08
3480,edu3481,75.86
3481,edu3482,79.7
3482,edu3483,67.45
3483,edu3484,82.66
3484,edu3485,66.45
3485,edu3486,98.78
3486,edu3487,82.62
3487,edu3488,90.34
3488,edu3489,97.04
3489,edu3490,82.6
3490,edu3491,84.72
3491,edu3492,85.44
3492,edu3493,82.62
3493,edu3494,78.03
3494,edu3495,95.92
3495,edu3496,0.0
3496,edu3497,80.99
3497,edu3498,81.61
3498,edu3499,80.08
3499,edu3500,88.44
3500,edu3501,89.92
3501,edu3502,0.0
3502,edu3503,88.62
3503,edu3504,84.48
3504,edu3505,94.67
3505,edu3506,96.52
3506,edu3507,90.28
3507,edu3508,93.23
3508,edu3509,89.19
3509,edu3510,90.23
3510,edu3511,91.12
3511,edu3512,95.56
3512,edu3513,92.56
3513,edu3514,67.22
3514,edu3515,99.58
3515,edu3516,94.35
3516,edu3517,96.41
3517,edu3518,94.48
3518,edu3519,86.88
3519,edu3520,75.29
3520,edu3521,0.0
3521,edu3522,76.51
3522,edu3523,92.08
3523,edu3524,84.01
3524,edu3525,76.31
3525,edu3526,77.03
3526,edu3527,77.26
3527,edu3528,107.42
3528,edu3529,0.0
3529,edu3530,79.07
3530,edu3531,107.46
3531,edu3532,87.11
3532,edu3533,80.45
3533,edu3534,103.26
3534,edu3535,99.01
3535,edu3536,98.14
3536,edu3537,96.3
3537,edu3538,93.4
3538,edu3539,101.48
3539,edu3540,0.0
3540,edu3541,95.07
3541,edu3542,100.72
3542,edu3543,100.05
3543,edu3544,116.0
3544,edu3545,97.29
3545,edu3546,98.21
3546,edu3547,0.0
3547,edu3548,115.04
3548,edu3549,113.52
3549,edu3550,120.7
3550,edu3551,118.65
3551,edu3552,117.25
3552,edu3553,119.95
3553,edu3554,89.34
3554,edu3555,92.66
3555,edu3556,91.81
3556,edu3557,86.79
3557,edu3558,85.62
3558,edu3559,88.64
3559,edu3560,84.39
3560,edu3561,82.96
3561,edu3562,84.95
3562,edu3563,88.36
3563,edu3564,86.85
3564,edu3565,82.6
3565,edu3566,79.02
3566,edu3567,80.48
3567,edu3568,78.25
3568,edu3569,76.96
3569,edu3570,88.42
3570,edu3571,93.3
3571,edu3572,92.92
3572,edu3573,85.6
3573,edu3574,85.98
3574,edu3575,0.0
3575,edu3576,88.69
3576,edu3577,88.99
3577,edu3578,86.31
3578,edu3579,106.38
3579,edu3580,105.57
3580,edu3581,99.17
3581,edu3582,95.83
3582,edu3583,96.0
3583,edu3584,97.12
3584,edu3585,108.83
3585,edu3586,85.11
3586,edu3587,85.12
3587,edu3588,0.0
3588,edu3589,63.0
3589,edu3590,87.0
3590,edu3591,88.57
3591,edu3592,0.0
3592,edu3593,62.38
3593,edu3594,71.39
3594,edu3595,64.25
3595,edu3596,64.2
3596,edu3597,66.32
3597,edu3598,78.45
3598,edu3599,81.36
3599,edu3600,82.05
3600,edu3601,79.35
3601,edu3602,74.59
3602,edu3603,73.4
3603,edu3604,71.97
3604,edu3605,81.53
3605,edu3606,85.03
3606,edu3607,0.0
3607,edu3608,89.61
3608,edu3609,88.24
3609,edu3610,88.02
3610,edu3611,88.48
3611,edu3612,85.53
3612,edu3613,84.47
3613,edu3614,72.82
3614,edu3615,0.0
3615,edu3616,72.24
3616,edu3617,87.76
3617,edu3618,79.67
3618,edu3619,73.41
3619,edu3620,92.61
3620,edu3621,90.86
3621,edu3622,109.67
3622,edu3623,111.89
3623,edu3624,0.0
3624,edu3625,65.55
3625,edu3626,66.49
3626,edu3627,68.27
3627,edu3628,74.26
3628,edu3629,71.06
3629,edu3630,70.48
3630,edu3631,69.46
3631,edu3632,81.34
3632,edu3633,84.1
3633,edu3634,86.12
3634,edu3635,81.8
3635,edu3636,92.9
3636,edu3637,97.53
3637,edu3638,87.62
3638,edu3639,87.67
3639,edu3640,91.16
3640,edu3641,0.0
3641,edu3642,67.9
3642,edu3643,76.86
3643,edu3644,78.24
3644,edu3645,0.0
3645,edu3646,66.78
3646,edu3647,66.57
3647,edu3648,71.6
3648,edu3649,74.15
3649,edu3650,68.15
3650,edu3651,67.4
3651,edu3652,77.28
3652,edu3653,77.04
3653,edu3654,77.02
3654,edu3655,72.82
3655,edu3656,70.36
3656,edu3657,72.03
