,idEdu,coberturaNeta
1327,edu1328,0.0
1328,edu1329,0.0
1329,edu1330,0.0
1330,edu1331,0.0
1331,edu1332,0.0
1332,edu1333,0.0
1333,edu1334,0.0
1334,edu1335,0.0
1335,edu1336,0.0
1336,edu1337,0.0
1337,edu1338,0.0
1338,edu1339,0.0
1339,edu1340,0.0
1340,edu1341,0.0
1341,edu1342,0.0
1342,edu1343,0.0
1343,edu1344,0.0
1344,edu1345,0.0
1345,edu1346,0.0
1346,edu1347,0.0
1347,edu1348,0.0
1348,edu1349,0.0
1349,edu1350,0.0
1350,edu1351,0.0
1351,edu1352,0.0
1352,edu1353,0.0
1353,edu1354,0.0
1354,edu1355,0.0
1355,edu1356,0.0
1356,edu1357,0.0
1357,edu1358,0.0
1358,edu1359,0.0
1359,edu1360,0.0
1360,edu1361,0.0
1361,edu1362,0.0
1362,edu1363,0.0
1363,edu1364,0.0
1364,edu1365,0.0
1365,edu1366,0.0
1366,edu1367,0.0
1367,edu1368,0.0
1368,edu1369,0.0
1369,edu1370,0.0
1370,edu1371,0.0
1371,edu1372,0.0
1372,edu1373,0.0
1373,edu1374,0.0
1374,edu1375,0.0
1375,edu1376,0.0
1376,edu1377,0.0
1377,edu1378,0.0
1378,edu1379,0.0
1379,edu1380,0.0
1380,edu1381,0.0
1381,edu1382,0.0
1382,edu1383,0.0
1383,edu1384,0.0
1384,edu1385,0.0
1385,edu1386,0.0
1386,edu1387,0.0
1387,edu1388,0.0
1388,edu1389,0.0
1389,edu1390,0.0
1390,edu1391,0.0
1391,edu1392,0.0
1392,edu1393,0.0
1393,edu1394,0.0
1394,edu1395,0.0
1395,edu1396,0.0
1396,edu1397,0.0
1397,edu1398,0.0
1398,edu1399,0.0
1399,edu1400,0.0
1400,edu1401,0.0
1401,edu1402,74.92
1402,edu1403,71.6
1403,edu1404,71.68
1404,edu1405,0.0
1405,edu1406,77.23
1406,edu1407,80.4
1407,edu1408,79.09
1408,edu1409,0.0
1409,edu1410,0.0
1410,edu1411,0.0
1411,edu1412,0.0
1412,edu1413,0.0
1413,edu1414,0.0
1414,edu1415,0.0
1415,edu1416,0.0
1416,edu1417,0.0
1417,edu1418,0.0
1418,edu1419,0.0
1419,edu1420,0.0
1420,edu1421,0.0
1421,edu1422,0.0
1422,edu1423,0.0
1423,edu1424,0.0
1424,edu1425,0.0
1425,edu1426,0.0
1426,edu1427,0.0
1427,edu1428,0.0
1428,edu1429,0.0
1429,edu1430,0.0
1430,edu1431,0.0
1431,edu1432,0.0
1432,edu1433,0.0
1433,edu1434,0.0
1434,edu1435,0.0
1435,edu1436,0.0
1436,edu1437,0.0
1437,edu1438,0.0
1438,edu1439,0.0
1439,edu1440,0.0
1440,edu1441,0.0
1441,edu1442,0.0
1442,edu1443,0.0
1443,edu1444,0.0
1444,edu1445,0.0
1445,edu1446,0.0
1446,edu1447,0.0
1447,edu1448,0.0
1448,edu1449,0.0
1449,edu1450,0.0
1450,edu1451,0.0
1451,edu1452,0.0
1452,edu1453,0.0
1453,edu1454,0.0
1454,edu1455,0.0
1455,edu1456,0.0
1456,edu1457,0.0
1457,edu1458,0.0
1458,edu1459,0.0
1459,edu1460,0.0
1460,edu1461,0.0
1461,edu1462,0.0
1462,edu1463,0.0
1463,edu1464,0.0
1464,edu1465,0.0
1465,edu1466,0.0
1466,edu1467,0.0
1467,edu1468,0.0
1468,edu1469,0.0
1469,edu1470,0.0
1470,edu1471,0.0
1471,edu1472,0.0
1472,edu1473,0.0
1473,edu1474,0.0
1474,edu1475,0.0
1475,edu1476,0.0
1476,edu1477,0.0
1477,edu1478,0.0
1478,edu1479,0.0
1479,edu1480,0.0
1480,edu1481,0.0
1481,edu1482,0.0
1482,edu1483,0.0
1483,edu1484,0.0
1484,edu1485,0.0
1485,edu1486,0.0
1486,edu1487,0.0
1487,edu1488,0.0
1488,edu1489,0.0
1489,edu1490,0.0
1490,edu1491,0.0
1491,edu1492,0.0
1492,edu1493,0.0
1493,edu1494,0.0
1494,edu1495,0.0
1495,edu1496,0.0
1496,edu1497,0.0
1497,edu1498,0.0
1498,edu1499,0.0
1499,edu1500,0.0
1500,edu1501,0.0
1501,edu1502,0.0
1502,edu1503,0.0
1503,edu1504,0.0
1504,edu1505,0.0
1505,edu1506,0.0
1506,edu1507,0.0
1507,edu1508,0.0
1508,edu1509,0.0
1509,edu1510,0.0
1510,edu1511,0.0
1511,edu1512,0.0
1512,edu1513,0.0
1513,edu1514,0.0
1514,edu1515,0.0
1515,edu1516,0.0
1516,edu1517,0.0
1517,edu1518,0.0
1518,edu1519,0.0
1519,edu1520,0.0
1520,edu1521,0.0
1521,edu1522,0.0
1522,edu1523,0.0
1523,edu1524,0.0
1524,edu1525,0.0
1525,edu1526,0.0
1526,edu1527,0.0
1527,edu1528,0.0
1528,edu1529,0.0
1529,edu1530,0.0
1530,edu1531,0.0
1531,edu1532,0.0
1532,edu1533,0.0
1533,edu1534,0.0
1534,edu1535,0.0
1535,edu1536,0.0
1536,edu1537,0.0
1537,edu1538,0.0
1538,edu1539,0.0
1539,edu1540,0.0
1540,edu1541,0.0
1541,edu1542,0.0
1542,edu1543,0.0
1543,edu1544,0.0
1544,edu1545,0.0
1545,edu1546,0.0
1546,edu1547,0.0
1547,edu1548,0.0
1548,edu1549,0.0
1549,edu1550,0.0
1550,edu1551,0.0
1551,edu1552,0.0
1552,edu1553,0.0
1553,edu1554,0.0
1554,edu1555,0.0
1555,edu1556,0.0
1556,edu1557,0.0
1557,edu1558,0.0
1558,edu1559,0.0
1559,edu1560,0.0
1560,edu1561,0.0
1561,edu1562,0.0
1562,edu1563,0.0
1563,edu1564,0.0
1564,edu1565,0.0
1565,edu1566,0.0
1566,edu1567,0.0
1567,edu1568,0.0
1568,edu1569,0.0
1569,edu1570,0.0
1570,edu1571,0.0
1571,edu1572,0.0
1572,edu1573,0.0
1573,edu1574,0.0
1574,edu1575,0.0
1575,edu1576,0.0
1576,edu1577,0.0
1577,edu1578,0.0
1578,edu1579,0.0
1579,edu1580,0.0
1580,edu1581,0.0
1581,edu1582,0.0
1582,edu1583,0.0
1583,edu1584,0.0
1584,edu1585,0.0
1585,edu1586,0.0
1586,edu1587,0.0
1587,edu1588,0.0
1588,edu1589,0.0
1589,edu1590,0.0
1590,edu1591,0.0
1591,edu1592,0.0
1592,edu1593,0.0
1593,edu1594,0.0
1594,edu1595,0.0
1595,edu1596,0.0
1596,edu1597,0.0
1597,edu1598,0.0
1598,edu1599,0.0
1599,edu1600,0.0
1600,edu1601,0.0
1601,edu1602,0.0
1602,edu1603,0.0
1603,edu1604,0.0
1604,edu1605,0.0
1605,edu1606,0.0
1606,edu1607,0.0
1607,edu1608,0.0
1608,edu1609,0.0
1609,edu1610,0.0
1610,edu1611,0.0
1611,edu1612,0.0
1612,edu1613,0.0
1613,edu1614,0.0
1614,edu1615,0.0
1615,edu1616,0.0
1616,edu1617,0.0
1617,edu1618,0.0
1618,edu1619,0.0
1619,edu1620,0.0
1620,edu1621,0.0
1621,edu1622,0.0
1622,edu1623,0.0
1623,edu1624,0.0
1624,edu1625,0.0
1625,edu1626,0.0
1626,edu1627,0.0
1627,edu1628,0.0
1628,edu1629,0.0
1629,edu1630,0.0
1630,edu1631,0.0
1631,edu1632,0.0
1632,edu1633,0.0
1633,edu1634,0.0
1634,edu1635,0.0
1635,edu1636,0.0
1636,edu1637,0.0
1637,edu1638,0.0
1638,edu1639,0.0
1639,edu1640,0.0
1640,edu1641,0.0
1641,edu1642,0.0
1642,edu1643,0.0
1643,edu1644,0.0
1644,edu1645,0.0
1645,edu1646,0.0
1646,edu1647,0.0
1647,edu1648,0.0
1648,edu1649,0.0
1649,edu1650,0.0
1650,edu1651,0.0
1651,edu1652,0.0
1652,edu1653,0.0
1653,edu1654,0.0
1654,edu1655,0.0
1655,edu1656,0.0
1656,edu1657,0.0
1657,edu1658,0.0
1658,edu1659,0.0
1659,edu1660,0.0
1660,edu1661,0.0
1661,edu1662,0.0
1662,edu1663,0.0
1663,edu1664,0.0
1664,edu1665,0.0
1665,edu1666,0.0
1666,edu1667,0.0
1667,edu1668,0.0
1668,edu1669,0.0
1669,edu1670,0.0
1670,edu1671,0.0
1671,edu1672,0.0
1672,edu1673,0.0
1673,edu1674,0.0
1674,edu1675,0.0
1675,edu1676,0.0
1676,edu1677,0.0
1677,edu1678,0.0
1678,edu1679,0.0
1679,edu1680,0.0
1680,edu1681,0.0
1681,edu1682,0.0
1682,edu1683,0.0
1683,edu1684,0.0
1684,edu1685,0.0
1685,edu1686,0.0
1686,edu1687,0.0
1687,edu1688,0.0
1688,edu1689,0.0
1689,edu1690,0.0
1690,edu1691,0.0
1691,edu1692,0.0
1692,edu1693,0.0
1693,edu1694,0.0
1694,edu1695,0.0
1695,edu1696,0.0
1696,edu1697,0.0
1697,edu1698,0.0
1698,edu1699,0.0
1699,edu1700,0.0
1700,edu1701,0.0
1701,edu1702,0.0
1702,edu1703,0.0
1703,edu1704,0.0
1704,edu1705,0.0
1705,edu1706,0.0
1706,edu1707,0.0
1707,edu1708,0.0
1708,edu1709,0.0
1709,edu1710,0.0
1710,edu1711,0.0
1711,edu1712,0.0
1712,edu1713,0.0
1713,edu1714,0.0
1714,edu1715,0.0
1715,edu1716,0.0
1716,edu1717,0.0
1717,edu1718,0.0
1718,edu1719,0.0
1719,edu1720,0.0
1720,edu1721,0.0
1721,edu1722,0.0
1722,edu1723,0.0
1723,edu1724,0.0
1724,edu1725,0.0
1725,edu1726,0.0
1726,edu1727,0.0
1727,edu1728,0.0
1728,edu1729,0.0
1729,edu1730,0.0
1730,edu1731,0.0
1731,edu1732,0.0
1732,edu1733,0.0
1733,edu1734,0.0
1734,edu1735,0.0
1735,edu1736,0.0
1736,edu1737,0.0
1737,edu1738,0.0
1738,edu1739,0.0
1739,edu1740,0.0
1740,edu1741,0.0
1741,edu1742,0.0
1742,edu1743,0.0
1743,edu1744,0.0
1744,edu1745,0.0
1745,edu1746,0.0
1746,edu1747,0.0
1747,edu1748,0.0
1748,edu1749,0.0
1749,edu1750,0.0
1750,edu1751,0.0
1751,edu1752,0.0
1752,edu1753,0.0
1753,edu1754,0.0
1754,edu1755,84.92
1755,edu1756,79.94
1756,edu1757,82.89
1757,edu1758,78.68
1758,edu1759,81.6
1759,edu1760,80.89
1760,edu1761,0.0
1761,edu1762,86.19
1762,edu1763,88.26
1763,edu1764,81.81
1764,edu1765,81.24
1765,edu1766,79.21
1766,edu1767,89.3
1767,edu1768,86.55
1768,edu1769,0.0
1769,edu1770,85.76
1770,edu1771,79.44
1771,edu1772,85.82
1772,edu1773,84.08
1773,edu1774,83.76
1774,edu1775,82.68
1775,edu1776,81.55
1776,edu1777,91.72
1777,edu1778,89.1
1778,edu1779,87.6
1779,edu1780,84.33
1780,edu1781,81.56
1781,edu1782,79.23
1782,edu1783,79.39
1783,edu1784,0.0
1784,edu1785,79.41
1785,edu1786,76.48
1786,edu1787,93.14
1787,edu1788,88.7
1788,edu1789,83.95
1789,edu1790,83.78
1790,edu1791,82.7
1791,edu1792,81.74
1792,edu1793,81.68
1793,edu1794,86.25
1794,edu1795,85.44
1795,edu1796,0.0
1796,edu1797,85.71
1797,edu1798,92.31
1798,edu1799,86.86
1799,edu1800,84.65
1800,edu1801,97.29
1801,edu1802,78.77
1802,edu1803,79.36
1803,edu1804,97.03
1804,edu1805,96.42
1805,edu1806,79.83
1806,edu1807,85.12
1807,edu1808,84.56
1808,edu1809,83.22
1809,edu1810,80.68
1810,edu1811,0.0
1811,edu1812,72.43
1812,edu1813,76.55
1813,edu1814,76.83
1814,edu1815,71.31
1815,edu1816,84.19
1816,edu1817,82.52
1817,edu1818,80.26
1818,edu1819,79.6
1819,edu1820,0.0
1820,edu1821,76.58
1821,edu1822,75.27
1822,edu1823,88.25
1823,edu1824,86.94
1824,edu1825,0.0
1825,edu1826,77.97
1826,edu1827,87.02
1827,edu1828,84.87
1828,edu1829,83.62
1829,edu1830,80.59
1830,edu1831,114.92
1831,edu1832,99.54
1832,edu1833,112.7
1833,edu1834,110.0
1834,edu1835,100.45
1835,edu1836,101.88
1836,edu1837,95.02
1837,edu1838,0.0
1838,edu1839,97.37
1839,edu1840,60.32
1840,edu1841,57.29
1841,edu1842,83.14
1842,edu1843,62.06
1843,edu1844,62.61
1844,edu1845,62.57
1845,edu1846,65.04
1846,edu1847,90.85
1847,edu1848,87.97
1848,edu1849,87.97
1849,edu1850,84.91
1850,edu1851,79.19
1851,edu1852,79.28
1852,edu1853,76.0
1853,edu1854,92.7
1854,edu1855,91.07
1855,edu1856,0.0
1856,edu1857,48.76
1857,edu1858,47.36
1858,edu1859,94.81
1859,edu1860,53.7
1860,edu1861,50.24
1861,edu1862,52.44
1862,edu1863,51.44
1863,edu1864,94.93
1864,edu1865,0.0
1865,edu1866,56.33
1866,edu1867,83.91
1867,edu1868,86.38
1868,edu1869,90.39
1869,edu1870,88.25
1870,edu1871,87.47
1871,edu1872,89.19
1872,edu1873,96.59
1873,edu1874,71.85
1874,edu1875,70.14
1875,edu1876,92.95
1876,edu1877,98.56
1877,edu1878,75.21
1878,edu1879,74.25
1879,edu1880,73.33
1880,edu1881,78.52
1881,edu1882,0.0
1882,edu1883,78.41
1883,edu1884,78.48
1884,edu1885,77.2
1885,edu1886,72.32
1886,edu1887,74.92
1887,edu1888,88.05
1888,edu1889,0.0
1889,edu1890,90.11
1890,edu1891,68.39
1891,edu1892,98.39
1892,edu1893,101.17
1893,edu1894,71.75
1894,edu1895,75.29
1895,edu1896,78.63
1896,edu1897,70.1
1897,edu1898,81.6
1898,edu1899,67.52
1899,edu1900,73.0
1900,edu1901,69.4
1901,edu1902,89.67
1902,edu1903,65.85
1903,edu1904,71.33
1904,edu1905,71.92
1905,edu1906,88.32
1906,edu1907,50.22
1907,edu1908,101.54
1908,edu1909,97.54
1909,edu1910,53.92
1910,edu1911,83.82
1911,edu1912,88.38
1912,edu1913,86.67
1913,edu1914,85.14
1914,edu1915,84.15
1915,edu1916,80.72
1916,edu1917,0.0
1917,edu1918,83.92
1918,edu1919,86.69
1919,edu1920,91.92
1920,edu1921,110.48
1921,edu1922,110.56
1922,edu1923,106.04
1923,edu1924,103.94
1924,edu1925,104.45
1925,edu1926,101.69
1926,edu1927,82.08
1927,edu1928,80.63
1928,edu1929,0.0
1929,edu1930,113.45
1930,edu1931,82.54
1931,edu1932,80.1
1932,edu1933,83.41
1933,edu1934,83.03
1934,edu1935,82.53
1935,edu1936,85.01
1936,edu1937,85.24
1937,edu1938,83.49
1938,edu1939,86.59
1939,edu1940,95.34
1940,edu1941,93.6
1941,edu1942,88.69
1942,edu1943,85.41
1943,edu1944,83.93
1944,edu1945,82.19
1945,edu1946,96.0
1946,edu1947,91.98
1947,edu1948,0.0
1948,edu1949,87.11
1949,edu1950,0.0
1950,edu1951,0.0
1951,edu1952,0.0
1952,edu1953,0.0
1953,edu1954,0.0
1954,edu1955,0.0
1955,edu1956,0.0
1956,edu1957,0.0
1957,edu1958,0.0
1958,edu1959,0.0
1959,edu1960,0.0
1960,edu1961,0.0
1961,edu1962,0.0
1962,edu1963,0.0
1963,edu1964,0.0
1964,edu1965,0.0
1965,edu1966,0.0
1966,edu1967,0.0
1967,edu1968,0.0
1968,edu1969,0.0
1969,edu1970,0.0
1970,edu1971,0.0
1971,edu1972,0.0
1972,edu1973,0.0
1973,edu1974,0.0
1974,edu1975,0.0
1975,edu1976,0.0
1976,edu1977,0.0
1977,edu1978,0.0
1978,edu1979,0.0
1979,edu1980,0.0
1980,edu1981,0.0
1981,edu1982,0.0
1982,edu1983,0.0
1983,edu1984,0.0
1984,edu1985,0.0
1985,edu1986,0.0
1986,edu1987,0.0
1987,edu1988,0.0
1988,edu1989,0.0
1989,edu1990,0.0
1990,edu1991,0.0
1991,edu1992,0.0
1992,edu1993,0.0
1993,edu1994,0.0
1994,edu1995,0.0
1995,edu1996,0.0
1996,edu1997,0.0
1997,edu1998,0.0
1998,edu1999,0.0
1999,edu2000,0.0
2000,edu2001,0.0
2001,edu2002,0.0
2002,edu2003,0.0
2003,edu2004,0.0
2004,edu2005,107.86
2005,edu2006,102.11
2006,edu2007,103.94
2007,edu2008,102.52
2008,edu2009,107.27
2009,edu2010,109.71
2010,edu2011,102.75
2011,edu2012,102.08
2012,edu2013,101.38
2013,edu2014,0.0
2014,edu2015,61.4
2015,edu2016,58.47
2016,edu2017,63.31
2017,edu2018,87.61
2018,edu2019,87.23
2019,edu2020,68.35
2020,edu2021,64.63
2021,edu2022,59.8
2022,edu2023,72.02
2023,edu2024,88.13
2024,edu2025,65.24
2025,edu2026,74.54
2026,edu2027,68.15
2027,edu2028,65.67
2028,edu2029,87.81
2029,edu2030,71.63
2030,edu2031,66.99
2031,edu2032,74.35
2032,edu2033,70.87
2033,edu2034,71.15
2034,edu2035,70.35
2035,edu2036,72.28
2036,edu2037,74.85
2037,edu2038,70.41
2038,edu2039,71.39
2039,edu2040,66.08
2040,edu2041,0.0
2041,edu2042,76.93
2042,edu2043,73.73
2043,edu2044,70.26
2044,edu2045,0.0
2045,edu2046,74.5
2046,edu2047,78.21
2047,edu2048,79.36
2048,edu2049,75.34
2049,edu2050,79.87
2050,edu2051,88.73
2051,edu2052,96.4
2052,edu2053,96.01
2053,edu2054,97.02
2054,edu2055,160.67
2055,edu2056,159.56
2056,edu2057,149.1
2057,edu2058,153.77
2058,edu2059,153.61
2059,edu2060,163.65
2060,edu2061,91.3
2061,edu2062,154.23
2062,edu2063,90.57
2063,edu2064,0.0
2064,edu2065,79.5
2065,edu2066,77.26
2066,edu2067,77.08
2067,edu2068,74.73
2068,edu2069,73.33
2069,edu2070,95.84
2070,edu2071,71.75
2071,edu2072,96.24
2072,edu2073,0.0
2073,edu2074,78.23
2074,edu2075,91.86
2075,edu2076,88.52
2076,edu2077,87.76
2077,edu2078,84.86
2078,edu2079,0.0
2079,edu2080,91.43
2080,edu2081,86.33
2081,edu2082,85.2
2082,edu2083,91.78
2083,edu2084,82.57
2084,edu2085,0.0
2085,edu2086,0.0
2086,edu2087,0.0
2087,edu2088,0.0
2088,edu2089,77.69
2089,edu2090,0.0
2090,edu2091,77.51
2091,edu2092,65.25
2092,edu2093,0.0
2093,edu2094,0.0
2094,edu2095,86.72
2095,edu2096,89.8
2096,edu2097,87.96
2097,edu2098,89.76
2098,edu2099,81.43
2099,edu2100,76.6
2100,edu2101,0.0
2101,edu2102,78.85
2102,edu2103,91.51
2103,edu2104,83.75
2104,edu2105,71.2
2105,edu2106,76.82
2106,edu2107,85.38
2107,edu2108,88.87
2108,edu2109,87.39
2109,edu2110,88.51
2110,edu2111,89.14
2111,edu2112,86.82
2112,edu2113,0.0
2113,edu2114,94.52
2114,edu2115,90.82
2115,edu2116,91.82
2116,edu2117,29.48
2117,edu2118,38.11
2118,edu2119,35.27
2119,edu2120,33.51
2120,edu2121,29.47
2121,edu2122,97.47
2122,edu2123,87.47
2123,edu2124,92.16
2124,edu2125,91.57
2125,edu2126,93.98
2126,edu2127,94.44
2127,edu2128,88.32
2128,edu2129,95.07
2129,edu2130,71.28
2130,edu2131,70.9
2131,edu2132,62.54
2132,edu2133,75.73
2133,edu2134,72.59
2134,edu2135,77.0
2135,edu2136,77.0
2136,edu2137,96.1
2137,edu2138,95.89
2138,edu2139,0.0
2139,edu2140,60.86
2140,edu2141,59.3
2141,edu2142,59.71
2142,edu2143,58.83
2143,edu2144,58.31
2144,edu2145,58.34
2145,edu2146,58.73
2146,edu2147,68.05
2147,edu2148,74.78
2148,edu2149,108.05
2149,edu2150,109.46
2150,edu2151,105.02
2151,edu2152,87.44
2152,edu2153,85.11
2153,edu2154,89.52
2154,edu2155,84.85
2155,edu2156,87.11
2156,edu2157,66.55
2157,edu2158,74.32
2158,edu2159,82.27
2159,edu2160,74.42
2160,edu2161,76.8
2161,edu2162,79.02
2162,edu2163,78.27
2163,edu2164,73.0
2164,edu2165,74.37
2165,edu2166,81.92
2166,edu2167,99.49
2167,edu2168,0.0
2168,edu2169,78.89
2169,edu2170,91.22
2170,edu2171,91.01
2171,edu2172,91.38
2172,edu2173,91.37
2173,edu2174,88.39
2174,edu2175,91.4
2175,edu2176,94.17
2176,edu2177,107.42
2177,edu2178,108.44
2178,edu2179,0.0
2179,edu2180,70.56
2180,edu2181,72.09
2181,edu2182,70.27
2182,edu2183,68.91
2183,edu2184,69.6
2184,edu2185,61.93
2185,edu2186,82.73
2186,edu2187,64.13
2187,edu2188,62.26
2188,edu2189,68.98
2189,edu2190,69.44
2190,edu2191,65.54
2191,edu2192,95.67
2192,edu2193,93.38
2193,edu2194,95.76
2194,edu2195,96.38
2195,edu2196,90.79
2196,edu2197,93.69
2197,edu2198,0.0
2198,edu2199,95.87
2199,edu2200,94.37
2200,edu2201,96.62
2201,edu2202,44.63
2202,edu2203,46.69
2203,edu2204,46.76
2204,edu2205,43.57
2205,edu2206,49.73
2206,edu2207,47.34
2207,edu2208,0.0
2208,edu2209,59.67
2209,edu2210,58.68
2210,edu2211,45.07
2211,edu2212,45.96
2212,edu2213,50.54
2213,edu2214,45.8
2214,edu2215,83.3
2215,edu2216,90.97
2216,edu2217,92.53
2217,edu2218,58.81
2218,edu2219,85.53
2219,edu2220,85.23
2220,edu2221,88.2
2221,edu2222,86.11
2222,edu2223,58.0
2223,edu2224,0.0
2224,edu2225,63.84
2225,edu2226,65.04
2226,edu2227,63.0
2227,edu2228,84.08
2228,edu2229,0.0
2229,edu2230,82.71
2230,edu2231,83.79
2231,edu2232,85.07
2232,edu2233,98.59
2233,edu2234,101.52
2234,edu2235,103.48
2235,edu2236,101.93
2236,edu2237,102.74
2237,edu2238,99.58
2238,edu2239,78.84
2239,edu2240,100.81
2240,edu2241,76.68
2241,edu2242,0.0
2242,edu2243,84.63
2243,edu2244,85.03
2244,edu2245,66.73
2245,edu2246,66.59
2246,edu2247,76.72
2247,edu2248,76.33
2248,edu2249,76.18
2249,edu2250,76.67
2250,edu2251,75.28
2251,edu2252,79.9
2252,edu2253,84.76
2253,edu2254,78.83
2254,edu2255,78.28
2255,edu2256,78.94
2256,edu2257,80.02
2257,edu2258,71.81
2258,edu2259,76.14
2259,edu2260,0.0
2260,edu2261,86.96
2261,edu2262,88.68
2262,edu2263,90.91
2263,edu2264,90.5
2264,edu2265,89.78
2265,edu2266,0.0
2266,edu2267,87.27
2267,edu2268,86.71
2268,edu2269,87.44
2269,edu2270,87.24
2270,edu2271,86.72
2271,edu2272,84.78
2272,edu2273,95.58
2273,edu2274,94.95
2274,edu2275,95.45
2275,edu2276,92.54
2276,edu2277,93.29
2277,edu2278,92.05
2278,edu2279,106.15
2279,edu2280,103.71
2280,edu2281,0.0
2281,edu2282,100.43
2282,edu2283,104.88
2283,edu2284,109.11
2284,edu2285,110.46
2285,edu2286,114.41
2286,edu2287,115.68
2287,edu2288,121.54
2288,edu2289,88.21
2289,edu2290,88.41
2290,edu2291,92.16
2291,edu2292,83.53
2292,edu2293,89.0
2293,edu2294,131.63
2294,edu2295,144.84
2295,edu2296,135.32
2296,edu2297,150.19
2297,edu2298,153.95
2298,edu2299,157.58
2299,edu2300,93.3
2300,edu2301,92.14
2301,edu2302,0.0
2302,edu2303,129.6
2303,edu2304,87.58
2304,edu2305,89.74
2305,edu2306,87.52
2306,edu2307,90.78
2307,edu2308,90.42
2308,edu2309,90.15
2309,edu2310,90.86
2310,edu2311,0.0
2311,edu2312,87.19
2312,edu2313,85.04
2313,edu2314,106.14
2314,edu2315,104.97
2315,edu2316,94.67
2316,edu2317,104.25
2317,edu2318,105.91
2318,edu2319,104.39
2319,edu2320,119.55
2320,edu2321,120.64
2321,edu2322,123.55
2322,edu2323,120.75
2323,edu2324,128.0
2324,edu2325,129.89
2325,edu2326,99.42
2326,edu2327,98.83
2327,edu2328,135.52
2328,edu2329,131.4
2329,edu2330,88.24
2330,edu2331,90.38
2331,edu2332,114.72
2332,edu2333,120.12
2333,edu2334,125.28
2334,edu2335,124.22
2335,edu2336,134.44
2336,edu2337,142.3
2337,edu2338,107.55
2338,edu2339,104.41
2339,edu2340,102.95
2340,edu2341,99.51
2341,edu2342,99.12
2342,edu2343,105.1
2343,edu2344,98.77
2344,edu2345,0.0
2345,edu2346,99.01
2346,edu2347,99.42
2347,edu2348,154.02
2348,edu2349,124.51
2349,edu2350,130.31
2350,edu2351,138.95
2351,edu2352,147.94
2352,edu2353,97.98
2353,edu2354,0.0
2354,edu2355,136.12
2355,edu2356,145.32
2356,edu2357,63.18
2357,edu2358,69.37
2358,edu2359,59.63
2359,edu2360,62.77
2360,edu2361,62.79
2361,edu2362,64.84
2362,edu2363,64.4
2363,edu2364,105.64
2364,edu2365,85.87
2365,edu2366,99.79
2366,edu2367,108.68
2367,edu2368,93.84
2368,edu2369,95.08
2369,edu2370,96.7
2370,edu2371,131.58
2371,edu2372,139.73
2372,edu2373,146.06
2373,edu2374,153.41
2374,edu2375,164.13
2375,edu2376,173.25
2376,edu2377,183.17
2377,edu2378,85.06
2378,edu2379,87.54
2379,edu2380,0.0
2380,edu2381,59.05
2381,edu2382,61.01
2382,edu2383,62.27
2383,edu2384,63.5
2384,edu2385,101.7
2385,edu2386,99.72
2386,edu2387,0.0
2387,edu2388,62.88
2388,edu2389,64.93
2389,edu2390,61.97
2390,edu2391,99.08
2391,edu2392,98.49
2392,edu2393,95.32
2393,edu2394,97.09
2394,edu2395,98.58
2395,edu2396,99.32
2396,edu2397,96.47
2397,edu2398,86.53
2398,edu2399,83.08
2399,edu2400,0.0
2400,edu2401,95.59
2401,edu2402,96.66
2402,edu2403,94.32
2403,edu2404,93.1
2404,edu2405,112.07
2405,edu2406,90.72
2406,edu2407,106.77
2407,edu2408,113.14
2408,edu2409,106.31
2409,edu2410,108.01
2410,edu2411,103.87
2411,edu2412,113.4
2412,edu2413,110.43
2413,edu2414,94.64
2414,edu2415,107.45
2415,edu2416,97.65
2416,edu2417,82.14
2417,edu2418,0.0
2418,edu2419,83.06
2419,edu2420,82.39
2420,edu2421,83.79
2421,edu2422,85.15
2422,edu2423,85.68
2423,edu2424,87.8
2424,edu2425,90.16
2425,edu2426,90.18
2426,edu2427,111.04
2427,edu2428,105.16
2428,edu2429,121.32
2429,edu2430,0.0
2430,edu2431,90.23
2431,edu2432,111.12
2432,edu2433,115.83
2433,edu2434,124.58
2434,edu2435,110.91
2435,edu2436,92.15
2436,edu2437,108.88
2437,edu2438,112.93
2438,edu2439,80.68
2439,edu2440,78.98
2440,edu2441,0.0
2441,edu2442,108.58
2442,edu2443,101.48
2443,edu2444,102.66
2444,edu2445,104.53
2445,edu2446,104.13
2446,edu2447,98.18
2447,edu2448,107.01
2448,edu2449,112.12
2449,edu2450,102.97
2450,edu2451,109.65
2451,edu2452,0.0
2452,edu2453,0.0
2453,edu2454,0.0
2454,edu2455,0.0
2455,edu2456,0.0
2456,edu2457,0.0
2457,edu2458,0.0
2458,edu2459,0.0
2459,edu2460,0.0
2460,edu2461,0.0
2461,edu2462,0.0
2462,edu2463,0.0
2463,edu2464,0.0
2464,edu2465,0.0
2465,edu2466,0.0
2466,edu2467,0.0
2467,edu2468,0.0
2468,edu2469,0.0
2469,edu2470,0.0
2470,edu2471,0.0
2471,edu2472,0.0
2472,edu2473,0.0
2473,edu2474,0.0
2474,edu2475,0.0
2475,edu2476,0.0
2476,edu2477,0.0
2477,edu2478,0.0
2478,edu2479,0.0
2479,edu2480,0.0
2480,edu2481,0.0
2481,edu2482,0.0
2482,edu2483,0.0
2483,edu2484,0.0
2484,edu2485,0.0
2485,edu2486,0.0
2486,edu2487,0.0
2487,edu2488,0.0
2488,edu2489,0.0
2489,edu2490,0.0
2490,edu2491,0.0
2491,edu2492,0.0
