,idVio,homiMuj,violenciaMuj,tasaVioMuj,cSecuestros,cDesplazadas,cDesplaExp,cHomicidios
461,vio462,50.0,15090.0,38799.0,0,0,0,0.0
462,vio463,20.0,1650.0,1921.0,0,0,0,0.0
463,vio464,10.0,9390.0,6368.0,0,0,0,0.0
464,vio465,0.0,120.0,3548.0,0,0,0,0.0
465,vio466,0.0,1610.0,13021.0,0,0,0,0.0
466,vio467,10.0,4470.0,140.0,0,0,0,0.0
467,vio468,20.0,3620.0,5835.0,0,0,0,0.0
468,vio469,0.0,60.0,6424.0,0,0,0,0.0
469,vio470,20.0,2500.0,36123.0,0,0,0,0.0
470,vio471,0.0,160.0,9764.0,0,0,0,0.0
471,vio472,0.0,310.0,11114.0,0,0,0,0.0
472,vio473,20.0,6470.0,8854.0,0,0,0,0.0
473,vio474,10.0,810.0,5279.0,0,0,0,0.0
474,vio475,20.0,1200.0,4571.0,0,0,0,0.0
475,vio476,0.0,5840.0,4728.0,0,0,0,0.0
476,vio477,90.0,128500.0,5219.0,0,0,0,0.0
477,vio478,0.0,520.0,4088.0,0,0,0,0.0
478,vio479,0.0,80.0,0.0,0,0,0,0.0
479,vio480,0.0,570.0,8998.0,0,0,0,0.0
480,vio481,30.0,2730.0,5552.0,0,0,0,0.0
481,vio482,20.0,1460.0,7852.0,0,0,0,0.0
482,vio483,0.0,120.0,10525.0,0,0,0,0.0
483,vio484,0.0,290.0,2565.0,0,0,0,0.0
484,vio485,0.0,3760.0,11552.0,0,0,0,0.0
485,vio486,10.0,790.0,7908.0,0,0,0,0.0
486,vio487,0.0,190.0,0.0,0,0,0,0.0
487,vio488,60.0,10160.0,2762.0,0,0,0,0.0
488,vio489,80.0,800.0,1098.0,0,0,0,0.0
489,vio490,0.0,820.0,943.0,0,0,0,0.0
490,vio491,0.0,0.0,9105.0,0,0,0,0.0
491,vio492,20.0,5890.0,2767.0,0,0,0,0.0
492,vio493,10.0,3900.0,1604.0,0,0,0,0.0
493,vio494,0.0,430.0,4467.0,0,0,0,0.0
494,vio495,20.0,10330.0,8031.0,0,0,0,0.0
495,vio496,0.0,730.0,4531.0,0,0,0,0.0
496,vio497,10.0,1060.0,4764.0,0,0,0,0.0
497,vio498,0.0,250.0,4282.0,0,0,0,0.0
498,vio499,30.0,3010.0,3481.0,0,0,0,0.0
499,vio500,70.0,5430.0,2588.0,0,0,0,0.0
500,vio501,0.0,290.0,6489.0,0,0,0,0.0
501,vio502,0.0,610.0,1332.0,0,0,0,0.0
502,vio503,10.0,300.0,3997.0,0,0,0,0.0
503,vio504,80.0,4850.0,2961.0,0,0,0,0.0
504,vio505,10.0,470.0,4801.0,0,0,0,0.0
505,vio506,10.0,8360.0,7206.0,0,0,0,0.0
506,vio507,0.0,120.0,3647.0,0,0,0,0.0
507,vio508,30.0,1480.0,6255.0,0,0,0,0.0
508,vio509,0.0,290.0,4942.0,0,0,0,0.0
509,vio510,0.0,180.0,4857.0,0,0,0,0.0
510,vio511,0.0,730.0,3184.0,0,0,0,0.0
511,vio512,30.0,10020.0,12642.0,0,0,0,0.0
512,vio513,0.0,370.0,1432.0,0,0,0,0.0
513,vio514,0.0,190.0,2976.0,0,0,0,0.0
514,vio515,20.0,7780.0,313.0,0,0,0,0.0
515,vio516,0.0,90.0,1125.0,0,0,0,0.0
516,vio517,0.0,1830.0,2069.0,0,0,0,0.0
517,vio518,0.0,1600.0,237.0,0,0,0,0.0
518,vio519,0.0,160.0,5346.0,0,0,0,0.0
519,vio520,0.0,2900.0,3153.0,0,0,0,0.0
520,vio521,0.0,1960.0,1655.0,0,0,0,0.0
521,vio522,0.0,450.0,1617.0,0,0,0,0.0
522,vio523,0.0,180.0,1836.0,0,0,0,0.0
523,vio524,0.0,1310.0,2906.0,0,0,0,0.0
524,vio525,30.0,4650.0,396.0,0,0,0,0.0
525,vio526,0.0,1070.0,3301.0,0,0,0,0.0
526,vio527,0.0,3800.0,2817.0,0,0,0,0.0
527,vio528,0.0,1380.0,0.0,0,0,0,0.0
528,vio529,0.0,300.0,0.0,0,0,0,0.0
529,vio530,0.0,860.0,1164.0,0,0,0,0.0
530,vio531,0.0,670.0,989.0,0,0,0,0.0
531,vio532,0.0,0.0,2326.0,0,0,0,0.0
532,vio533,0.0,130.0,2357.0,0,0,0,0.0
533,vio534,0.0,60.0,1868.0,0,0,0,0.0
534,vio535,0.0,0.0,749.0,0,0,0,0.0
535,vio536,10.0,470.0,601.0,0,0,0,0.0
536,vio537,0.0,90.0,594.0,0,0,0,0.0
537,vio538,0.0,0.0,0.0,0,0,0,0.0
538,vio539,10.0,50.0,85.0,0,0,0,0.0
539,vio540,0.0,60.0,1191.0,0,0,0,0.0
540,vio541,0.0,30.0,918.0,0,0,0,0.0
541,vio542,0.0,0.0,855.0,0,0,0,0.0
542,vio543,0.0,0.0,948.0,0,0,0,0.0
543,vio544,0.0,0.0,136.0,0,0,0,0.0
544,vio545,0.0,240.0,1864.0,0,0,0,0.0
545,vio546,0.0,0.0,0.0,0,0,0,0.0
546,vio547,10.0,450.0,1026.0,0,0,0,0.0
547,vio548,0.0,80.0,4598.0,0,0,0,0.0
548,vio549,10.0,390.0,378.0,0,0,0,0.0
549,vio550,0.0,0.0,0.0,0,0,0,0.0
550,vio551,10.0,150.0,826.0,0,0,0,0.0
551,vio552,0.0,0.0,712.0,0,0,0,0.0
552,vio553,0.0,0.0,1463.0,0,0,0,0.0
553,vio554,0.0,70.0,0.0,0,0,0,0.0
554,vio555,0.0,100.0,0.0,0,0,0,0.0
555,vio556,0.0,30.0,378.0,0,0,0,0.0
556,vio557,0.0,80.0,2867.0,0,0,0,0.0
557,vio558,0.0,50.0,988.0,0,0,0,0.0
558,vio559,0.0,60.0,0.0,0,0,0,0.0
559,vio560,0.0,0.0,958.0,0,0,0,0.0
560,vio561,0.0,190.0,1826.0,0,0,0,0.0
561,vio562,0.0,70.0,0.0,0,0,0,0.0
562,vio563,0.0,50.0,0.0,0,0,0,0.0
563,vio564,10.0,250.0,1128.0,0,0,0,0.0
564,vio565,0.0,330.0,3927.0,0,0,0,0.0
565,vio566,0.0,40.0,3317.0,0,0,0,0.0
566,vio567,0.0,0.0,0.0,0,0,0,0.0
567,vio568,0.0,130.0,0.0,0,0,0,0.0
568,vio569,20.0,150.0,1032.0,0,0,0,0.0
569,vio570,0.0,0.0,0.0,0,0,0,0.0
570,vio571,0.0,100.0,55.0,0,0,0,0.0
571,vio572,0.0,340.0,916.0,0,0,0,0.0
572,vio573,0.0,0.0,805.0,0,0,0,0.0
573,vio574,0.0,2480.0,3055.0,0,0,0,0.0
574,vio575,0.0,0.0,0.0,0,0,0,0.0
575,vio576,0.0,0.0,612.0,0,0,0,0.0
576,vio577,0.0,0.0,0.0,0,0,0,0.0
577,vio578,0.0,0.0,0.0,0,0,0,0.0
578,vio579,0.0,0.0,0.0,0,0,0,0.0
579,vio580,0.0,180.0,2072.0,0,0,0,0.0
580,vio581,0.0,0.0,0.0,0,0,0,0.0
581,vio582,0.0,80.0,1108.0,0,0,0,0.0
582,vio583,0.0,0.0,678.0,0,0,0,0.0
583,vio584,0.0,200.0,0.0,0,0,0,0.0
584,vio585,0.0,0.0,1048.0,0,0,0,0.0
585,vio586,0.0,40.0,1132.0,0,0,0,0.0
586,vio587,0.0,40.0,2403.0,0,0,0,0.0
587,vio588,0.0,0.0,0.0,0,0,0,0.0
588,vio589,0.0,280.0,2413.0,0,0,0,0.0
589,vio590,10.0,300.0,1191.0,0,0,0,0.0
590,vio591,0.0,60.0,861.0,0,0,0,0.0
591,vio592,50.0,3110.0,2244.0,0,0,0,0.0
592,vio593,10.0,1670.0,289.0,0,0,0,0.0
593,vio594,0.0,360.0,2937.0,0,0,0,0.0
594,vio595,10.0,400.0,1131.0,0,0,0,0.0
595,vio596,0.0,1710.0,2595.0,0,0,0,0.0
596,vio597,0.0,480.0,1468.0,0,0,0,0.0
597,vio598,10.0,1110.0,2762.0,0,0,0,0.0
598,vio599,10.0,230.0,2683.0,0,0,0,0.0
599,vio600,0.0,330.0,3592.0,0,0,0,0.0
600,vio601,40.0,890.0,4503.0,0,0,0,0.0
601,vio602,40.0,570.0,0.0,0,0,0,0.0
602,vio603,10.0,780.0,1188.0,0,0,0,0.0
603,vio604,10.0,830.0,861.0,0,0,0,0.0
604,vio605,0.0,3230.0,74.0,0,0,0,0.0
605,vio606,0.0,630.0,4942.0,0,0,0,0.0
606,vio607,50.0,4580.0,3958.0,0,0,0,0.0
607,vio608,10.0,15940.0,3833.0,0,0,0,0.0
608,vio609,0.0,1830.0,6887.0,0,0,0,0.0
609,vio610,50.0,6460.0,7924.0,0,0,0,0.0
610,vio611,10.0,8050.0,1545.0,0,0,0,0.0
611,vio612,40.0,14150.0,16537.0,0,0,0,0.0
612,vio613,20.0,7080.0,15307.0,0,0,0,0.0
613,vio614,180.0,20050.0,7013.0,0,0,0,0.0
614,vio615,0.0,160.0,4062.0,0,0,0,0.0
615,vio616,0.0,35160.0,3734.0,0,0,0,0.0
616,vio617,0.0,1650.0,1868.0,0,0,0,0.0
617,vio618,0.0,7760.0,137.0,0,0,0,0.0
618,vio619,10.0,12000.0,4008.0,0,0,0,0.0
619,vio620,0.0,4330.0,223.0,0,0,0,0.0
620,vio621,50.0,15250.0,3724.0,0,0,0,0.0
621,vio622,10.0,4030.0,2655.0,0,0,0,0.0
622,vio623,50.0,7120.0,5963.0,0,0,0,0.0
623,vio624,0.0,1500.0,7736.0,0,0,0,0.0
624,vio625,0.0,610.0,0.0,0,0,0,0.0
625,vio626,70.0,6470.0,7618.0,0,0,0,0.0
626,vio627,0.0,2140.0,1964.0,0,0,0,0.0
627,vio628,0.0,1670.0,3626.0,0,0,0,0.0
628,vio629,10.0,68170.0,0.0,0,0,0,0.0
629,vio630,10.0,22190.0,7047.0,0,0,0,0.0
630,vio631,20.0,13950.0,1416.0,0,0,0,0.0
631,vio632,0.0,1060.0,8331.0,0,0,0,0.0
632,vio633,0.0,1020.0,2987.0,0,0,0,0.0
633,vio634,0.0,460.0,352.0,0,0,0,0.0
634,vio635,30.0,700.0,2048.0,0,0,0,0.0
635,vio636,0.0,0.0,8064.0,0,0,0,0.0
636,vio637,0.0,440.0,7102.0,0,0,0,0.0
637,vio638,0.0,120.0,260.0,0,0,0,0.0
638,vio639,20.0,870.0,4617.0,0,0,0,0.0
639,vio640,0.0,250.0,4491.0,0,0,0,0.0
640,vio641,0.0,50.0,3352.0,0,0,0,0.0
641,vio642,0.0,200.0,3063.0,0,0,0,0.0
642,vio643,0.0,1810.0,1854.0,0,0,0,0.0
643,vio644,0.0,110.0,567.0,0,0,0,0.0
644,vio645,20.0,1340.0,233.0,0,0,0,0.0
645,vio646,0.0,550.0,3439.0,0,0,0,0.0
646,vio647,10.0,30.0,8069.0,0,0,0,0.0
647,vio648,0.0,120.0,2446.0,0,0,0,0.0
648,vio649,0.0,130.0,4761.0,0,0,0,0.0
649,vio650,10.0,1420.0,3147.0,0,0,0,0.0
650,vio651,0.0,350.0,327.0,0,0,0,0.0
651,vio652,0.0,830.0,0.0,0,0,0,0.0
652,vio653,10.0,910.0,1058.0,0,0,0,0.0
653,vio654,30.0,1470.0,1825.0,0,0,0,0.0
654,vio655,0.0,30.0,0.0,0,0,0,0.0
655,vio656,0.0,70.0,2041.0,0,0,0,0.0
656,vio657,0.0,0.0,0.0,0,0,0,0.0
657,vio658,0.0,20.0,0.0,0,0,0,0.0
658,vio659,10.0,3230.0,2347.0,0,0,0,0.0
659,vio660,0.0,40.0,1928.0,0,0,0,0.0
660,vio661,20.0,600.0,4682.0,0,0,0,0.0
661,vio662,0.0,0.0,0.0,0,0,0,0.0
662,vio663,0.0,190.0,3478.0,0,0,0,0.0
663,vio664,0.0,130.0,1853.0,0,0,0,0.0
664,vio665,10.0,1150.0,3384.0,0,0,0,0.0
665,vio666,0.0,0.0,2549.0,0,0,0,0.0
666,vio667,0.0,290.0,0.0,0,0,0,0.0
667,vio668,0.0,10.0,2856.0,0,0,0,0.0
668,vio669,0.0,130.0,1255.0,0,0,0,0.0
669,vio670,10.0,170.0,1324.0,0,0,0,0.0
670,vio671,0.0,40.0,0.0,0,0,0,0.0
671,vio672,0.0,440.0,1168.0,0,0,0,0.0
672,vio673,0.0,930.0,2611.0,0,0,0,0.0
673,vio674,0.0,140.0,0.0,0,0,0,0.0
674,vio675,10.0,420.0,553.0,0,0,0,0.0
675,vio676,0.0,30.0,1691.0,0,0,0,0.0
676,vio677,0.0,0.0,541.0,0,0,0,0.0
677,vio678,0.0,110.0,0.0,0,0,0,0.0
678,vio679,0.0,0.0,871.0,0,0,0,0.0
679,vio680,0.0,650.0,1509.0,0,0,0,0.0
680,vio681,0.0,0.0,0.0,0,0,0,0.0
681,vio682,0.0,820.0,4194.0,0,0,0,0.0
682,vio683,0.0,130.0,445.0,0,0,0,0.0
683,vio684,0.0,80.0,2229.0,0,0,0,0.0
684,vio685,30.0,1130.0,0.0,0,0,0,0.0
685,vio686,0.0,380.0,0.0,0,0,0,0.0
686,vio687,0.0,40.0,4155.0,0,0,0,0.0
687,vio688,0.0,40.0,1615.0,0,0,0,0.0
688,vio689,0.0,0.0,0.0,0,0,0,0.0
689,vio690,80.0,2040.0,3613.0,0,0,0,0.0
690,vio691,0.0,540.0,5933.0,0,0,0,0.0
691,vio692,0.0,20.0,7889.0,0,0,0,0.0
692,vio693,0.0,1470.0,7545.0,0,0,0,0.0
693,vio694,0.0,2160.0,5691.0,0,0,0,0.0
694,vio695,0.0,960.0,3571.0,0,0,0,0.0
695,vio696,0.0,200.0,4609.0,0,0,0,0.0
696,vio697,0.0,510.0,7047.0,0,0,0,0.0
697,vio698,0.0,1260.0,10436.0,0,0,0,0.0
698,vio699,0.0,60.0,0.0,0,0,0,0.0
699,vio700,0.0,530.0,257.0,0,0,0,0.0
700,vio701,10.0,420.0,4071.0,0,0,0,0.0
701,vio702,0.0,0.0,0.0,0,0,0,0.0
702,vio703,30.0,2270.0,2605.0,0,0,0,0.0
703,vio704,0.0,120.0,534.0,0,0,0,0.0
704,vio705,0.0,0.0,0.0,0,0,0,0.0
705,vio706,40.0,100.0,1101.0,0,0,0,0.0
706,vio707,0.0,50.0,3909.0,0,0,0,0.0
707,vio708,0.0,170.0,3593.0,0,0,0,0.0
708,vio709,10.0,5730.0,3971.0,0,0,0,0.0
709,vio710,30.0,7200.0,10582.0,0,0,0,0.0
710,vio711,30.0,430.0,579.0,0,0,0,0.0
711,vio712,0.0,1310.0,6428.0,0,0,0,0.0
712,vio713,90.0,7920.0,5531.0,0,0,0,0.0
713,vio714,0.0,2230.0,1625.0,0,0,0,0.0
714,vio715,0.0,230.0,4427.0,0,0,0,0.0
715,vio716,0.0,10.0,292.0,0,0,0,0.0
716,vio717,0.0,330.0,0.0,0,0,0,0.0
717,vio718,0.0,70.0,0.0,0,0,0,0.0
718,vio719,0.0,60.0,2522.0,0,0,0,0.0
719,vio720,0.0,380.0,1939.0,0,0,0,0.0
720,vio721,0.0,50.0,2571.0,0,0,0,0.0
721,vio722,20.0,3750.0,2103.0,0,0,0,0.0
722,vio723,0.0,290.0,3988.0,0,0,0,0.0
723,vio724,50.0,13580.0,8191.0,0,0,0,0.0
724,vio725,10.0,110.0,2909.0,0,0,0,0.0
725,vio726,0.0,220.0,3552.0,0,0,0,0.0
726,vio727,30.0,4620.0,143.0,0,0,0,0.0
727,vio728,0.0,40.0,4515.0,0,0,0,0.0
728,vio729,0.0,100.0,0.0,0,0,0,0.0
729,vio730,20.0,5790.0,3479.0,0,0,0,0.0
730,vio731,20.0,880.0,0.0,0,0,0,0.0
731,vio732,10.0,1450.0,8259.0,0,0,0,0.0
732,vio733,90.0,2840.0,163.0,0,0,0,0.0
733,vio734,40.0,5080.0,1468.0,0,0,0,0.0
734,vio735,0.0,50.0,0.0,0,0,0,0.0
735,vio736,320.0,16100.0,13217.0,0,0,0,0.0
736,vio737,20.0,20820.0,193.0,0,0,0,0.0
737,vio738,60.0,12420.0,4818.0,0,0,0,0.0
738,vio739,60.0,1470.0,1694.0,0,0,0,0.0
739,vio740,0.0,200.0,0.0,0,0,0,0.0
740,vio741,80.0,6360.0,67.0,0,0,0,0.0
741,vio742,50.0,4350.0,2726.0,0,0,0,0.0
742,vio743,0.0,90.0,1497.0,0,0,0,0.0
743,vio744,270.0,118010.0,1347.0,0,0,0,0.0
744,vio745,20.0,1270.0,318.0,0,0,0,0.0
745,vio746,0.0,120.0,1873.0,0,0,0,0.0
746,vio747,40.0,3510.0,3403.0,0,0,0,0.0
747,vio748,10.0,1250.0,3578.0,0,0,0,0.0
748,vio749,0.0,100.0,5119.0,0,0,0,0.0
749,vio750,0.0,210.0,4552.0,0,0,0,0.0
750,vio751,10.0,180.0,227.0,0,0,0,0.0
751,vio752,0.0,670.0,3064.0,0,0,0,0.0
752,vio753,10.0,190.0,0.0,0,0,0,0.0
753,vio754,10.0,2370.0,6666.0,0,0,0,0.0
754,vio755,0.0,250.0,10821.0,0,0,0,0.0
755,vio756,0.0,2730.0,22519.0,0,0,0,0.0
756,vio757,20.0,1270.0,5606.0,0,0,0,0.0
757,vio758,40.0,4770.0,4916.0,0,0,0,0.0
758,vio759,0.0,250.0,1903.0,0,0,0,0.0
759,vio760,0.0,270.0,3495.0,0,0,0,0.0
760,vio761,0.0,1280.0,5487.0,0,0,0,0.0
761,vio762,110.0,6920.0,26083.0,0,0,0,0.0
762,vio763,30.0,13690.0,4915.0,0,0,0,0.0
763,vio764,0.0,580.0,3145.0,0,0,0,0.0
764,vio765,0.0,2130.0,1738.0,0,0,0,0.0
765,vio766,0.0,740.0,1635.0,0,0,0,0.0
766,vio767,20.0,5260.0,3367.0,0,0,0,0.0
767,vio768,0.0,870.0,799.0,0,0,0,0.0
768,vio769,0.0,960.0,186.0,0,0,0,0.0
769,vio770,10.0,4740.0,11886.0,0,0,0,0.0
770,vio771,0.0,130.0,0.0,0,0,0,0.0
771,vio772,0.0,7350.0,3173.0,0,0,0,0.0
772,vio773,0.0,210.0,0.0,0,0,0,0.0
773,vio774,0.0,140.0,703.0,0,0,0,0.0
774,vio775,20.0,480.0,2665.0,0,0,0,0.0
775,vio776,10.0,4750.0,6413.0,0,0,0,0.0
776,vio777,80.0,15020.0,5702.0,0,0,0,0.0
777,vio778,20.0,3310.0,301.0,0,0,0,0.0
778,vio779,10.0,410.0,0.0,0,0,0,0.0
779,vio780,30.0,9380.0,3035.0,0,0,0,0.0
780,vio781,20.0,4980.0,11772.0,0,0,0,0.0
781,vio782,70.0,13310.0,5147.0,0,0,0,0.0
782,vio783,0.0,520.0,1441.0,0,0,0,0.0
783,vio784,0.0,330.0,0.0,0,0,0,0.0
784,vio785,60.0,8470.0,761.0,0,0,0,0.0
785,vio786,10.0,16500.0,4005.0,0,0,0,0.0
786,vio787,20.0,5720.0,7159.0,0,0,0,0.0
787,vio788,60.0,1790.0,1847.0,0,0,0,0.0
788,vio789,30.0,960.0,3119.0,0,0,0,0.0
789,vio790,0.0,510.0,3475.0,0,0,0,0.0
790,vio791,0.0,200.0,1794.0,0,0,0,0.0
791,vio792,20.0,40.0,4214.0,0,0,0,0.0
792,vio793,0.0,220.0,2298.0,0,0,0,0.0
793,vio794,20.0,480.0,597.0,0,0,0,0.0
794,vio795,0.0,80.0,3782.0,0,0,0,0.0
795,vio796,0.0,180.0,2762.0,0,0,0,0.0
796,vio797,0.0,0.0,0.0,0,0,0,0.0
797,vio798,10.0,690.0,3958.0,0,0,0,0.0
798,vio799,0.0,750.0,2153.0,0,0,0,0.0
799,vio800,50.0,7000.0,19258.0,0,0,0,0.0
800,vio801,150.0,6330.0,9564.0,0,0,0,0.0
801,vio802,230.0,11910.0,12292.0,0,0,0,0.0
802,vio803,20.0,11780.0,8067.0,0,0,0,0.0
803,vio804,0.0,330.0,6708.0,0,0,0,0.0
804,vio805,0.0,510.0,18112.0,0,0,0,0.0
805,vio806,0.0,960.0,9285.0,0,0,0,0.0
806,vio807,200.0,139310.0,350.0,0,0,0,0.0
807,vio808,10.0,1900.0,8638.0,0,0,0,0.0
808,vio809,0.0,830.0,12611.0,0,0,0,0.0
809,vio810,0.0,650.0,13391.0,0,0,0,0.0
810,vio811,0.0,320.0,3457.0,0,0,0,0.0
811,vio812,0.0,490.0,8918.0,0,0,0,0.0
812,vio813,0.0,1850.0,22748.0,0,0,0,0.0
813,vio814,0.0,300.0,1953.0,0,0,0,0.0
814,vio815,0.0,470.0,6832.0,0,0,0,0.0
815,vio816,10.0,4540.0,8278.0,0,0,0,0.0
816,vio817,0.0,440.0,12278.0,0,0,0,0.0
817,vio818,0.0,160.0,12576.0,0,0,0,0.0
818,vio819,30.0,2260.0,9375.0,0,0,0,0.0
819,vio820,0.0,230.0,1863.0,0,0,0,0.0
820,vio821,10.0,600.0,15296.0,0,0,0,0.0
821,vio822,0.0,1480.0,6092.0,0,0,0,0.0
822,vio823,90.0,5360.0,1014.0,0,0,0,0.0
823,vio824,0.0,0.0,3766.0,0,0,0,0.0
824,vio825,20.0,180.0,1059.0,0,0,0,0.0
825,vio826,0.0,1330.0,6506.0,0,0,0,0.0
826,vio827,10.0,370.0,6605.0,0,0,0,0.0
827,vio828,0.0,11330.0,2121.0,0,0,0,0.0
828,vio829,0.0,790.0,2254.0,0,0,0,0.0
829,vio830,0.0,480.0,4235.0,0,0,0,0.0
830,vio831,10.0,6220.0,7173.0,0,0,0,0.0
831,vio832,0.0,20.0,1152.0,0,0,0,0.0
832,vio833,10.0,9810.0,7655.0,0,0,0,0.0
833,vio834,0.0,290.0,4202.0,0,0,0,0.0
834,vio835,10.0,5510.0,142.0,0,0,0,0.0
835,vio836,0.0,300.0,144.0,0,0,0,0.0
836,vio837,0.0,330.0,433.0,0,0,0,0.0
837,vio838,0.0,210.0,10069.0,0,0,0,0.0
838,vio839,20.0,850.0,3266.0,0,0,0,0.0
839,vio840,0.0,590.0,2415.0,0,0,0,0.0
840,vio841,0.0,220.0,1959.0,0,0,0,0.0
841,vio842,10.0,1850.0,3564.0,0,0,0,0.0
842,vio843,10.0,770.0,551.0,0,0,0,0.0
843,vio844,0.0,2280.0,2682.0,0,0,0,0.0
844,vio845,0.0,370.0,2846.0,0,0,0,0.0
845,vio846,0.0,4700.0,1524.0,0,0,0,0.0
846,vio847,10.0,5960.0,7165.0,0,0,0,0.0
847,vio848,0.0,510.0,273.0,0,0,0,0.0
848,vio849,0.0,600.0,521.0,0,0,0,0.0
849,vio850,0.0,1260.0,3107.0,0,0,0,0.0
850,vio851,0.0,0.0,4406.0,0,0,0,0.0
851,vio852,0.0,490.0,14306.0,0,0,0,0.0
852,vio853,0.0,1500.0,517.0,0,0,0,0.0
853,vio854,0.0,1190.0,7057.0,0,0,0,0.0
854,vio855,0.0,50.0,3001.0,0,0,0,0.0
855,vio856,20.0,9950.0,11031.0,0,0,0,0.0
856,vio857,0.0,190.0,330.0,0,0,0,0.0
857,vio858,0.0,390.0,6362.0,0,0,0,0.0
858,vio859,0.0,240.0,3197.0,0,0,0,0.0
859,vio860,0.0,460.0,6952.0,0,0,0,0.0
860,vio861,0.0,1490.0,3476.0,0,0,0,0.0
861,vio862,0.0,460.0,6417.0,0,0,0,0.0
862,vio863,10.0,68690.0,8995.0,0,0,0,0.0
863,vio864,0.0,2760.0,382.0,0,0,0,0.0
864,vio865,0.0,650.0,3799.0,0,0,0,0.0
865,vio866,0.0,0.0,2733.0,0,0,0,0.0
866,vio867,0.0,230.0,6528.0,0,0,0,0.0
867,vio868,0.0,7840.0,5146.0,0,0,0,0.0
868,vio869,0.0,5900.0,2639.0,0,0,0,0.0
869,vio870,0.0,70.0,5561.0,0,0,0,0.0
870,vio871,0.0,150.0,2152.0,0,0,0,0.0
871,vio872,0.0,1240.0,1788.0,0,0,0,0.0
872,vio873,0.0,1360.0,4344.0,0,0,0,0.0
873,vio874,10.0,7790.0,7816.0,0,0,0,0.0
874,vio875,0.0,1010.0,897.0,0,0,0,0.0
875,vio876,0.0,4220.0,13762.0,0,0,0,0.0
876,vio877,10.0,6170.0,2098.0,0,0,0,0.0
877,vio878,0.0,100.0,10534.0,0,0,0,0.0
878,vio879,0.0,940.0,10721.0,0,0,0,0.0
879,vio880,0.0,640.0,223.0,0,0,0,0.0
880,vio881,30.0,12500.0,2144.0,0,0,0,0.0
881,vio882,0.0,200.0,5303.0,0,0,0,0.0
882,vio883,0.0,390.0,5372.0,0,0,0,0.0
883,vio884,10.0,4420.0,7804.0,0,0,0,0.0
884,vio885,0.0,1000.0,864.0,0,0,0,0.0
885,vio886,0.0,590.0,8065.0,0,0,0,0.0
886,vio887,0.0,1510.0,689.0,0,0,0,0.0
887,vio888,30.0,8050.0,6432.0,0,0,0,0.0
888,vio889,0.0,860.0,8586.0,0,0,0,0.0
889,vio890,0.0,30.0,2817.0,0,0,0,0.0
890,vio891,0.0,30.0,0.0,0,0,0,0.0
891,vio892,0.0,230.0,308.0,0,0,0,0.0
892,vio893,10.0,89660.0,3822.0,0,0,0,0.0
893,vio894,10.0,7650.0,14339.0,0,0,0,0.0
894,vio895,20.0,1410.0,6716.0,0,0,0,0.0
895,vio896,0.0,660.0,3889.0,0,0,0,0.0
896,vio897,0.0,4410.0,6996.0,0,0,0,0.0
897,vio898,0.0,210.0,8571.0,0,0,0,0.0
898,vio899,0.0,180.0,2257.0,0,0,0,0.0
899,vio900,10.0,2680.0,15328.0,0,0,0,0.0
900,vio901,0.0,110.0,3221.0,0,0,0,0.0
901,vio902,20.0,3130.0,14223.0,0,0,0,0.0
902,vio903,0.0,4320.0,2763.0,0,0,0,0.0
903,vio904,40.0,26330.0,3109.0,0,0,0,0.0
904,vio905,0.0,1260.0,11254.0,0,0,0,0.0
905,vio906,0.0,210.0,4226.0,0,0,0,0.0
906,vio907,10.0,24740.0,8921.0,0,0,0,0.0
907,vio908,0.0,280.0,6919.0,0,0,0,0.0
908,vio909,10.0,1290.0,1385.0,0,0,0,0.0
909,vio910,0.0,8550.0,18385.0,0,0,0,0.0
910,vio911,0.0,550.0,15024.0,0,0,0,0.0
911,vio912,0.0,820.0,2877.0,0,0,0,0.0
912,vio913,0.0,440.0,447.0,0,0,0,0.0
913,vio914,0.0,690.0,4099.0,0,0,0,0.0
914,vio915,0.0,420.0,765.0,0,0,0,0.0
915,vio916,0.0,400.0,11866.0,0,0,0,0.0
916,vio917,0.0,360.0,1874.0,0,0,0,0.0
917,vio918,0.0,1520.0,7325.0,0,0,0,0.0
918,vio919,0.0,520.0,3268.0,0,0,0,0.0
919,vio920,0.0,150.0,1603.0,0,0,0,0.0
920,vio921,10.0,4840.0,14013.0,0,0,0,0.0
921,vio922,0.0,570.0,3634.0,0,0,0,0.0
922,vio923,0.0,340.0,1094.0,0,0,0,0.0
923,vio924,0.0,3280.0,641.0,0,0,0,0.0
924,vio925,0.0,4670.0,158.0,0,0,0,0.0
925,vio926,0.0,1870.0,2365.0,0,0,0,0.0
926,vio927,0.0,3290.0,3551.0,0,0,0,0.0
927,vio928,0.0,410.0,4651.0,0,0,0,0.0
928,vio929,30.0,470.0,7122.0,0,0,0,0.0
929,vio930,0.0,220.0,1051.0,0,0,0,0.0
930,vio931,0.0,290.0,4761.0,0,0,0,0.0
931,vio932,0.0,40.0,1594.0,0,0,0,0.0
932,vio933,0.0,40.0,3138.0,0,0,0,0.0
933,vio934,0.0,270.0,5819.0,0,0,0,0.0
934,vio935,0.0,250.0,2276.0,0,0,0,0.0
935,vio936,0.0,1330.0,3494.0,0,0,0,0.0
936,vio937,0.0,380.0,1735.0,0,0,0,0.0
937,vio938,0.0,1850.0,2331.0,0,0,0,0.0
938,vio939,0.0,330.0,5047.0,0,0,0,0.0
