,idMin,recurso,cantidad,unidades
2927,min2928,ARENAS,14077.0,METROS CUBICOS
2928,min2929,GRAVAS,2375.0,METROS CUBICOS
2929,min2930,GRAVAS,48118.0,METROS CUBICOS
2930,min2931,GRAVAS DE RIO,58827.0,METROS CUBICOS
2931,min2932,RECEBO,123886.0,METROS CUBICOS
2932,min2933,GRAVA DE CANTERA,87513.0,METROS CUBICOS
2933,min2934,RECEBO,14426.0,METROS CUBICOS
2934,min2935,DIABASA,27957.0,METROS CUBICOS
2935,min2936,RECEBO,2133.0,METROS CUBICOS
2936,min2937,RECEBO,2058.0,METROS CUBICOS
2937,min2938,RECEBO,5447.0,METROS CUBICOS
2938,min2939,RECEBO,2682.0,METROS CUBICOS
2939,min2940,RECEBO,294.0,METROS CUBICOS
2940,min2941,RECEBO,4103.0,METROS CUBICOS
2941,min2942,RECEBO,3745.0,METROS CUBICOS
2942,min2943,RECEBO,5872.0,METROS CUBICOS
2943,min2944,ARCILLAS CERAMICAS,45329.0,TONELADAS
2944,min2945,ARCILLAS CERAMICAS,18778.0,TONELADAS
2945,min2946,ARENA DE RIO,4442.0,METROS CUBICOS
2946,min2947,ARCILLAS CERAMICAS,7983.0,TONELADAS
2947,min2948,ARCILLAS CERAMICAS,8500.0,TONELADAS
2948,min2949,ARENA DE RIO,4300.0,METROS CUBICOS
2949,min2950,ARENAS,1064.0,METROS CUBICOS
2950,min2951,RECEBO,4463.0,METROS CUBICOS
2951,min2952,CARBON,25568.0,TONELADAS
2952,min2953,CARBON,27744.0,TONELADAS
2953,min2954,CARBON,16700.0,TONELADAS
2954,min2955,CARBON,24529.0,TONELADAS
2955,min2956,CARBON,20551.0,TONELADAS
2956,min2957,CARBON,32494.0,TONELADAS
2957,min2958,CARBON,18303.0,TONELADAS
2958,min2959,CARBON,6704.0,TONELADAS
2959,min2960,CARBON,18941.0,TONELADAS
2960,min2961,GRAVAS,680.0,METROS CUBICOS
2961,min2962,COBRE,268.0,KILOGRAMOS
2962,min2963,GRAVAS DE RIO,1050.0,METROS CUBICOS
2963,min2964,RECEBO,1060.0,METROS CUBICOS
2964,min2965,RECEBO,1000.0,METROS CUBICOS
2965,min2966,RECEBO,550.0,METROS CUBICOS
2966,min2967,RECEBO,1602.0,METROS CUBICOS
2967,min2968,RECEBO,3550.0,METROS CUBICOS
2968,min2969,GRAVAS,85952.0,METROS CUBICOS
2969,min2970,GRAVAS,62722.0,METROS CUBICOS
2970,min2971,GRAVAS,38277.0,METROS CUBICOS
2971,min2972,GRAVAS,90913.0,METROS CUBICOS
2972,min2973,GRAVAS,188119.0,METROS CUBICOS
2973,min2974,GRAVA DE CANTERA,80610.0,METROS CUBICOS
2974,min2975,GRAVAS DE RIO,41526.0,METROS CUBICOS
2975,min2976,GRAVAS DE RIO,73366.0,METROS CUBICOS
2976,min2977,GRAVAS,101614.0,METROS CUBICOS
2977,min2978,GRAVAS,63200.0,METROS CUBICOS
2978,min2979,ARENAS SILICEAS,270.0,METROS CUBICOS
2979,min2980,GRAVAS,125000.0,METROS CUBICOS
2980,min2981,GRAVAS,0.0,METROS CUBICOS
2981,min2982,RECEBO,490.0,METROS CUBICOS
2982,min2983,RECEBO,2499.0,METROS CUBICOS
2983,min2984,CALIZAS,10600.0,TONELADAS
2984,min2985,CALIZAS,10000.0,TONELADAS
2985,min2986,CALIZAS,6108.0,TONELADAS
2986,min2987,GRAVA DE CANTERA,5076.0,METROS CUBICOS
2987,min2988,GRAVAS,12635.0,METROS CUBICOS
2988,min2989,GRAVAS,6436.0,METROS CUBICOS
2989,min2990,GRAVAS,18566.0,METROS CUBICOS
2990,min2991,GRAVAS,13404.0,METROS CUBICOS
2991,min2992,GRAVAS,19314.0,METROS CUBICOS
2992,min2993,GRAVAS DE RIO,1339434.0,METROS CUBICOS
2993,min2994,GRAVA DE CANTERA,23188.0,METROS CUBICOS
2994,min2995,GRAVAS DE RIO,400.0,METROS CUBICOS
2995,min2996,GRAVA DE CANTERA,322782.0,METROS CUBICOS
2996,min2997,GRAVA DE CANTERA,56658.0,METROS CUBICOS
2997,min2998,RECEBO,8776.0,METROS CUBICOS
2998,min2999,RECEBO,26390.0,METROS CUBICOS
2999,min3000,RECEBO,9541.0,METROS CUBICOS
3000,min3001,RECEBO,8886.0,METROS CUBICOS
3001,min3002,ARCILLA,29177.0,TONELADAS
3002,min3003,ARENAS,28785.0,METROS CUBICOS
3003,min3004,GRAVA DE CANTERA,18835.0,METROS CUBICOS
3004,min3005,ARCILLAS MISCELANEAS,18693.0,TONELADAS
3005,min3006,RECEBO,24628.0,METROS CUBICOS
3006,min3007,GRAVAS,9000.0,METROS CUBICOS
3007,min3008,ARENAS SILICEAS,3642.0,METROS CUBICOS
3008,min3009,ARCILLAS MISCELANEAS,40787.0,TONELADAS
3009,min3010,ARENAS,25695.0,METROS CUBICOS
3010,min3011,RECEBO,10997.0,METROS CUBICOS
3011,min3012,ARCILLAS MISCELANEAS,1132.0,TONELADAS
3012,min3013,ARENAS SILICEAS,307.0,METROS CUBICOS
3013,min3014,ARENAS SILICEAS,87.0,METROS CUBICOS
3014,min3015,ARENAS SILICEAS,0.0,METROS CUBICOS
3015,min3016,CARBON,1720.0,TONELADAS
3016,min3017,GRAVAS,7996.0,METROS CUBICOS
3017,min3018,RECEBO,43442.0,METROS CUBICOS
3018,min3019,ARENAS,14571.0,METROS CUBICOS
3019,min3020,RECEBO,57158.0,METROS CUBICOS
3020,min3021,RECEBO,97632.0,METROS CUBICOS
3021,min3022,RECEBO,25758.0,METROS CUBICOS
3022,min3023,RECEBO,22145.0,METROS CUBICOS
3023,min3024,RECEBO,14984.0,METROS CUBICOS
3024,min3025,RECEBO,8238.0,METROS CUBICOS
3025,min3026,RECEBO,85538.0,METROS CUBICOS
3026,min3027,ARENAS,31700.0,METROS CUBICOS
3027,min3028,RECEBO,50302.0,METROS CUBICOS
3028,min3029,ARENAS,11857.0,METROS CUBICOS
3029,min3030,ARENAS,6908.0,METROS CUBICOS
3030,min3031,ARENAS,37242.0,METROS CUBICOS
3031,min3032,GRAVAS,52329.0,METROS CUBICOS
3032,min3033,ARENA DE CANTERA,100.0,METROS CUBICOS
3033,min3034,GRAVA DE CANTERA,7900.0,METROS CUBICOS
3034,min3035,GRAVAS,800.0,METROS CUBICOS
3035,min3036,HIERRO,497.0,TONELADAS
3036,min3037,GRAFITO,135.0,TONELADAS
3037,min3038,SAL,272588.0,TONELADAS
3038,min3039,SAL,300718.0,TONELADAS
3039,min3040,SAL,434268.0,TONELADAS
3040,min3041,SAL,287641.0,TONELADAS
3041,min3042,SAL,304675.0,TONELADAS
3042,min3043,SAL,323009.0,TONELADAS
3043,min3044,SAL,339503.0,TONELADAS
3044,min3045,SAL,347183.0,TONELADAS
3045,min3046,SAL,359559.0,TONELADAS
3046,min3047,SAL,155422.0,TONELADAS
3047,min3048,ARENAS SILICEAS,69794.0,METROS CUBICOS
3048,min3049,ARENAS SILICEAS,80120.0,METROS CUBICOS
3049,min3050,ARENAS SILICEAS,90211.0,METROS CUBICOS
3050,min3051,ARENAS SILICEAS,85141.0,METROS CUBICOS
3051,min3052,ARENAS SILICEAS,54301.0,METROS CUBICOS
3052,min3053,ARENAS SILICEAS,47099.0,METROS CUBICOS
3053,min3054,ARENAS SILICEAS,14124.0,METROS CUBICOS
3054,min3055,ARENAS SILICEAS,91936.0,METROS CUBICOS
3055,min3056,ARENAS SILICEAS,8856.0,METROS CUBICOS
3056,min3057,ARENAS SILICEAS,81762.0,METROS CUBICOS
3057,min3058,RECEBO,11300.0,METROS CUBICOS
3058,min3059,RECEBO,47970.0,METROS CUBICOS
3059,min3060,RECEBO,36841.0,METROS CUBICOS
3060,min3061,ARCILLAS CERAMICAS,5962.0,TONELADAS
3061,min3062,ARENAS SILICEAS,30.0,METROS CUBICOS
3062,min3063,RECEBO,27021.0,METROS CUBICOS
3063,min3064,RECEBO,18051.0,METROS CUBICOS
3064,min3065,ARCILLA,2208.0,TONELADAS
3065,min3066,RECEBO,19818.0,METROS CUBICOS
3066,min3067,ARCILLAS MISCELANEAS,450.0,TONELADAS
3067,min3068,ARCILLAS MISCELANEAS,5741.0,TONELADAS
3068,min3069,ARCILLAS MISCELANEAS,2200.0,TONELADAS
3069,min3070,ARCILLAS MISCELANEAS,2690.0,TONELADAS
3070,min3071,ARCILLAS MISCELANEAS,1600.0,TONELADAS
3071,min3072,RECEBO,4760.0,METROS CUBICOS
3072,min3073,RECEBO,3350.0,METROS CUBICOS
3073,min3074,RECEBO,3000.0,METROS CUBICOS
3074,min3075,RECEBO,364104.0,METROS CUBICOS
3075,min3076,ARCILLAS MISCELANEAS,465173.0,TONELADAS
3076,min3077,ARCILLAS FERRUGINOSAS,87964.0,TONELADAS
3077,min3078,ARCILLA,276724.0,TONELADAS
3078,min3079,ARCILLAS MISCELANEAS,464172.0,TONELADAS
3079,min3080,RECEBO,539554.0,METROS CUBICOS
3080,min3081,RECEBO,747949.0,METROS CUBICOS
3081,min3082,RECEBO,414423.0,METROS CUBICOS
3082,min3083,ARCILLAS MISCELANEAS,550943.0,TONELADAS
3083,min3084,ARCILLAS MISCELANEAS,325363.0,TONELADAS
3084,min3085,RECEBO,145419.0,METROS CUBICOS
3085,min3086,CARBON,14727.0,TONELADAS
3086,min3087,GRAVAS DE RIO,53144.0,METROS CUBICOS
3087,min3088,GRAVAS DE RIO,54044.0,METROS CUBICOS
3088,min3089,GRAVAS,33630.0,METROS CUBICOS
3089,min3090,GRAVAS,21905.0,METROS CUBICOS
3090,min3091,GRAVA DE CANTERA,48098.0,METROS CUBICOS
3091,min3092,GRAVAS,17610.0,METROS CUBICOS
3092,min3093,CARBON,28030.0,TONELADAS
3093,min3094,CARBON,14444.0,TONELADAS
3094,min3095,CARBON,13127.0,TONELADAS
3095,min3096,CARBON,28621.0,TONELADAS
3096,min3097,CARBON,37145.0,TONELADAS
3097,min3098,CARBON,30670.0,TONELADAS
3098,min3099,CARBON,1078.0,TONELADAS
3099,min3100,CARBON,87.0,TONELADAS
3100,min3101,CARBON,48.0,TONELADAS
3101,min3102,ARCILLA,1610.0,TONELADAS
3102,min3103,ARCILLAS CERAMICAS,1730.0,TONELADAS
3103,min3104,ARCILLAS MISCELANEAS,3410.0,TONELADAS
3104,min3105,ARCILLAS MISCELANEAS,1660.0,TONELADAS
3105,min3106,ARCILLAS MISCELANEAS,2488.0,TONELADAS
3106,min3107,ARCILLAS MISCELANEAS,5940.0,TONELADAS
3107,min3108,CARBON,509468.0,TONELADAS
3108,min3109,CARBON,549174.0,TONELADAS
3109,min3110,CARBON,416176.0,TONELADAS
3110,min3111,CARBON,426564.0,TONELADAS
3111,min3112,CARBON,390832.0,TONELADAS
3112,min3113,CARBON,237119.0,TONELADAS
3113,min3114,CARBON,460589.0,TONELADAS
3114,min3115,CARBON,428688.0,TONELADAS
3115,min3116,CARBON,313008.0,TONELADAS
3116,min3117,CARBON,176520.0,TONELADAS
3117,min3118,GRAVAS,55198.0,METROS CUBICOS
3118,min3119,GRAVAS DE RIO,262608.0,METROS CUBICOS
3119,min3120,GRAVA DE CANTERA,68912.0,METROS CUBICOS
3120,min3121,GRAVAS,91936.0,METROS CUBICOS
3121,min3122,ARENA DE RIO,1340363.0,METROS CUBICOS
3122,min3123,GRAVAS,36553.0,METROS CUBICOS
3123,min3124,GRAVAS,20057.0,METROS CUBICOS
3124,min3125,GRAVAS,9287.0,METROS CUBICOS
3125,min3126,GRAVAS,12903.0,METROS CUBICOS
3126,min3127,CARBON,181983.0,TONELADAS
3127,min3128,CARBON,121876.0,TONELADAS
3128,min3129,CARBON,198252.0,TONELADAS
3129,min3130,CARBON,240195.0,TONELADAS
3130,min3131,CARBON,121114.0,TONELADAS
3131,min3132,CARBON,152478.0,TONELADAS
3132,min3133,CARBON,192365.0,TONELADAS
3133,min3134,CARBON,113410.0,TONELADAS
3134,min3135,CARBON,41223.0,TONELADAS
3135,min3136,ARCILLAS MISCELANEAS,8347.0,TONELADAS
3136,min3137,RECEBO,4709.0,METROS CUBICOS
3137,min3138,RECEBO,1300.0,METROS CUBICOS
3138,min3139,RECEBO,1860.0,METROS CUBICOS
3139,min3140,RECEBO,4220.0,METROS CUBICOS
3140,min3141,RECEBO,2170.0,METROS CUBICOS
3141,min3142,RECEBO,1150.0,METROS CUBICOS
3142,min3143,RECEBO,9168.0,METROS CUBICOS
3143,min3144,RECEBO,1410.0,METROS CUBICOS
3144,min3145,GRAVA DE CANTERA,4000.0,METROS CUBICOS
3145,min3146,GRAVA DE CANTERA,7031.0,METROS CUBICOS
3146,min3147,GRAVA DE CANTERA,2766.0,METROS CUBICOS
3147,min3148,GRAVAS,33333.0,METROS CUBICOS
3148,min3149,GRAVA DE CANTERA,945.0,METROS CUBICOS
3149,min3150,GRAVAS,38500.0,METROS CUBICOS
3150,min3151,GRAVAS,20804.0,METROS CUBICOS
3151,min3152,GRAVAS,26617.0,METROS CUBICOS
3152,min3153,CARBON,120.0,TONELADAS
3153,min3154,CARBON,124.0,TONELADAS
3154,min3155,CARBON,84.0,TONELADAS
3155,min3156,GRAVAS,763.0,METROS CUBICOS
3156,min3157,GRAVAS,50613.0,METROS CUBICOS
3157,min3158,GRAVAS,2746.0,METROS CUBICOS
3158,min3159,GRAVAS,2442.0,METROS CUBICOS
3159,min3160,GRAVAS,59979.0,METROS CUBICOS
3160,min3161,GRAVAS,5167.0,METROS CUBICOS
3161,min3162,GRAVAS,1500.0,METROS CUBICOS
3162,min3163,ARENA DE CANTERA,180132.0,METROS CUBICOS
3163,min3164,ARENA DE CANTERA,129595.0,METROS CUBICOS
3164,min3165,ARENAS,122048.0,METROS CUBICOS
3165,min3166,ARENAS,169523.0,METROS CUBICOS
3166,min3167,ARENAS,203679.0,METROS CUBICOS
3167,min3168,ARENAS,143794.0,METROS CUBICOS
3168,min3169,ARENAS,66296.0,METROS CUBICOS
3169,min3170,ARENAS,126726.0,METROS CUBICOS
3170,min3171,ARENA DE CANTERA,54437.0,METROS CUBICOS
3171,min3172,ARENA DE CANTERA,193354.0,METROS CUBICOS
3172,min3173,HIERRO,10.0,TONELADAS
3173,min3174,HIERRO,317026.0,TONELADAS
3174,min3175,HIERRO,402607.0,TONELADAS
3175,min3176,HIERRO,115192.0,TONELADAS
3176,min3177,HIERRO,569821.0,TONELADAS
3177,min3178,HIERRO,529600.0,TONELADAS
3178,min3179,HIERRO,460323.0,TONELADAS
3179,min3180,HIERRO,473224.0,TONELADAS
3180,min3181,HIERRO,330301.0,TONELADAS
3181,min3182,HIERRO,306027.0,TONELADAS
3182,min3183,HIERRO,315398.0,TONELADAS
3183,min3184,RECEBO,950.0,METROS CUBICOS
3184,min3185,RECEBO,650.0,METROS CUBICOS
3185,min3186,RECEBO,300.0,METROS CUBICOS
3186,min3187,CARBON,3451.0,TONELADAS
3187,min3188,ARCILLAS MISCELANEAS,1699.0,TONELADAS
3188,min3189,ARCILLAS MISCELANEAS,770.0,TONELADAS
3189,min3190,ARCILLAS MISCELANEAS,2670.0,TONELADAS
3190,min3191,ARCILLAS MISCELANEAS,2160.0,TONELADAS
3191,min3192,ARCILLAS MISCELANEAS,1652.0,TONELADAS
3192,min3193,ARCILLAS MISCELANEAS,4800.0,TONELADAS
3193,min3194,ARCILLAS MISCELANEAS,2530.0,TONELADAS
3194,min3195,GRAVAS,114416.0,METROS CUBICOS
3195,min3196,GRAVAS,170704.0,METROS CUBICOS
3196,min3197,GRAVAS,185482.0,METROS CUBICOS
3197,min3198,GRAVAS,182727.0,METROS CUBICOS
3198,min3199,GRAVAS,127693.0,METROS CUBICOS
3199,min3200,GRAVAS,126396.0,METROS CUBICOS
3200,min3201,GRAVA DE CANTERA,141931.0,METROS CUBICOS
3201,min3202,GRAVA DE CANTERA,212446.0,METROS CUBICOS
3202,min3203,GRAVA DE CANTERA,11319.0,METROS CUBICOS
3203,min3204,RECEBO,1080.0,METROS CUBICOS
3204,min3205,GRAVAS,5625.0,METROS CUBICOS
3205,min3206,GRAVA DE CANTERA,1758.0,METROS CUBICOS
3206,min3207,ARENA DE CANTERA,9105.0,METROS CUBICOS
3207,min3208,ARENA DE CANTERA,6383.0,METROS CUBICOS
3208,min3209,CARBON,1276.0,TONELADAS
3209,min3210,CARBON,1423088.0,TONELADAS
3210,min3211,CARBON,8914.0,TONELADAS
3211,min3212,CARBON,5232.0,TONELADAS
3212,min3213,CARBON,3892.0,TONELADAS
3213,min3214,CARBON,1536.0,TONELADAS
3214,min3215,CARBON,500.0,TONELADAS
3215,min3216,CARBON,3812.0,TONELADAS
3216,min3217,CARBON,414.0,TONELADAS
3217,min3218,GRAVAS,16116.0,METROS CUBICOS
3218,min3219,RECEBO,16724.0,METROS CUBICOS
3219,min3220,GRAVAS,9783.0,METROS CUBICOS
3220,min3221,GRAVAS,37382.0,METROS CUBICOS
3221,min3222,GRAVAS,6058.0,METROS CUBICOS
3222,min3223,GRAVA DE CANTERA,32314.0,METROS CUBICOS
3223,min3224,GRAVA DE CANTERA,14069.0,METROS CUBICOS
3224,min3225,RECEBO,44496.0,METROS CUBICOS
3225,min3226,GRAVA DE CANTERA,72775.0,METROS CUBICOS
3226,min3227,RECEBO,6322.0,METROS CUBICOS
3227,min3228,CARBON,10.0,TONELADAS
3228,min3229,ARENAS SILICEAS,130099.0,METROS CUBICOS
3229,min3230,CARBON,54711.0,TONELADAS
3230,min3231,SAL,43127.0,TONELADAS
3231,min3232,CARBON,42155.0,TONELADAS
3232,min3233,ARENAS SILICEAS,92794.0,METROS CUBICOS
3233,min3234,ARENAS SILICEAS,168182.0,METROS CUBICOS
3234,min3235,ARENAS SILICEAS,199312.0,METROS CUBICOS
3235,min3236,ARENAS SILICEAS,190720.0,METROS CUBICOS
3236,min3237,ARENAS SILICEAS,102204.0,METROS CUBICOS
3237,min3238,ARENAS SILICEAS,79864.0,METROS CUBICOS
3238,min3239,ORO,420342.0,GRAMOS
3239,min3240,ORO,914339.0,GRAMOS
3240,min3241,ORO,582583.0,GRAMOS
3241,min3242,ORO,17767.0,GRAMOS
3242,min3243,ORO,1355368.0,GRAMOS
3243,min3244,ORO,200563.0,GRAMOS
3244,min3245,ORO,1993460.0,GRAMOS
3245,min3246,ORO,1734885.0,GRAMOS
3246,min3247,ORO,2517665.0,GRAMOS
3247,min3248,ORO,2179005.0,GRAMOS
3248,min3249,ORO,2994.0,GRAMOS
3249,min3250,ORO,1719894.0,GRAMOS
3250,min3251,ORO,273756.0,GRAMOS
3251,min3252,ORO,216592.0,GRAMOS
3252,min3253,ORO,997009.0,GRAMOS
3253,min3254,ORO,5145.0,GRAMOS
3254,min3255,ORO,557118.0,GRAMOS
3255,min3256,ORO,1251757.0,GRAMOS
3256,min3257,ORO,570444.0,GRAMOS
3257,min3258,ORO,26978.0,GRAMOS
3258,min3259,ORO,421276.0,GRAMOS
3259,min3260,ORO,213794.0,GRAMOS
3260,min3261,ORO,215364.0,GRAMOS
3261,min3262,ORO,185092.0,GRAMOS
3262,min3263,ORO,170284.0,GRAMOS
3263,min3264,ORO,118491.0,GRAMOS
3264,min3265,ORO,233480.0,GRAMOS
3265,min3266,ORO,309153.0,GRAMOS
3266,min3267,ORO,190154.0,GRAMOS
3267,min3268,ORO,321858.0,GRAMOS
3268,min3269,ORO,1491569.0,GRAMOS
3269,min3270,ORO,308866.0,GRAMOS
3270,min3271,ORO,534132.0,GRAMOS
3271,min3272,ORO,54585.0,GRAMOS
3272,min3273,ORO,551618.0,GRAMOS
3273,min3274,ORO,134502.0,GRAMOS
3274,min3275,ORO,17691.0,GRAMOS
3275,min3276,ORO,38.0,GRAMOS
3276,min3277,ORO,241.0,GRAMOS
3277,min3278,ORO,1567670.0,GRAMOS
3278,min3279,ORO,837854.0,GRAMOS
3279,min3280,ORO,651914.0,GRAMOS
3280,min3281,ORO,622160.0,GRAMOS
3281,min3282,ORO,255631.0,GRAMOS
3282,min3283,ORO,15997.0,GRAMOS
3283,min3284,ORO,186782.0,GRAMOS
3284,min3285,ORO,639444.0,GRAMOS
3285,min3286,ORO,1052786.0,GRAMOS
3286,min3287,ORO,769576.0,GRAMOS
3287,min3288,ORO,338202.0,GRAMOS
3288,min3289,ORO,205108.0,GRAMOS
3289,min3290,ORO,424999.0,GRAMOS
3290,min3291,ORO,116002.0,GRAMOS
3291,min3292,ORO,29835.0,GRAMOS
3292,min3293,ORO,45139.0,GRAMOS
3293,min3294,ORO,272798.0,GRAMOS
3294,min3295,ORO,85092.0,GRAMOS
3295,min3296,ORO,126056.0,GRAMOS
3296,min3297,ORO,74533.0,GRAMOS
3297,min3298,ORO,974180.0,GRAMOS
3298,min3299,ORO,1351729.0,GRAMOS
3299,min3300,ORO,1467893.0,GRAMOS
3300,min3301,ORO,443068.0,GRAMOS
3301,min3302,ORO,1060032.0,GRAMOS
3302,min3303,ORO,1264481.0,GRAMOS
3303,min3304,ORO,686552.0,GRAMOS
3304,min3305,ORO,762478.0,GRAMOS
3305,min3306,ORO,675714.0,GRAMOS
3306,min3307,ORO,151919.0,GRAMOS
3307,min3308,PLATA,142426.0,GRAMOS
3308,min3309,ORO,587118.0,GRAMOS
3309,min3310,PLATA,385799.0,GRAMOS
3310,min3311,PLATA,512860.0,GRAMOS
3311,min3312,PLATA,1281852.0,GRAMOS
3312,min3313,PLATA,1211256.0,GRAMOS
3313,min3314,PLATA,200253.0,GRAMOS
3314,min3315,PLATA,120002.0,GRAMOS
3315,min3316,PLATA,852084.0,GRAMOS
3316,min3317,ORO,580262.0,GRAMOS
3317,min3318,ORO,2814966.0,GRAMOS
3318,min3319,ORO,3030207.0,GRAMOS
3319,min3320,ORO,2225750.0,GRAMOS
3320,min3321,ORO,3549706.0,GRAMOS
3321,min3322,ORO,2397486.0,GRAMOS
3322,min3323,ORO,3037833.0,GRAMOS
3323,min3324,ORO,1232291.0,GRAMOS
3324,min3325,ORO,583542.0,GRAMOS
3325,min3326,ORO,951018.0,GRAMOS
3326,min3327,ORO,212418.0,GRAMOS
3327,min3328,ORO,250702.0,GRAMOS
3328,min3329,ORO,839085.0,GRAMOS
3329,min3330,ORO,1129646.0,GRAMOS
3330,min3331,ORO,1002246.0,GRAMOS
3331,min3332,ORO,230088.0,GRAMOS
3332,min3333,ORO,219551.0,GRAMOS
3333,min3334,ORO,216308.0,GRAMOS
3334,min3335,ORO,284388.0,GRAMOS
3335,min3336,ORO,369926.0,GRAMOS
3336,min3337,ORO,663535.0,GRAMOS
3337,min3338,ORO,322688.0,GRAMOS
3338,min3339,ORO,295659.0,GRAMOS
3339,min3340,ORO,530596.0,GRAMOS
3340,min3341,ORO,165006.0,GRAMOS
3341,min3342,ORO,207253.0,GRAMOS
3342,min3343,ORO,118032.0,GRAMOS
3343,min3344,ORO,446259.0,GRAMOS
3344,min3345,ORO,204443.0,GRAMOS
3345,min3346,ORO,57464.0,GRAMOS
3346,min3347,ORO,345165.0,GRAMOS
3347,min3348,ORO,851.0,GRAMOS
3348,min3349,ORO,109.0,GRAMOS
3349,min3350,ORO,6975.0,GRAMOS
3350,min3351,ORO,13.0,GRAMOS
3351,min3352,ORO,999415.0,GRAMOS
3352,min3353,ORO,349440.0,GRAMOS
3353,min3354,ORO,41341.0,GRAMOS
3354,min3355,ORO,23529.0,GRAMOS
3355,min3356,ORO,25402.0,GRAMOS
3356,min3357,ORO,69290.0,GRAMOS
3357,min3358,ORO,40529.0,GRAMOS
3358,min3359,ORO,31698.0,GRAMOS
3359,min3360,ORO,25740.0,GRAMOS
3360,min3361,ORO,5233.0,GRAMOS
3361,min3362,ORO,6852091.0,GRAMOS
3362,min3363,ORO,3029283.0,GRAMOS
3363,min3364,ORO,732493.0,GRAMOS
3364,min3365,ORO,797688.0,GRAMOS
3365,min3366,ORO,580649.0,GRAMOS
3366,min3367,ORO,302128.0,GRAMOS
3367,min3368,ORO,84532.0,GRAMOS
3368,min3369,ORO,130059.0,GRAMOS
3369,min3370,ORO,134239.0,GRAMOS
3370,min3371,ORO,177686.0,GRAMOS
3371,min3372,ORO,290048.0,GRAMOS
3372,min3373,PLATINO,4772.0,GRAMOS
3373,min3374,ORO,23469.0,GRAMOS
3374,min3375,ORO,13435.0,GRAMOS
3375,min3376,ORO,16007.0,GRAMOS
3376,min3377,ORO,16953.0,GRAMOS
3377,min3378,ORO,20256.0,GRAMOS
3378,min3379,ORO,7471.0,GRAMOS
3379,min3380,ORO,41036.0,GRAMOS
3380,min3381,ORO,162172.0,GRAMOS
3381,min3382,ORO,455379.0,GRAMOS
3382,min3383,ORO,405234.0,GRAMOS
3383,min3384,ORO,895945.0,GRAMOS
3384,min3385,ORO,1397422.0,GRAMOS
3385,min3386,ORO,148711.0,GRAMOS
3386,min3387,ORO,137081.0,GRAMOS
3387,min3388,ORO,106014.0,GRAMOS
3388,min3389,ORO,210468.0,GRAMOS
3389,min3390,ORO,78912.0,GRAMOS
3390,min3391,ORO,28619.0,GRAMOS
3391,min3392,ORO,14422.0,GRAMOS
3392,min3393,ORO,1714.0,GRAMOS
3393,min3394,ORO,28178.0,GRAMOS
3394,min3395,ORO,1782.0,GRAMOS
3395,min3396,ORO,68.0,GRAMOS
3396,min3397,ORO,26071.0,GRAMOS
3397,min3398,ORO,2699.0,GRAMOS
3398,min3399,ORO,37495.0,GRAMOS
3399,min3400,ORO,1614034.0,GRAMOS
3400,min3401,ORO,658187.0,GRAMOS
3401,min3402,ORO,433376.0,GRAMOS
3402,min3403,ORO,137060.0,GRAMOS
3403,min3404,ORO,45724.0,GRAMOS
3404,min3405,ORO,21635.0,GRAMOS
3405,min3406,ORO,7739.0,GRAMOS
3406,min3407,ORO,241439.0,GRAMOS
3407,min3408,ORO,10376.0,GRAMOS
3408,min3409,ORO,4402.0,GRAMOS
3409,min3410,ORO,831115.0,GRAMOS
3410,min3411,ORO,1109500.0,GRAMOS
3411,min3412,ORO,1001678.0,GRAMOS
3412,min3413,ORO,751735.0,GRAMOS
3413,min3414,ORO,2023600.0,GRAMOS
3414,min3415,ORO,307985.0,GRAMOS
3415,min3416,ORO,127782.0,GRAMOS
3416,min3417,ORO,79522.0,GRAMOS
3417,min3418,ORO,269709.0,GRAMOS
3418,min3419,ORO,130807.0,GRAMOS
3419,min3420,ORO,4281.0,GRAMOS
3420,min3421,ORO,291946.0,GRAMOS
3421,min3422,ORO,776132.0,GRAMOS
3422,min3423,ORO,2493.0,GRAMOS
3423,min3424,ORO,3482138.0,GRAMOS
3424,min3425,ORO,563255.0,GRAMOS
3425,min3426,ORO,261542.0,GRAMOS
3426,min3427,ORO,843589.0,GRAMOS
3427,min3428,ORO,1213635.0,GRAMOS
3428,min3429,ORO,53432.0,GRAMOS
3429,min3430,ORO,203740.0,GRAMOS
3430,min3431,ORO,916798.0,GRAMOS
3431,min3432,ORO,1578226.0,GRAMOS
3432,min3433,ORO,561368.0,GRAMOS
3433,min3434,ORO,209951.0,GRAMOS
3434,min3435,PLATA,617781.0,GRAMOS
3435,min3436,RECEBO,36813.0,METROS CUBICOS
3436,min3437,GRAVAS,36105.0,METROS CUBICOS
3437,min3438,GRAVAS,45787.0,METROS CUBICOS
3438,min3439,GRAVAS,46862.0,METROS CUBICOS
3439,min3440,GRAVAS,18694.0,METROS CUBICOS
3440,min3441,GRAVAS,16092.0,METROS CUBICOS
3441,min3442,GRAVAS,15572.0,METROS CUBICOS
3442,min3443,GRAVAS,5994.0,METROS CUBICOS
3443,min3444,ARENAS,24144.0,METROS CUBICOS
3444,min3445,ARENA DE RIO,4000.0,METROS CUBICOS
3445,min3446,GRAVAS DE RIO,155031.0,METROS CUBICOS
3446,min3447,ARENA DE RIO,41651.0,METROS CUBICOS
3447,min3448,ARCILLA,18909.0,TONELADAS
