,idMin,recurso,cantidad,unidades
0,min1,RECEBO,228661.0,METROS CUBICOS
1,min2,ARCILLAS MISCELANEAS,178841.0,TONELADAS
2,min3,GRAVAS,80463.0,METROS CUBICOS
3,min4,ARCILLAS MISCELANEAS,126090.0,TONELADAS
4,min5,GRAVAS,113543.0,METROS CUBICOS
5,min6,GRAVAS,377913.0,METROS CUBICOS
6,min7,RECEBO,326364.0,METROS CUBICOS
7,min8,GRAVAS,465402.0,METROS CUBICOS
8,min9,ARENAS,93217.0,METROS CUBICOS
9,min10,ARENAS,115021.0,METROS CUBICOS
10,min11,RECEBO,7350.0,METROS CUBICOS
11,min12,CALIZAS,366485.0,TONELADAS
12,min13,CALIZAS,251643.0,TONELADAS
13,min14,CALIZAS,130491.0,TONELADAS
14,min15,CALIZAS,19435.0,TONELADAS
15,min16,CALIZAS,88140.0,TONELADAS
16,min17,CALIZAS,353617.0,TONELADAS
17,min18,CALIZAS,426007.0,TONELADAS
18,min19,CALIZAS,368212.0,TONELADAS
19,min20,CALIZAS,342919.0,TONELADAS
20,min21,ORO,3603.0,GRAMOS
21,min22,ORO,8432.0,GRAMOS
22,min23,ORO,1166.0,GRAMOS
23,min24,ORO,11249.0,GRAMOS
24,min25,ORO,21129.0,GRAMOS
25,min26,ORO,5251.0,GRAMOS
26,min27,ORO,3181.0,GRAMOS
27,min28,ORO,6297.0,GRAMOS
28,min29,ORO,1557.0,GRAMOS
29,min30,ORO,4509.0,GRAMOS
30,min31,ARCILLAS MISCELANEAS,68319.0,TONELADAS
31,min32,CARBON,237922.0,TONELADAS
32,min33,CARBON,196432.0,TONELADAS
33,min34,CARBON,310249.0,TONELADAS
34,min35,CARBON,119777.0,TONELADAS
35,min36,CARBON,75319.0,TONELADAS
36,min37,ARCILLAS MISCELANEAS,23435.0,TONELADAS
37,min38,CARBON,43361.0,TONELADAS
38,min39,ARCILLAS MISCELANEAS,16577.0,TONELADAS
39,min40,ORO,516056.0,GRAMOS
40,min41,ORO,617844.0,GRAMOS
41,min42,ORO,421286.0,GRAMOS
42,min43,ORO,374961.0,GRAMOS
43,min44,ORO,295911.0,GRAMOS
44,min45,ORO,420252.0,GRAMOS
45,min46,ORO,254138.0,GRAMOS
46,min47,ORO,362227.0,GRAMOS
47,min48,ORO,304306.0,GRAMOS
48,min49,ORO,150224.0,GRAMOS
49,min50,ORO,15852.0,GRAMOS
50,min51,ORO,46854.0,GRAMOS
51,min52,ORO,12426.0,GRAMOS
52,min53,ORO,75141.0,GRAMOS
53,min54,ORO,443497.0,GRAMOS
54,min55,GRAVAS,5012.0,METROS CUBICOS
55,min56,ORO,131986.0,GRAMOS
56,min57,ORO,43836.0,GRAMOS
57,min58,ORO,13596.0,GRAMOS
58,min59,ARCILLAS CERAMICAS,36110.0,TONELADAS
59,min60,ARCILLAS CERAMICAS,39383.0,TONELADAS
60,min61,ARCILLAS CERAMICAS,24631.0,TONELADAS
61,min62,SERPENTINA (SILICATO DE MAGNESIO),22171.0,TONELADAS
62,min63,ARCILLAS CERAMICAS,31956.0,TONELADAS
63,min64,ARCILLAS CERAMICAS,8548.0,TONELADAS
64,min65,CARBON,1732.0,TONELADAS
65,min66,SERPENTINA (SILICATO DE MAGNESIO),20813.0,TONELADAS
66,min67,SERPENTINA (SILICATO DE MAGNESIO),5524.0,TONELADAS
67,min68,SERPENTINA (SILICATO DE MAGNESIO),18640.0,TONELADAS
68,min69,ORO,583555.0,GRAMOS
69,min70,ORO,272797.0,GRAMOS
70,min71,ORO,97160.0,GRAMOS
71,min72,ORO,273118.0,GRAMOS
72,min73,ORO,804491.0,GRAMOS
73,min74,ORO,695122.0,GRAMOS
74,min75,ORO,825668.0,GRAMOS
75,min76,ORO,40383.0,GRAMOS
76,min77,ORO,61946.0,GRAMOS
77,min78,ORO,37189.0,GRAMOS
78,min79,ORO,163852.0,GRAMOS
79,min80,ORO,143095.0,GRAMOS
80,min81,ORO,211673.0,GRAMOS
81,min82,ARENAS,2906.0,METROS CUBICOS
82,min83,ORO,31874.0,GRAMOS
83,min84,ARENAS,56344.0,METROS CUBICOS
84,min85,ARENAS,170791.0,METROS CUBICOS
85,min86,ARENAS,154345.0,METROS CUBICOS
86,min87,ORO,59205.0,GRAMOS
87,min88,ORO,7842.0,GRAMOS
88,min89,ORO,2454.0,GRAMOS
89,min90,PLATA,2264.0,GRAMOS
90,min91,PLATA,8159.0,GRAMOS
91,min92,ORO,712.0,GRAMOS
92,min93,ORO,16546.0,GRAMOS
93,min94,ORO,2966.0,GRAMOS
94,min95,ORO,505.0,GRAMOS
95,min96,ARCILLAS MISCELANEAS,44818.0,TONELADAS
96,min97,ARCILLAS MISCELANEAS,20780.0,TONELADAS
97,min98,ARCILLAS MISCELANEAS,18144.0,TONELADAS
98,min99,ARCILLAS MISCELANEAS,64219.0,TONELADAS
99,min100,ARCILLAS MISCELANEAS,32235.0,TONELADAS
100,min101,ARCILLAS MISCELANEAS,30996.0,TONELADAS
101,min102,GRAVAS,7446.0,METROS CUBICOS
102,min103,GRAVAS,18308.0,METROS CUBICOS
103,min104,ORO,6020.0,GRAMOS
104,min105,PLATA,7602.0,GRAMOS
105,min106,PLATA,2603.0,GRAMOS
106,min107,ORO,46850.0,GRAMOS
107,min108,ORO,15655.0,GRAMOS
108,min109,ORO,41509.0,GRAMOS
109,min110,GRAVAS,41762.0,METROS CUBICOS
110,min111,ORO,200954.0,GRAMOS
111,min112,ORO,20471.0,GRAMOS
112,min113,ORO,17065.0,GRAMOS
113,min114,ORO,37065.0,GRAMOS
114,min115,ORO,37256.0,GRAMOS
115,min116,ORO,26702.0,GRAMOS
116,min117,ORO,2917.0,GRAMOS
117,min118,ORO,1341.0,GRAMOS
118,min119,ORO,1703.0,GRAMOS
119,min120,ORO,79.0,GRAMOS
120,min121,ORO,123.0,GRAMOS
121,min122,ORO,142.0,GRAMOS
122,min123,GRAVAS DE RIO,216459.0,METROS CUBICOS
123,min124,GRAVAS DE RIO,525923.0,METROS CUBICOS
124,min125,GRAVA DE CANTERA,91717.0,METROS CUBICOS
125,min126,GRAVAS,89862.0,METROS CUBICOS
126,min127,GRAVAS,118605.0,METROS CUBICOS
127,min128,ARENAS,47559.0,METROS CUBICOS
128,min129,GRAVAS,54754.0,METROS CUBICOS
129,min130,GRAVAS,216849.0,METROS CUBICOS
130,min131,ORO,2607.0,GRAMOS
131,min132,ORO,740.0,GRAMOS
132,min133,GRAVAS,301503.0,METROS CUBICOS
133,min134,ORO,74416.0,GRAMOS
134,min135,ORO,111237.0,GRAMOS
135,min136,ORO,131503.0,GRAMOS
136,min137,ORO,12734.0,GRAMOS
137,min138,ORO,122891.0,GRAMOS
138,min139,ORO,133741.0,GRAMOS
139,min140,ORO,14873.0,GRAMOS
140,min141,ORO,749.0,GRAMOS
141,min142,RECEBO,351828.0,METROS CUBICOS
142,min143,PLATA,3790676.0,GRAMOS
143,min144,PLATA,241699.0,GRAMOS
144,min145,RECEBO,522002.0,METROS CUBICOS
145,min146,ORO,196479.0,GRAMOS
146,min147,ORO,748819.0,GRAMOS
147,min148,ORO,726515.0,GRAMOS
148,min149,ORO,168730.0,GRAMOS
149,min150,ORO,391043.0,GRAMOS
150,min151,PLATA,4485638.0,GRAMOS
151,min152,ORO,957301.0,GRAMOS
152,min153,ORO,843556.0,GRAMOS
153,min154,ORO,904197.0,GRAMOS
154,min155,ORO,623337.0,GRAMOS
155,min156,ORO,478126.0,GRAMOS
156,min157,ORO,1397119.0,GRAMOS
157,min158,ORO,918159.0,GRAMOS
158,min159,ORO,567586.0,GRAMOS
159,min160,ORO,379060.0,GRAMOS
160,min161,ORO,128237.0,GRAMOS
161,min162,ORO,13393.0,GRAMOS
162,min163,ORO,476.0,GRAMOS
163,min164,ORO,15959.0,GRAMOS
164,min165,ARENAS,77349.0,METROS CUBICOS
165,min166,PLATA,10.0,GRAMOS
166,min167,ORO,129.0,GRAMOS
167,min168,ASBESTO,3550.0,TONELADAS
168,min169,ORO,514.0,GRAMOS
169,min170,ORO,4005943.0,GRAMOS
170,min171,ORO,483905.0,GRAMOS
171,min172,ORO,65978.0,GRAMOS
172,min173,ORO,1179.0,GRAMOS
173,min174,ORO,175436.0,GRAMOS
174,min175,ORO,24833.0,GRAMOS
175,min176,ORO,17224.0,GRAMOS
176,min177,ORO,75093.0,GRAMOS
177,min178,ORO,11273.0,GRAMOS
178,min179,ORO,7311.0,GRAMOS
179,min180,ORO,72498.0,GRAMOS
180,min181,ORO,109.0,GRAMOS
181,min182,ORO,1749.0,GRAMOS
182,min183,ORO,22.0,GRAMOS
183,min184,GRAVAS,30720.0,METROS CUBICOS
184,min185,GRAVAS,450.0,METROS CUBICOS
185,min186,GRAVAS,2550.0,METROS CUBICOS
186,min187,GRAVAS,7132.0,METROS CUBICOS
187,min188,GRAVAS,1100.0,METROS CUBICOS
188,min189,ORO,169.0,GRAMOS
189,min190,ORO,309.0,GRAMOS
190,min191,ORO,2970215.0,GRAMOS
191,min192,ORO,2606961.0,GRAMOS
192,min193,ORO,5657162.0,GRAMOS
193,min194,ORO,3444058.0,GRAMOS
194,min195,ORO,3628812.0,GRAMOS
195,min196,ORO,764509.0,GRAMOS
196,min197,ORO,461623.0,GRAMOS
197,min198,ORO,1175848.0,GRAMOS
198,min199,ORO,5137031.0,GRAMOS
199,min200,ORO,3044745.0,GRAMOS
200,min201,ARENAS,9000.0,METROS CUBICOS
201,min202,GRAVAS DE RIO,5000.0,METROS CUBICOS
202,min203,GRAVAS,21784.0,METROS CUBICOS
203,min204,ORO,15395.0,GRAMOS
204,min205,ORO,40196.0,GRAMOS
205,min206,ORO,10814.0,GRAMOS
206,min207,ORO,647.0,GRAMOS
207,min208,ORO,135.0,GRAMOS
208,min209,ORO,133.0,GRAMOS
209,min210,GRAVAS,1050.0,METROS CUBICOS
210,min211,GRAVAS,3888.0,METROS CUBICOS
211,min212,GRAVAS,2500.0,METROS CUBICOS
212,min213,ORO,111788.0,GRAMOS
213,min214,ORO,5916.0,GRAMOS
214,min215,ARENAS,11454.0,METROS CUBICOS
215,min216,ARENA DE CANTERA,1500.0,METROS CUBICOS
216,min217,ARENA DE CANTERA,3000.0,METROS CUBICOS
217,min218,GRAVA DE CANTERA,7786.0,METROS CUBICOS
218,min219,RECEBO,300.0,METROS CUBICOS
219,min220,RECEBO,600.0,METROS CUBICOS
220,min221,RECEBO,1345.0,METROS CUBICOS
221,min222,ORO,35.0,GRAMOS
222,min223,ORO,3795.0,GRAMOS
223,min224,ORO,178642.0,GRAMOS
224,min225,ORO,2861.0,GRAMOS
225,min226,ORO,139089.0,GRAMOS
226,min227,ORO,72279.0,GRAMOS
227,min228,ORO,7419.0,GRAMOS
228,min229,ORO,474.0,GRAMOS
229,min230,ORO,59867.0,GRAMOS
230,min231,ARENAS,600.0,METROS CUBICOS
231,min232,ARENAS,515.0,METROS CUBICOS
232,min233,ARENAS,500.0,METROS CUBICOS
233,min234,ARENAS,240.0,METROS CUBICOS
234,min235,ORO,940.0,GRAMOS
235,min236,ORO,25926.0,GRAMOS
236,min237,ORO,220.0,GRAMOS
237,min238,ORO,290.0,GRAMOS
238,min239,ORO,5548356.0,GRAMOS
239,min240,ORO,6774193.0,GRAMOS
240,min241,ORO,6137264.0,GRAMOS
241,min242,ORO,7250942.0,GRAMOS
242,min243,ORO,7830855.0,GRAMOS
243,min244,ORO,5396286.0,GRAMOS
244,min245,ORO,4243071.0,GRAMOS
245,min246,ORO,2908511.0,GRAMOS
246,min247,ORO,3576982.0,GRAMOS
247,min248,ORO,2497717.0,GRAMOS
248,min249,CARBON,73611.0,TONELADAS
249,min250,CARBON,38361.0,TONELADAS
250,min251,CARBON,20934.0,TONELADAS
251,min252,ARCILLA,44009.0,TONELADAS
252,min253,ARCILLA,48907.0,TONELADAS
253,min254,ARCILLA,13094.0,TONELADAS
254,min255,ARCILLA,0.0,TONELADAS
255,min256,ARCILLAS MISCELANEAS,27224.0,TONELADAS
256,min257,ORO,3736.0,GRAMOS
257,min258,ORO,148921.0,GRAMOS
258,min259,ORO,22734.0,GRAMOS
259,min260,ORO,6593.0,GRAMOS
260,min261,ORO,382460.0,GRAMOS
261,min262,ORO,116731.0,GRAMOS
262,min263,ORO,3958.0,GRAMOS
263,min264,ORO,152381.0,GRAMOS
264,min265,ORO,71798.0,GRAMOS
265,min266,ORO,37947.0,GRAMOS
266,min267,ORO,518649.0,GRAMOS
267,min268,ORO,1505963.0,GRAMOS
268,min269,ARENAS,760739.0,METROS CUBICOS
269,min270,GRAVAS,606984.0,METROS CUBICOS
270,min271,GRAVAS,744926.0,METROS CUBICOS
271,min272,GRAVAS,396920.0,METROS CUBICOS
272,min273,GRAVAS,703384.0,METROS CUBICOS
273,min274,GRAVAS,580738.0,METROS CUBICOS
274,min275,ORO,1880.0,GRAMOS
275,min276,ORO,705986.0,GRAMOS
276,min277,ORO,13565.0,GRAMOS
277,min278,ORO,16180.0,GRAMOS
278,min279,ORO,3627.0,GRAMOS
279,min280,ORO,6251.0,GRAMOS
280,min281,ORO,4108.0,GRAMOS
281,min282,ORO,716.0,GRAMOS
282,min283,ORO,18200.0,GRAMOS
283,min284,ORO,39955.0,GRAMOS
284,min285,ORO,10756.0,GRAMOS
285,min286,ORO,213.0,GRAMOS
286,min287,ORO,31077.0,GRAMOS
287,min288,ORO,32431.0,GRAMOS
288,min289,ORO,3752.0,GRAMOS
289,min290,GRAVAS,18000.0,METROS CUBICOS
290,min291,ARENAS,2500.0,METROS CUBICOS
291,min292,ARENAS,15570.0,METROS CUBICOS
292,min293,GRAVAS,13500.0,METROS CUBICOS
293,min294,GRAVAS,4412.0,METROS CUBICOS
294,min295,ARCILLAS MISCELANEAS,144165.0,TONELADAS
295,min296,ARCILLAS MISCELANEAS,118183.0,TONELADAS
296,min297,ARCILLA,9357.0,TONELADAS
297,min298,ARCILLAS MISCELANEAS,34080.0,TONELADAS
298,min299,ARCILLAS MISCELANEAS,106495.0,TONELADAS
299,min300,ARCILLAS MISCELANEAS,78165.0,TONELADAS
300,min301,ARCILLAS MISCELANEAS,52099.0,TONELADAS
301,min302,ARCILLAS MISCELANEAS,47149.0,TONELADAS
302,min303,GRAVAS,155736.0,METROS CUBICOS
303,min304,ARENAS,291348.0,METROS CUBICOS
304,min305,ARENAS,621458.0,METROS CUBICOS
305,min306,ORO,746.0,GRAMOS
306,min307,ORO,4491.0,GRAMOS
307,min308,ORO,3587.0,GRAMOS
308,min309,GRAVAS,83770.0,METROS CUBICOS
309,min310,GRAVAS,38555.0,METROS CUBICOS
310,min311,ORO,36902.0,GRAMOS
311,min312,ORO,521.0,GRAMOS
312,min313,ORO,1168.0,GRAMOS
313,min314,GRAVAS,31091.0,METROS CUBICOS
314,min315,GRAVA DE CANTERA,280.0,METROS CUBICOS
315,min316,GRAVAS DE RIO,2333.0,METROS CUBICOS
316,min317,GRAVAS DE RIO,1876.0,METROS CUBICOS
317,min318,ORO,74575.0,GRAMOS
318,min319,ORO,15590.0,GRAMOS
319,min320,ORO,245.0,GRAMOS
320,min321,ORO,7304.0,GRAMOS
321,min322,ORO,2205.0,GRAMOS
322,min323,ARCILLAS CAOLINITICA,84538.0,TONELADAS
323,min324,ARCILLAS MISCELANEAS,56067.0,TONELADAS
324,min325,ARCILLAS CAOLINITICA,109431.0,TONELADAS
325,min326,ARCILLAS CAOLINITICA,93024.0,TONELADAS
326,min327,ARCILLAS CAOLINITICA,8546.0,TONELADAS
327,min328,ARCILLAS CAOLINITICA,11094.0,TONELADAS
328,min329,ARCILLAS CAOLINITICA,110190.0,TONELADAS
329,min330,ARCILLAS CAOLINITICA,9631.0,TONELADAS
330,min331,ORO,6692.0,GRAMOS
331,min332,ORO,107.0,GRAMOS
332,min333,ORO,520.0,GRAMOS
333,min334,ORO,302.0,GRAMOS
334,min335,CALIZAS,93003.0,TONELADAS
335,min336,ORO,9036.0,GRAMOS
336,min337,CALIZAS,3400.0,TONELADAS
337,min338,CALIZAS,67461.0,TONELADAS
338,min339,CALIZAS,280132.0,TONELADAS
339,min340,ARENAS,185998.0,METROS CUBICOS
340,min341,CALIZAS,2102.0,TONELADAS
341,min342,ORO,39899.0,GRAMOS
342,min343,ORO,81333.0,GRAMOS
343,min344,CALIZAS,90620.0,TONELADAS
344,min345,FELDESPATOS,615.0,TONELADAS
345,min346,SERPENTINA (SILICATO DE MAGNESIO),3000.0,TONELADAS
346,min347,ORO,178689.0,GRAMOS
347,min348,GRAVAS,53079.0,METROS CUBICOS
348,min349,GRAVA DE CANTERA,33348.0,METROS CUBICOS
349,min350,GRAVAS DE RIO,131527.0,METROS CUBICOS
350,min351,ORO,342375.0,GRAMOS
351,min352,ORO,165492.0,GRAMOS
352,min353,ORO,241818.0,GRAMOS
353,min354,ORO,58345.0,GRAMOS
354,min355,ORO,3866.0,GRAMOS
355,min356,ORO,10650.0,GRAMOS
356,min357,ORO,10846.0,GRAMOS
357,min358,ORO,3625.0,GRAMOS
358,min359,ORO,4392.0,GRAMOS
359,min360,GRAVAS,38551.0,METROS CUBICOS
360,min361,ORO,514298.0,GRAMOS
361,min362,ORO,543059.0,GRAMOS
362,min363,ORO,498712.0,GRAMOS
363,min364,ORO,392192.0,GRAMOS
364,min365,ORO,1415384.0,GRAMOS
365,min366,ORO,978372.0,GRAMOS
366,min367,ORO,381794.0,GRAMOS
367,min368,ORO,290337.0,GRAMOS
368,min369,ORO,311517.0,GRAMOS
369,min370,ORO,190571.0,GRAMOS
370,min371,ORO,146.0,GRAMOS
371,min372,ORO,19.0,GRAMOS
372,min373,ORO,8.0,GRAMOS
373,min374,ORO,81.0,GRAMOS
374,min375,ORO,0.0,GRAMOS
375,min376,PLATA,1084277.0,GRAMOS
376,min377,ORO,646138.0,GRAMOS
377,min378,ORO,412433.0,GRAMOS
378,min379,ORO,62223.0,GRAMOS
379,min380,ORO,89849.0,GRAMOS
380,min381,PLATA,187449.0,GRAMOS
381,min382,ORO,864725.0,GRAMOS
382,min383,ORO,575624.0,GRAMOS
383,min384,PLATA,99151.0,GRAMOS
384,min385,PLATA,514955.0,GRAMOS
385,min386,CALIZAS,236078.0,TONELADAS
386,min387,ORO,177345.0,GRAMOS
387,min388,CALIZAS,134003.0,TONELADAS
388,min389,CALIZAS,265029.0,TONELADAS
389,min390,CALIZAS,186318.0,TONELADAS
390,min391,CALIZAS,68000.0,TONELADAS
391,min392,CALIZAS,109131.0,TONELADAS
392,min393,CALIZAS,150048.0,TONELADAS
393,min394,ORO,260479.0,GRAMOS
394,min395,CALIZAS,136026.0,TONELADAS
395,min396,ARCILLAS MISCELANEAS,232690.0,TONELADAS
396,min397,ARCILLAS MISCELANEAS,48457.0,TONELADAS
397,min398,ARCILLAS MISCELANEAS,96066.0,TONELADAS
398,min399,ARCILLAS MISCELANEAS,175976.0,TONELADAS
399,min400,ARCILLAS MISCELANEAS,185655.0,TONELADAS
400,min401,ARCILLAS MISCELANEAS,220993.0,TONELADAS
401,min402,ARCILLAS MISCELANEAS,251520.0,TONELADAS
402,min403,ARCILLAS FERRUGINOSAS,174108.0,TONELADAS
403,min404,ARCILLAS MISCELANEAS,185299.0,TONELADAS
404,min405,ORO,5997094.0,GRAMOS
405,min406,ORO,4482923.0,GRAMOS
406,min407,ORO,1994514.0,GRAMOS
407,min408,PLATA,1979208.0,GRAMOS
408,min409,ORO,4059032.0,GRAMOS
409,min410,ORO,2138421.0,GRAMOS
410,min411,ORO,2729073.0,GRAMOS
411,min412,ORO,3315832.0,GRAMOS
412,min413,ORO,3601945.0,GRAMOS
413,min414,ORO,4345389.0,GRAMOS
414,min415,FELDESPATOS,1005.0,TONELADAS
415,min416,RECEBO,36465.0,METROS CUBICOS
416,min417,GRAVA DE CANTERA,29105.0,METROS CUBICOS
417,min418,GRAVA DE CANTERA,16025.0,METROS CUBICOS
418,min419,FELDESPATOS,441.0,TONELADAS
419,min420,FELDESPATOS,661.0,TONELADAS
420,min421,GRAVAS,25380.0,METROS CUBICOS
421,min422,GRAVAS,16043.0,METROS CUBICOS
422,min423,ARCILLAS CERAMICAS,6876.0,TONELADAS
423,min424,GRAVAS,25624.0,METROS CUBICOS
424,min425,GRAVAS,49535.0,METROS CUBICOS
425,min426,GRAVAS,50297.0,METROS CUBICOS
426,min427,GRAVAS,34736.0,METROS CUBICOS
427,min428,GRAVAS,3542.0,METROS CUBICOS
428,min429,ORO,12286.0,GRAMOS
429,min430,ORO,16930.0,GRAMOS
430,min431,ORO,9082.0,GRAMOS
431,min432,ORO,2692.0,GRAMOS
432,min433,ORO,9277.0,GRAMOS
433,min434,ORO,4493.0,GRAMOS
434,min435,ORO,82.0,GRAMOS
435,min436,ORO,1365.0,GRAMOS
436,min437,ORO,1837.0,GRAMOS
437,min438,ORO,52.0,GRAMOS
438,min439,ORO,2217.0,GRAMOS
439,min440,CALIZAS,10500.0,TONELADAS
440,min441,CALIZAS,24615.0,TONELADAS
441,min442,ORO,141429.0,GRAMOS
442,min443,GRAVA DE CANTERA,9469.0,METROS CUBICOS
443,min444,ORO,202345.0,GRAMOS
444,min445,CALIZAS,15761.0,TONELADAS
445,min446,CALIZAS,4554.0,TONELADAS
446,min447,ORO,25.0,GRAMOS
447,min448,ORO,29.0,GRAMOS
448,min449,ORO,25345.0,GRAMOS
449,min450,ORO,1498.0,GRAMOS
450,min451,ORO,10612.0,GRAMOS
451,min452,ORO,24.0,GRAMOS
452,min453,CALIZAS,136590.0,TONELADAS
453,min454,CALIZAS,154999.0,TONELADAS
454,min455,CALIZAS,146620.0,TONELADAS
455,min456,CALIZAS,223709.0,TONELADAS
456,min457,CALIZAS,70093.0,TONELADAS
457,min458,CALIZAS,116288.0,TONELADAS
458,min459,CALIZAS,9339.0,TONELADAS
459,min460,ORO,3891.0,GRAMOS
460,min461,ORO,1537.0,GRAMOS
461,min462,ORO,85.0,GRAMOS
462,min463,CROMO - CROMITA,384.0,KILOGRAMOS
463,min464,CROMO - CROMITA,126.0,KILOGRAMOS
464,min465,CROMO - CROMITA,157.0,KILOGRAMOS
465,min466,CROMO - CROMITA,121.0,KILOGRAMOS
466,min467,CROMO - CROMITA,71.0,KILOGRAMOS
467,min468,MINERAL DE MAGNESIO (MAGNESITA),24.0,TONELADAS
468,min469,CROMO - CROMITA,60000.0,KILOGRAMOS
469,min470,MARMOL EN RAJÓN (RETAL DE MÁRMOL),404.0,METROS CUBICOS
470,min471,ORO,1150.0,GRAMOS
471,min472,ORO,3834.0,GRAMOS
472,min473,ORO,2598.0,GRAMOS
473,min474,ORO,71477.0,GRAMOS
474,min475,ORO,13680.0,GRAMOS
475,min476,ORO,897.0,GRAMOS
476,min477,ORO,270036.0,GRAMOS
477,min478,ORO,90993.0,GRAMOS
478,min479,ORO,18828.0,GRAMOS
479,min480,ORO,93915.0,GRAMOS
480,min481,ORO,39467.0,GRAMOS
481,min482,ORO,231865.0,GRAMOS
482,min483,GRAVAS,1753.0,METROS CUBICOS
483,min484,ORO,151.0,GRAMOS
484,min485,PLATA,11451.0,GRAMOS
485,min486,ARCILLAS MISCELANEAS,600.0,TONELADAS
486,min487,ORO,101684.0,GRAMOS
487,min488,ORO,33665.0,GRAMOS
488,min489,ORO,40113.0,GRAMOS
489,min490,PLATA,41077.0,GRAMOS
490,min491,ORO,156741.0,GRAMOS
491,min492,PLATA,498126.0,GRAMOS
492,min493,ORO,48999.0,GRAMOS
493,min494,ORO,293.0,GRAMOS
494,min495,ORO,13153.0,GRAMOS
495,min496,ORO,38790.0,GRAMOS
496,min497,ORO,11565.0,GRAMOS
497,min498,ORO,23566.0,GRAMOS
498,min499,ORO,16674.0,GRAMOS
499,min500,ORO,181.0,GRAMOS
500,min501,ORO,369011.0,GRAMOS
501,min502,ORO,32136.0,GRAMOS
502,min503,ORO,5208.0,GRAMOS
503,min504,ORO,77111.0,GRAMOS
504,min505,PLATA,1163337.0,GRAMOS
505,min506,PLATA,662652.0,GRAMOS
506,min507,ORO,1121.0,GRAMOS
507,min508,ORO,19643.0,GRAMOS
508,min509,ORO,5150497.0,GRAMOS
509,min510,ORO,2619802.0,GRAMOS
510,min511,ORO,4617979.0,GRAMOS
511,min512,ORO,3506211.0,GRAMOS
512,min513,ORO,2697654.0,GRAMOS
513,min514,ORO,2812624.0,GRAMOS
514,min515,ORO,4552765.0,GRAMOS
515,min516,ORO,5062895.0,GRAMOS
516,min517,ORO,5681136.0,GRAMOS
517,min518,ORO,2264710.0,GRAMOS
518,min519,CALIZAS,2115614.0,TONELADAS
519,min520,CALIZAS,2460270.0,TONELADAS
520,min521,CALIZAS,2573640.0,TONELADAS
521,min522,CALIZAS,2458132.0,TONELADAS
522,min523,CALIZAS,2365512.0,TONELADAS
523,min524,CALIZAS,2982531.0,TONELADAS
524,min525,CALIZAS,572541.0,TONELADAS
525,min526,CALIZAS,965094.0,TONELADAS
526,min527,CALIZAS,2351600.0,TONELADAS
527,min528,CALIZAS,2636853.0,TONELADAS
528,min529,CARBON,175.0,TONELADAS
529,min530,ARENAS,18343.0,METROS CUBICOS
530,min531,GRAVAS DE RIO,30500.0,METROS CUBICOS
531,min532,GRAVAS DE RIO,100165.0,METROS CUBICOS
532,min533,GRAVA DE CANTERA,12473.0,METROS CUBICOS
533,min534,ARENAS,29400.0,METROS CUBICOS
534,min535,ARENAS,57851.0,METROS CUBICOS
535,min536,PLATA,16975.0,GRAMOS
536,min537,PLATA,7271.0,GRAMOS
537,min538,ORO,2847181.0,GRAMOS
538,min539,ORO,1397024.0,GRAMOS
539,min540,ORO,1625541.0,GRAMOS
540,min541,ORO,777647.0,GRAMOS
541,min542,ORO,967188.0,GRAMOS
542,min543,ORO,394675.0,GRAMOS
543,min544,ORO,383286.0,GRAMOS
544,min545,ORO,353620.0,GRAMOS
545,min546,ORO,246301.0,GRAMOS
546,min547,ORO,146232.0,GRAMOS
547,min548,GRAVAS,4200.0,METROS CUBICOS
548,min549,CARBON,29339.0,TONELADAS
549,min550,PLATA,301316.0,GRAMOS
550,min551,GRAVAS,71313.0,METROS CUBICOS
551,min552,CARBON,68972.0,TONELADAS
552,min553,GRAVAS,52464.0,METROS CUBICOS
553,min554,CARBON,103668.0,TONELADAS
554,min555,CARBON,85500.0,TONELADAS
555,min556,CARBON,47297.0,TONELADAS
556,min557,CARBON,1893.0,TONELADAS
557,min558,ORO,5937.0,GRAMOS
558,min559,GRAVAS,33478.0,METROS CUBICOS
559,min560,GRAVAS,22876.0,METROS CUBICOS
560,min561,ORO,692.0,GRAMOS
561,min562,ORO,558.0,GRAMOS
562,min563,ARENAS,21800.0,METROS CUBICOS
563,min564,ARENAS,3342.0,METROS CUBICOS
564,min565,GRAVAS,151402.0,METROS CUBICOS
565,min566,GRAVAS,27327.0,METROS CUBICOS
566,min567,GRAVAS,42324.0,METROS CUBICOS
567,min568,RECEBO,27400.0,METROS CUBICOS
568,min569,ORO,5437.0,GRAMOS
569,min570,GRAVAS,18320.0,METROS CUBICOS
570,min571,ORO,14499.0,GRAMOS
571,min572,ORO,112236.0,GRAMOS
572,min573,ORO,5395.0,GRAMOS
573,min574,ORO,15610.0,GRAMOS
574,min575,ORO,60120.0,GRAMOS
575,min576,ORO,40111.0,GRAMOS
576,min577,ORO,34920.0,GRAMOS
577,min578,ORO,134457.0,GRAMOS
578,min579,ORO,54189.0,GRAMOS
579,min580,ORO,51066.0,GRAMOS
580,min581,ORO,41689.0,GRAMOS
581,min582,ORO,38927.0,GRAMOS
582,min583,ORO,7569.0,GRAMOS
583,min584,ORO,3322.0,GRAMOS
584,min585,ORO,59018.0,GRAMOS
585,min586,ARCILLAS CERAMICAS,60480.0,TONELADAS
586,min587,ARCILLAS BENTONITICA,73223.0,TONELADAS
