,id,nombre,departamento,anio,idMin,idEdu,idDem,idVio
4377,santiago-norte de santander-2018,santiago,norte de santander,2018,min4378,edu4378,dem178,vio2983
4378,santiago-norte de santander-2019,santiago,norte de santander,2019,min4379,edu4379,dem574,0
4379,santiago-norte de santander-2020,santiago,norte de santander,2020,min4380,edu4380,dem1001,0
4380,santiago-norte de santander-2021,santiago,norte de santander,2021,min4381,edu4381,dem1329,0
4381,santiago-norte de santander-2013,santiago,norte de santander,2013,min4382,edu4382,dem2610,vio1170
4382,sardinata-norte de santander-2018,sardinata,norte de santander,2018,min4383,edu4383,dem179,vio2984
4383,sardinata-norte de santander-2019,sardinata,norte de santander,2019,min4384,edu4384,dem573,0
4384,sardinata-norte de santander-2012,sardinata,norte de santander,2012,min4385,edu4385,dem2117,vio709
4385,sardinata-norte de santander-2013,sardinata,norte de santander,2013,min4386,edu4386,dem2630,vio1169
4386,sardinata-norte de santander-2014,sardinata,norte de santander,2014,min4387,edu4387,dem3024,vio1628
4387,sardinata-norte de santander-2015,sardinata,norte de santander,2015,min4388,edu4388,dem3576,vio2104
4388,sardinata-norte de santander-2016,sardinata,norte de santander,2016,min4389,edu4389,dem3967,vio2571
4389,sardinata-norte de santander-2017,sardinata,norte de santander,2017,min4390,edu4390,dem1716,vio306
4390,sardinata-norte de santander-2020,sardinata,norte de santander,2020,min4391,edu4391,dem1002,0
4391,sardinata-norte de santander-2021,sardinata,norte de santander,2021,min4392,edu4392,dem1328,0
4392,tibu-norte de santander-2012,tibu,norte de santander,2012,min4393,edu4393,dem2118,vio710
4393,tibu-norte de santander-2013,tibu,norte de santander,2013,min4394,edu4394,dem2629,vio1168
4394,tibu-norte de santander-2014,tibu,norte de santander,2014,min4395,edu4395,dem3025,vio1629
4395,tibu-norte de santander-2015,tibu,norte de santander,2015,min4396,edu4396,dem3575,vio2103
4396,tibu-norte de santander-2017,tibu,norte de santander,2017,min4397,edu4397,dem1717,vio307
4397,tibu-norte de santander-2018,tibu,norte de santander,2018,min4398,edu4398,dem180,vio2985
4398,tibu-norte de santander-2019,tibu,norte de santander,2019,min4399,edu4399,dem572,0
4399,tibu-norte de santander-2016,tibu,norte de santander,2016,min4400,edu4400,dem3968,vio2572
4400,tibu-norte de santander-2020,tibu,norte de santander,2020,min4401,edu4401,dem1003,0
4401,tibu-norte de santander-2021,tibu,norte de santander,2021,min4402,edu4402,dem1327,0
4402,toledo-norte de santander-2019,toledo,norte de santander,2019,min4403,edu4403,dem571,0
4403,toledo-norte de santander-2012,toledo,norte de santander,2012,min4404,edu4404,dem2116,vio711
4404,toledo-norte de santander-2013,toledo,norte de santander,2013,min4405,edu4405,dem2631,vio1167
4405,toledo-norte de santander-2014,toledo,norte de santander,2014,min4406,edu4406,dem3023,vio1630
4406,toledo-norte de santander-2015,toledo,norte de santander,2015,min4407,edu4407,dem3577,vio2102
4407,toledo-norte de santander-2016,toledo,norte de santander,2016,min4408,edu4408,dem3966,vio2573
4408,toledo-norte de santander-2017,toledo,norte de santander,2017,min4409,edu4409,dem1718,vio308
4409,toledo-norte de santander-2018,toledo,norte de santander,2018,min4410,edu4410,dem181,vio2986
4410,toledo-norte de santander-2020,toledo,norte de santander,2020,min4411,edu4411,dem1004,0
4411,toledo-norte de santander-2021,toledo,norte de santander,2021,min4412,edu4412,dem1326,0
4412,villa del rosario-norte de santander-2012,villa del rosario,norte de santander,2012,min4413,edu4413,dem2115,vio712
4413,villa del rosario-norte de santander-2015,villa del rosario,norte de santander,2015,min4414,edu4414,dem3578,vio2101
4414,villa del rosario-norte de santander-2017,villa del rosario,norte de santander,2017,min4415,edu4415,dem1719,vio309
4415,villa del rosario-norte de santander-2018,villa del rosario,norte de santander,2018,min4416,edu4416,dem182,vio2987
4416,villa del rosario-norte de santander-2016,villa del rosario,norte de santander,2016,min4417,edu4417,dem3965,vio2574
4417,villa del rosario-norte de santander-2013,villa del rosario,norte de santander,2013,min4418,edu4418,dem2632,vio1166
4418,villa del rosario-norte de santander-2014,villa del rosario,norte de santander,2014,min4419,edu4419,dem3022,vio1631
4419,villa del rosario-norte de santander-2019,villa del rosario,norte de santander,2019,min4420,edu4420,dem570,0
4420,villa del rosario-norte de santander-2020,villa del rosario,norte de santander,2020,min4421,edu4421,dem1005,0
4421,villa del rosario-norte de santander-2021,villa del rosario,norte de santander,2021,min4422,edu4422,dem1325,0
4422,armenia-quindio-2012,armenia,quindio,2012,min4423,edu4423,0,0
4423,armenia-quindio-2013,armenia,quindio,2013,min4424,edu4424,0,0
4424,armenia-quindio-2014,armenia,quindio,2014,min4425,edu4425,0,0
4425,armenia-quindio-2015,armenia,quindio,2015,min4426,edu4426,0,0
4426,buenavista-quindio-2015,buenavista,quindio,2015,min4427,edu4427,0,0
4427,calarca-quindio-2019,calarca,quindio,2019,min4428,edu4428,0,0
4428,calarca-quindio-2017,calarca,quindio,2017,min4429,edu4429,0,0
4429,calarca-quindio-2012,calarca,quindio,2012,min4430,edu4430,0,0
4430,calarca-quindio-2014,calarca,quindio,2014,min4431,edu4431,0,0
4431,calarca-quindio-2013,calarca,quindio,2013,min4432,edu4432,0,0
4432,calarca-quindio-2015,calarca,quindio,2015,min4433,edu4433,0,0
4433,calarca-quindio-2016,calarca,quindio,2016,min4434,edu4434,0,0
4434,calarca-quindio-2018,calarca,quindio,2018,min4435,edu4435,0,0
4435,calarca-quindio-2020,calarca,quindio,2020,min4436,edu4436,0,0
4436,cordoba-quindio-2017,cordoba,quindio,2017,min4437,edu4437,0,0
4437,cordoba-quindio-2015,cordoba,quindio,2015,min4438,edu4438,0,0
4438,cordoba-quindio-2013,cordoba,quindio,2013,min4439,edu4439,0,0
4439,cordoba-quindio-2012,cordoba,quindio,2012,min4440,edu4440,0,0
4440,cordoba-quindio-2014,cordoba,quindio,2014,min4441,edu4441,0,0
4441,cordoba-quindio-2019,cordoba,quindio,2019,min4442,edu4442,0,0
4442,cordoba-quindio-2020,cordoba,quindio,2020,min4443,edu4443,0,0
4443,cordoba-quindio-2021,cordoba,quindio,2021,min4444,edu4444,0,0
4444,cordoba-quindio-2016,cordoba,quindio,2016,min4445,edu4445,0,0
4445,cordoba-quindio-2018,cordoba,quindio,2018,min4446,edu4446,0,0
4446,filandia-quindio-2017,filandia,quindio,2017,min4447,edu4447,0,0
4447,filandia-quindio-2018,filandia,quindio,2018,min4448,edu4448,0,0
4448,filandia-quindio-2019,filandia,quindio,2019,min4449,edu4449,0,0
4449,filandia-quindio-2021,filandia,quindio,2021,min4450,edu4450,0,0
4450,filandia-quindio-2016,filandia,quindio,2016,min4451,edu4451,0,0
4451,filandia-quindio-2015,filandia,quindio,2015,min4452,edu4452,0,0
4452,filandia-quindio-2020,filandia,quindio,2020,min4453,edu4453,0,0
4453,genova-quindio-2018,genova,quindio,2018,min4454,edu4454,0,0
4454,genova-quindio-2019,genova,quindio,2019,min4455,edu4455,0,0
4455,genova-quindio-2020,genova,quindio,2020,min4456,edu4456,0,0
4456,genova-quindio-2021,genova,quindio,2021,min4457,edu4457,0,0
4457,genova-quindio-2017,genova,quindio,2017,min4458,edu4458,0,0
4458,genova-quindio-2014,genova,quindio,2014,min4459,edu4459,0,0
4459,genova-quindio-2013,genova,quindio,2013,min4460,edu4460,0,0
4460,genova-quindio-2015,genova,quindio,2015,min4461,edu4461,0,0
4461,genova-quindio-2012,genova,quindio,2012,min4462,edu4462,0,0
4462,genova-quindio-2016,genova,quindio,2016,min4463,edu4463,0,0
4463,la tebaida-quindio-2012,la tebaida,quindio,2012,min4464,edu4464,0,0
4464,la tebaida-quindio-2014,la tebaida,quindio,2014,min4465,edu4465,0,0
4465,la tebaida-quindio-2015,la tebaida,quindio,2015,min4466,edu4466,0,0
4466,la tebaida-quindio-2013,la tebaida,quindio,2013,min4467,edu4467,0,0
4467,la tebaida-quindio-2021,la tebaida,quindio,2021,min4468,edu4468,0,0
4468,la tebaida-quindio-2016,la tebaida,quindio,2016,min4469,edu4469,0,0
4469,la tebaida-quindio-2020,la tebaida,quindio,2020,min4470,edu4470,0,0
4470,la tebaida-quindio-2017,la tebaida,quindio,2017,min4471,edu4471,0,0
4471,la tebaida-quindio-2019,la tebaida,quindio,2019,min4472,edu4472,0,0
4472,la tebaida-quindio-2018,la tebaida,quindio,2018,min4473,edu4473,0,0
4473,montenegro-quindio-2018,montenegro,quindio,2018,min4474,edu4474,0,0
4474,montenegro-quindio-2013,montenegro,quindio,2013,min4475,edu4475,0,0
4475,pijao-quindio-2018,pijao,quindio,2018,min4476,edu4476,0,0
4476,pijao-quindio-2019,pijao,quindio,2019,min4477,edu4477,0,0
4477,pijao-quindio-2020,pijao,quindio,2020,min4478,edu4478,0,0
4478,pijao-quindio-2021,pijao,quindio,2021,min4479,edu4479,0,0
4479,pijao-quindio-2017,pijao,quindio,2017,min4480,edu4480,0,0
4480,pijao-quindio-2013,pijao,quindio,2013,min4481,edu4481,0,0
4481,pijao-quindio-2014,pijao,quindio,2014,min4482,edu4482,0,0
4482,pijao-quindio-2015,pijao,quindio,2015,min4483,edu4483,0,0
4483,pijao-quindio-2012,pijao,quindio,2012,min4484,edu4484,0,0
4484,pijao-quindio-2016,pijao,quindio,2016,min4485,edu4485,0,0
4485,quimbaya-quindio-2012,quimbaya,quindio,2012,min4486,edu4486,0,0
4486,salento-quindio-2013,salento,quindio,2013,min4487,edu4487,0,0
4487,salento-quindio-2016,salento,quindio,2016,min4488,edu4488,0,0
4488,salento-quindio-2015,salento,quindio,2015,min4489,edu4489,0,0
4489,salento-quindio-2012,salento,quindio,2012,min4490,edu4490,0,0
4490,pereira-risaralda-2017,pereira,risaralda,2017,min4491,edu4491,dem1720,vio310
4491,pereira-risaralda-2014,pereira,risaralda,2014,min4492,edu4492,dem3046,vio1608
4492,pereira-risaralda-2015,pereira,risaralda,2015,min4493,edu4493,dem3555,vio2126
4493,pereira-risaralda-2019,pereira,risaralda,2019,min4494,edu4494,dem569,0
4494,pereira-risaralda-2020,pereira,risaralda,2020,min4495,edu4495,dem1006,0
4495,pereira-risaralda-2018,pereira,risaralda,2018,min4496,edu4496,dem183,vio3010
4496,pereira-risaralda-2013,pereira,risaralda,2013,min4497,edu4497,dem2609,vio1190
4497,pereira-risaralda-2012,pereira,risaralda,2012,min4498,edu4498,dem2138,vio690
4498,pereira-risaralda-2016,pereira,risaralda,2016,min4499,edu4499,dem3989,vio2548
4499,pereira-risaralda-2021,pereira,risaralda,2021,min4500,edu4500,dem1324,0
4500,apia-risaralda-2012,apia,risaralda,2012,min4501,edu4501,dem2139,vio691
4501,apia-risaralda-2013,apia,risaralda,2013,min4502,edu4502,dem2608,vio1189
4502,apia-risaralda-2014,apia,risaralda,2014,min4503,edu4503,dem3047,vio1609
4503,apia-risaralda-2015,apia,risaralda,2015,min4504,edu4504,dem3554,vio2125
4504,apia-risaralda-2019,apia,risaralda,2019,min4505,edu4505,dem568,0
4505,balboa-risaralda-2017,balboa,risaralda,2017,min4506,edu4506,dem1721,vio311
4506,balboa-risaralda-2019,balboa,risaralda,2019,min4507,edu4507,dem567,0
4507,balboa-risaralda-2020,balboa,risaralda,2020,min4508,edu4508,dem1007,0
4508,balboa-risaralda-2021,balboa,risaralda,2021,min4509,edu4509,dem1323,0
4509,balboa-risaralda-2018,balboa,risaralda,2018,min4510,edu4510,dem184,vio3011
4510,balboa-risaralda-2013,balboa,risaralda,2013,min4511,edu4511,dem2607,vio1188
4511,balboa-risaralda-2015,balboa,risaralda,2015,min4512,edu4512,dem3553,vio2124
4512,balboa-risaralda-2016,balboa,risaralda,2016,min4513,edu4513,dem3990,vio2549
4513,balboa-risaralda-2012,balboa,risaralda,2012,min4514,edu4514,dem2140,vio692
4514,belen de umbria-risaralda-2018,belen de umbria,risaralda,2018,min4515,edu4515,dem185,vio3012
4515,belen de umbria-risaralda-2016,belen de umbria,risaralda,2016,min4516,edu4516,dem3991,vio2550
4516,belen de umbria-risaralda-2017,belen de umbria,risaralda,2017,min4517,edu4517,dem1722,vio312
4517,belen de umbria-risaralda-2020,belen de umbria,risaralda,2020,min4518,edu4518,dem1008,0
4518,belen de umbria-risaralda-2019,belen de umbria,risaralda,2019,min4519,edu4519,dem566,0
4519,belen de umbria-risaralda-2014,belen de umbria,risaralda,2014,min4520,edu4520,dem3048,vio1610
4520,belen de umbria-risaralda-2013,belen de umbria,risaralda,2013,min4521,edu4521,dem2606,vio1187
4521,guatica-risaralda-2016,guatica,risaralda,2016,min4522,edu4522,dem3992,vio2551
4522,guatica-risaralda-2015,guatica,risaralda,2015,min4523,edu4523,dem3552,vio2123
4523,la virginia-risaralda-2016,la virginia,risaralda,2016,min4524,edu4524,dem3993,vio2552
4524,la virginia-risaralda-2017,la virginia,risaralda,2017,min4525,edu4525,dem1723,vio313
4525,la virginia-risaralda-2014,la virginia,risaralda,2014,min4526,edu4526,dem3049,vio1611
4526,la virginia-risaralda-2015,la virginia,risaralda,2015,min4527,edu4527,dem3551,vio2122
4527,la virginia-risaralda-2013,la virginia,risaralda,2013,min4528,edu4528,dem2605,vio1186
4528,la virginia-risaralda-2021,la virginia,risaralda,2021,min4529,edu4529,dem1322,0
4529,la virginia-risaralda-2020,la virginia,risaralda,2020,min4530,edu4530,dem1009,0
4530,la virginia-risaralda-2012,la virginia,risaralda,2012,min4531,edu4531,dem2141,vio693
4531,marsella-risaralda-2016,marsella,risaralda,2016,min4532,edu4532,dem3996,vio2553
4532,marsella-risaralda-2017,marsella,risaralda,2017,min4533,edu4533,dem1724,vio314
4533,marsella-risaralda-2015,marsella,risaralda,2015,min4534,edu4534,dem3548,vio2121
4534,mistrato-risaralda-2012,mistrato,risaralda,2012,min4535,edu4535,dem2144,vio694
4535,mistrato-risaralda-2013,mistrato,risaralda,2013,min4536,edu4536,dem2602,vio1185
4536,mistrato-risaralda-2014,mistrato,risaralda,2014,min4537,edu4537,dem3052,vio1612
4537,mistrato-risaralda-2018,mistrato,risaralda,2018,min4538,edu4538,dem186,vio3013
4538,mistrato-risaralda-2019,mistrato,risaralda,2019,min4539,edu4539,dem565,0
4539,mistrato-risaralda-2017,mistrato,risaralda,2017,min4540,edu4540,dem1725,vio315
4540,mistrato-risaralda-2015,mistrato,risaralda,2015,min4541,edu4541,dem3547,vio2120
4541,mistrato-risaralda-2016,mistrato,risaralda,2016,min4542,edu4542,dem3997,vio2554
4542,pueblo rico-risaralda-2017,pueblo rico,risaralda,2017,min4543,edu4543,dem1726,vio316
4543,pueblo rico-risaralda-2014,pueblo rico,risaralda,2014,min4544,edu4544,dem3053,vio1613
4544,pueblo rico-risaralda-2013,pueblo rico,risaralda,2013,min4545,edu4545,dem2601,vio1184
4545,pueblo rico-risaralda-2016,pueblo rico,risaralda,2016,min4546,edu4546,dem3998,vio2555
4546,pueblo rico-risaralda-2015,pueblo rico,risaralda,2015,min4547,edu4547,dem3546,vio2119
4547,quinchia-risaralda-2017,quinchia,risaralda,2017,min4548,edu4548,dem1727,vio317
4548,quinchia-risaralda-2014,quinchia,risaralda,2014,min4549,edu4549,dem3054,vio1614
4549,quinchia-risaralda-2015,quinchia,risaralda,2015,min4550,edu4550,dem3545,vio2118
4550,quinchia-risaralda-2018,quinchia,risaralda,2018,min4551,edu4551,dem187,vio3014
4551,quinchia-risaralda-2019,quinchia,risaralda,2019,min4552,edu4552,dem564,0
4552,quinchia-risaralda-2020,quinchia,risaralda,2020,min4553,edu4553,dem1010,0
4553,quinchia-risaralda-2013,quinchia,risaralda,2013,min4554,edu4554,dem2600,vio1183
4554,quinchia-risaralda-2016,quinchia,risaralda,2016,min4555,edu4555,dem3999,vio2556
4555,quinchia-risaralda-2012,quinchia,risaralda,2012,min4556,edu4556,dem2145,vio695
4556,quinchia-risaralda-2021,quinchia,risaralda,2021,min4557,edu4557,dem1321,0
4557,santa rosa de cabal-risaralda-2013,santa rosa de cabal,risaralda,2013,min4558,edu4558,dem2604,vio1182
4558,santa rosa de cabal-risaralda-2012,santa rosa de cabal,risaralda,2012,min4559,edu4559,dem2142,vio696
4559,santa rosa de cabal-risaralda-2014,santa rosa de cabal,risaralda,2014,min4560,edu4560,dem3050,vio1615
4560,santa rosa de cabal-risaralda-2017,santa rosa de cabal,risaralda,2017,min4561,edu4561,dem1728,vio318
4561,santa rosa de cabal-risaralda-2018,santa rosa de cabal,risaralda,2018,min4562,edu4562,dem189,vio3015
4562,santa rosa de cabal-risaralda-2019,santa rosa de cabal,risaralda,2019,min4563,edu4563,dem562,0
4563,santa rosa de cabal-risaralda-2016,santa rosa de cabal,risaralda,2016,min4564,edu4564,dem3994,vio2557
4564,santa rosa de cabal-risaralda-2020,santa rosa de cabal,risaralda,2020,min4565,edu4565,dem1012,0
4565,santa rosa de cabal-risaralda-2015,santa rosa de cabal,risaralda,2015,min4566,edu4566,dem3550,vio2117
4566,santa rosa de cabal-risaralda-2021,santa rosa de cabal,risaralda,2021,min4567,edu4567,dem1319,0
4567,santuario-risaralda-2017,santuario,risaralda,2017,min4568,edu4568,dem1729,vio319
4568,santuario-risaralda-2018,santuario,risaralda,2018,min4569,edu4569,dem188,vio3016
4569,santuario-risaralda-2019,santuario,risaralda,2019,min4570,edu4570,dem563,0
4570,santuario-risaralda-2021,santuario,risaralda,2021,min4571,edu4571,dem1320,0
4571,santuario-risaralda-2020,santuario,risaralda,2020,min4572,edu4572,dem1011,0
4572,santuario-risaralda-2016,santuario,risaralda,2016,min4573,edu4573,dem3995,vio2558
4573,santuario-risaralda-2015,santuario,risaralda,2015,min4574,edu4574,dem3549,vio2116
4574,santuario-risaralda-2013,santuario,risaralda,2013,min4575,edu4575,dem2603,vio1181
4575,santuario-risaralda-2014,santuario,risaralda,2014,min4576,edu4576,dem3051,vio1616
4576,santuario-risaralda-2012,santuario,risaralda,2012,min4577,edu4577,dem2143,vio697
4577,bucaramanga-santander-2016,bucaramanga,santander,2016,min4578,edu4578,dem4038,vio2501
4578,bucaramanga-santander-2017,bucaramanga,santander,2017,min4579,edu4579,dem1730,vio320
4579,bucaramanga-santander-2020,bucaramanga,santander,2020,min4580,edu4580,dem846,0
4580,bucaramanga-santander-2021,bucaramanga,santander,2021,min4581,edu4581,dem1272,0
4581,bucaramanga-santander-2013,bucaramanga,santander,2013,min4582,edu4582,dem2563,vio1236
4582,bucaramanga-santander-2015,bucaramanga,santander,2015,min4583,edu4583,dem3499,vio2180
4583,bucaramanga-santander-2012,bucaramanga,santander,2012,min4584,edu4584,dem2173,vio654
4584,bucaramanga-santander-2019,bucaramanga,santander,2019,min4585,edu4585,dem491,0
4585,bucaramanga-santander-2014,bucaramanga,santander,2014,min4586,edu4586,dem3093,vio1561
4586,bucaramanga-santander-2018,bucaramanga,santander,2018,min4587,edu4587,dem1,vio3052
4587,aguada-santander-2019,aguada,santander,2019,min4588,edu4588,dem490,0
4588,aguada-santander-2013,aguada,santander,2013,min4589,edu4589,dem2562,vio1235
4589,aguada-santander-2012,aguada,santander,2012,min4590,edu4590,dem2174,vio655
4590,albania-santander-2014,albania,santander,2014,min4591,edu4591,dem3094,vio1562
4591,albania-santander-2018,albania,santander,2018,min4592,edu4592,dem2,vio3053
4592,albania-santander-2015,albania,santander,2015,min4593,edu4593,dem3498,vio2179
4593,albania-santander-2012,albania,santander,2012,min4594,edu4594,dem2175,vio656
4594,albania-santander-2013,albania,santander,2013,min4595,edu4595,dem2561,vio1234
4595,albania-santander-2016,albania,santander,2016,min4596,edu4596,dem4039,vio2502
4596,albania-santander-2017,albania,santander,2017,min4597,edu4597,dem1731,vio321
4597,aratoca-santander-2018,aratoca,santander,2018,min4598,edu4598,dem3,vio3054
4598,aratoca-santander-2015,aratoca,santander,2015,min4599,edu4599,dem3497,vio2178
4599,aratoca-santander-2013,aratoca,santander,2013,min4600,edu4600,dem2560,vio1233
4600,aratoca-santander-2014,aratoca,santander,2014,min4601,edu4601,dem3095,vio1563
4601,aratoca-santander-2016,aratoca,santander,2016,min4602,edu4602,dem4040,vio2503
4602,aratoca-santander-2017,aratoca,santander,2017,min4603,edu4603,dem1732,vio322
4603,aratoca-santander-2019,aratoca,santander,2019,min4604,edu4604,dem489,0
4604,aratoca-santander-2020,aratoca,santander,2020,min4605,edu4605,dem847,0
4605,aratoca-santander-2021,aratoca,santander,2021,min4606,edu4606,dem1271,0
4606,aratoca-santander-2012,aratoca,santander,2012,min4607,edu4607,dem2176,vio657
4607,barichara-santander-2020,barichara,santander,2020,min4608,edu4608,dem848,0
4608,barichara-santander-2012,barichara,santander,2012,min4609,edu4609,dem2177,vio658
4609,barichara-santander-2014,barichara,santander,2014,min4610,edu4610,dem3096,vio1564
4610,barichara-santander-2015,barichara,santander,2015,min4611,edu4611,dem3496,vio2177
4611,barichara-santander-2016,barichara,santander,2016,min4612,edu4612,dem4041,vio2504
4612,barichara-santander-2017,barichara,santander,2017,min4613,edu4613,dem1733,vio323
4613,barichara-santander-2018,barichara,santander,2018,min4614,edu4614,dem4,vio3055
4614,barichara-santander-2019,barichara,santander,2019,min4615,edu4615,dem488,0
4615,barichara-santander-2013,barichara,santander,2013,min4616,edu4616,dem2559,vio1232
4616,barrancabermeja-santander-2017,barrancabermeja,santander,2017,min4617,edu4617,dem1734,vio324
4617,barrancabermeja-santander-2012,barrancabermeja,santander,2012,min4618,edu4618,dem2178,vio659
4618,barrancabermeja-santander-2014,barrancabermeja,santander,2014,min4619,edu4619,dem3097,vio1565
4619,barrancabermeja-santander-2015,barrancabermeja,santander,2015,min4620,edu4620,dem3495,vio2176
4620,barrancabermeja-santander-2018,barrancabermeja,santander,2018,min4621,edu4621,dem5,vio3056
4621,barrancabermeja-santander-2019,barrancabermeja,santander,2019,min4622,edu4622,dem487,0
4622,barrancabermeja-santander-2021,barrancabermeja,santander,2021,min4623,edu4623,dem1270,0
4623,barrancabermeja-santander-2020,barrancabermeja,santander,2020,min4624,edu4624,dem849,0
4624,barrancabermeja-santander-2013,barrancabermeja,santander,2013,min4625,edu4625,dem2558,vio1231
4625,barrancabermeja-santander-2016,barrancabermeja,santander,2016,min4626,edu4626,dem4042,vio2505
4626,betulia-santander-2018,betulia,santander,2018,min4627,edu4627,dem6,vio3057
4627,betulia-santander-2019,betulia,santander,2019,min4628,edu4628,dem486,0
4628,betulia-santander-2013,betulia,santander,2013,min4629,edu4629,dem2557,vio1230
4629,betulia-santander-2012,betulia,santander,2012,min4630,edu4630,dem2179,vio660
4630,betulia-santander-2014,betulia,santander,2014,min4631,edu4631,dem3098,vio1566
4631,betulia-santander-2015,betulia,santander,2015,min4632,edu4632,dem3494,vio2175
4632,betulia-santander-2017,betulia,santander,2017,min4633,edu4633,dem1735,vio325
4633,betulia-santander-2020,betulia,santander,2020,min4634,edu4634,dem850,0
4634,betulia-santander-2021,betulia,santander,2021,min4635,edu4635,dem1269,0
4635,betulia-santander-2016,betulia,santander,2016,min4636,edu4636,dem4043,vio2506
4636,bolivar-santander-2013,bolivar,santander,2013,min4637,edu4637,dem2556,vio1229
4637,bolivar-santander-2014,bolivar,santander,2014,min4638,edu4638,dem3099,vio1567
4638,bolivar-santander-2015,bolivar,santander,2015,min4639,edu4639,dem3493,vio2174
4639,bolivar-santander-2016,bolivar,santander,2016,min4640,edu4640,dem4044,vio2507
4640,bolivar-santander-2012,bolivar,santander,2012,min4641,edu4641,dem2180,vio661
4641,cabrera-santander-2017,cabrera,santander,2017,min4642,edu4642,dem1736,vio326
4642,cabrera-santander-2016,cabrera,santander,2016,min4643,edu4643,dem4045,vio2508
4643,cabrera-santander-2018,cabrera,santander,2018,min4644,edu4644,dem7,vio3058
4644,cabrera-santander-2013,cabrera,santander,2013,min4645,edu4645,dem2555,vio1228
4645,cabrera-santander-2014,cabrera,santander,2014,min4646,edu4646,dem3100,vio1568
4646,cabrera-santander-2015,cabrera,santander,2015,min4647,edu4647,dem3492,vio2173
4647,cabrera-santander-2019,cabrera,santander,2019,min4648,edu4648,dem485,0
4648,california-santander-2012,california,santander,2012,min4649,edu4649,dem2181,vio662
4649,california-santander-2013,california,santander,2013,min4650,edu4650,dem2554,vio1227
4650,california-santander-2016,california,santander,2016,min4651,edu4651,dem4046,vio2509
4651,california-santander-2020,california,santander,2020,min4652,edu4652,dem851,0
4652,california-santander-2014,california,santander,2014,min4653,edu4653,dem3101,vio1569
4653,california-santander-2019,california,santander,2019,min4654,edu4654,dem484,0
4654,california-santander-2015,california,santander,2015,min4655,edu4655,dem3491,vio2172
4655,capitanejo-santander-2019,capitanejo,santander,2019,min4656,edu4656,dem483,0
4656,capitanejo-santander-2012,capitanejo,santander,2012,min4657,edu4657,dem2150,vio663
4657,capitanejo-santander-2018,capitanejo,santander,2018,min4658,edu4658,dem8,vio3059
4658,capitanejo-santander-2017,capitanejo,santander,2017,min4659,edu4659,dem1737,vio327
4659,capitanejo-santander-2015,capitanejo,santander,2015,min4660,edu4660,dem3538,vio2171
4660,capitanejo-santander-2020,capitanejo,santander,2020,min4661,edu4661,dem852,0
4661,capitanejo-santander-2021,capitanejo,santander,2021,min4662,edu4662,dem1268,0
4662,capitanejo-santander-2016,capitanejo,santander,2016,min4663,edu4663,dem4006,vio2510
4663,capitanejo-santander-2013,capitanejo,santander,2013,min4664,edu4664,dem2593,vio1226
4664,capitanejo-santander-2014,capitanejo,santander,2014,min4665,edu4665,dem3059,vio1570
4665,cepita-santander-2015,cepita,santander,2015,min4666,edu4666,dem3537,vio2170
4666,cepita-santander-2018,cepita,santander,2018,min4667,edu4667,dem9,vio3060
4667,cepita-santander-2019,cepita,santander,2019,min4668,edu4668,dem482,0
4668,cepita-santander-2020,cepita,santander,2020,min4669,edu4669,dem853,0
4669,cepita-santander-2016,cepita,santander,2016,min4670,edu4670,dem4007,vio2511
4670,charala-santander-2015,charala,santander,2015,min4671,edu4671,dem3536,vio2169
4671,charala-santander-2013,charala,santander,2013,min4672,edu4672,dem2592,vio1225
4672,charala-santander-2016,charala,santander,2016,min4673,edu4673,dem4008,vio2512
4673,charala-santander-2012,charala,santander,2012,min4674,edu4674,dem2151,vio664
4674,charala-santander-2014,charala,santander,2014,min4675,edu4675,dem3060,vio1571
4675,charala-santander-2017,charala,santander,2017,min4676,edu4676,dem1738,vio328
4676,charala-santander-2018,charala,santander,2018,min4677,edu4677,dem10,vio3061
4677,charala-santander-2019,charala,santander,2019,min4678,edu4678,dem481,0
4678,charala-santander-2020,charala,santander,2020,min4679,edu4679,dem854,0
4679,charala-santander-2021,charala,santander,2021,min4680,edu4680,dem1267,0
4680,charta-santander-2019,charta,santander,2019,min4681,edu4681,dem480,0
4681,charta-santander-2014,charta,santander,2014,min4682,edu4682,dem3061,vio1572
4682,charta-santander-2015,charta,santander,2015,min4683,edu4683,dem3535,vio2168
4683,charta-santander-2018,charta,santander,2018,min4684,edu4684,dem11,vio3062
4684,charta-santander-2017,charta,santander,2017,min4685,edu4685,dem1739,vio329
4685,chipata-santander-2015,chipata,santander,2015,min4686,edu4686,dem3534,vio2167
4686,cimitarra-santander-2019,cimitarra,santander,2019,min4687,edu4687,dem479,0
4687,cimitarra-santander-2018,cimitarra,santander,2018,min4688,edu4688,dem12,vio3025
4688,cimitarra-santander-2020,cimitarra,santander,2020,min4689,edu4689,dem855,0
4689,cimitarra-santander-2017,cimitarra,santander,2017,min4690,edu4690,dem1740,vio330
4690,cimitarra-santander-2014,cimitarra,santander,2014,min4691,edu4691,dem3062,vio1573
4691,cimitarra-santander-2015,cimitarra,santander,2015,min4692,edu4692,dem3533,vio2166
4692,cimitarra-santander-2012,cimitarra,santander,2012,min4693,edu4693,dem2152,vio665
4693,cimitarra-santander-2013,cimitarra,santander,2013,min4694,edu4694,dem2591,vio1224
4694,cimitarra-santander-2016,cimitarra,santander,2016,min4695,edu4695,dem4009,vio2513
